p1,p2,score
YFR013W,YNR047W,0.852119274942154
YER146W,YLR058C,0.684036878315825
YDL056W,YIR010W,0.53606884449893
YAL035W,YIL133C,0.54847104749512
YOR085W,YOR103C,0.991891466056694
YMR001C,YNL189W,0.90806123191034
YBR081C,YDL126C,0.832002620755503
YGR271C-A,YPL178W,0.53606884449893
YFL005W,YML086C,0.703072689507346
YGL066W,YJR009C,0.669323604690042
YKR025W,YOR207C,0.998950094921611
YNL041C,YPR105C,0.975261113900364
YDR386W,YOL139C,0.852119274942154
YGR261C,YOR380W,0.682167453566882
YLR019W,YPR010C,0.753242918792004
YMR236W,YPL086C,0.53606884449893
YGL197W,YMR308C,0.873774047657518
YLR291C,YMR032W,0.682167453566882
YAL027W,YML095C,0.971175843289377
YKL195W,YLL009C,0.971616773114688
YBL039C,YJR103W,0.892642956446939
YER074W,YGL076C,0.859922722080967
YBR035C,YFR004W,0.53606884449893
YGR252W,YIL126W,0.74189368876305
YFL030W,YPL031C,0.801630469641133
YOR174W,YPL042C,0.985651702163765
YGR086C,YLR429W,0.790521651322224
YHR010W,YPL012W,0.54847104749512
YKR081C,YOR096W,0.92396897095614
YGR192C,YOR117W,0.53606884449893
YGR162W,YIL035C,0.721967550772767
YBR164C,YDR141C,0.703072689507346
YHR197W,YJL225C,0.584984984984985
YLR089C,YPR049C,0.682167453566882
YML010W,YNL245C,0.584984984984985
YIL019W,YOL010W,0.669323604690042
YGR090W,YHR013C,0.824118856508057
YEL009C,YHR145C,0.605663741840526
YDR074W,YHR027C,0.53606884449893
YFR034C,YPL031C,0.994113045622079
YDL083C,YKL180W,0.921706009057121
YGL189C,YHR114W,0.67234615284868
YER073W,YOR117W,0.53606884449893
YKL174C,YLL039C,0.53606884449893
YLR060W,YOR231W,0.525804493017608
YDR309C,YOR127W,0.786182747552049
YBL039C,YJL138C,0.753242918792004
YHL001W,YMR194W,0.921706009057121
YHL025W,YPL178W,0.53606884449893
YLR075W,YNR053C,0.53606884449893
YGR252W,YIL148W,0.6378829547176
YKL120W,YKL195W,0.584984984984985
YDR075W,YHR084W,0.852119274942154
YDR510W,YGR246C,0.53606884449893
YJL109C,YPR137W,0.993896038678616
YKL049C,YOR039W,0.53606884449893
YBR079C,YER025W,0.991847235812683
YDR032C,YGR281W,0.703072689507346
YAL024C,YLR438W,0.669323604690042
YBR055C,YML049C,0.957795592557016
YIR010W,YMR229C,0.53606884449893
YIR010W,YOR361C,0.53606884449893
YDR240C,YMR125W,0.990715280656299
YDR087C,YOR231W,0.525804493017608
YDR450W,YNL207W,0.53606884449893
YLR396C,YOR036W,0.660028449502134
YMR288W,YPR182W,0.873774047657518
YDR510W,YGL026C,0.931592228165537
YBL041W,YGL011C,0.957795592557016
YKL167C,YKR085C,0.921706009057121
YJL072C,YLR103C,0.838787018252074
YBR146W,YMR158W,0.859922722080967
YDR150W,YGR089W,0.786182747552049
YGR253C,YPR185W,0.786182747552049
YDR064W,YHR216W,0.54847104749512
YLR029C,YML065W,0.667047013899172
YLR075W,YLR340W,0.836115707810694
YIL004C,YLR026C,0.999844239676693
YMR008C,YMR127C,0.53606884449893
YKR067W,YPL227C,0.703072689507346
YDR510W,YHR042W,0.784767882955442
YPL042C,YPR168W,0.921706009057121
YBL042C,YPL058C,0.703072689507346
YBR142W,YMR290C,0.9974764049694
YCR030C,YJR076C,0.928026988858907
YBR110W,YBR290W,0.501079807013215
YDL007W,YMR314W,0.859922722080967
YDL229W,YLR187W,0.890653121584812
YML031W,YMR047C,0.823939570017432
YHR112C,YNL189W,0.80793969881618
YHR027C,YJL088W,0.53606884449893
YGL234W,YNR051C,0.753242918792004
YDL123W,YML121W,0.583540098233307
YER087C-B,YLR292C,0.76940133037694
YDL164C,YEL030W,0.852119274942154
YJR062C,YOR332W,0.852119274942154
YGR034W,YIL069C,0.836115707810694
YBL009W,YHR121W,0.852119274942154
YDL145C,YJL157C,0.852119274942154
YHR019C,YJL091C,0.80746160453379
YLR103C,YOL146W,0.525804493017608
YER131W,YLR150W,0.836115707810694
YGL031C,YLR029C,0.54847104749512
YJR161C,YLL039C,0.53606884449893
YER029C,YLR424W,0.993006423685916
YBR009C,YGR252W,0.958266183168435
YBR247C,YCR031C,0.739334240942127
YER002W,YKR081C,0.53606884449893
YNL113W,YOR116C,0.986229563344419
YDR516C,YGR092W,0.669323604690042
YGR013W,YLR275W,0.980420060487739
YKL212W,YML029W,0.682167453566882
YBL072C,YGL103W,0.836115707810694
YOR096W,YPR144C,0.974110025300578
YCR063W,YER013W,0.830336716019708
YCL059C,YDR365C,0.53606884449893
YPL125W,YPR160W,0.682167453566882
YNL273W,YPR019W,0.53606884449893
YDR190C,YPR152C,0.53606884449893
YDL155W,YOR210W,0.852119274942154
YGR165W,YGR215W,0.54847104749512
YLR268W,YNL287W,0.874288522487968
YBR198C,YNL138W,0.669323604690042
YJL034W,YOR254C,0.997948158356434
YAL048C,YLL039C,0.900147115238577
YBR245C,YPR034W,0.687445426878375
YDL025C,YOR061W,0.852119274942154
YGR113W,YGR179C,0.918325769059344
YBR135W,YDR334W,0.660028449502134
YDL043C,YDR381W,0.53606884449893
YBR114W,YGR193C,0.852119274942154
YJR050W,YLL036C,0.999999945659834
YER102W,YPL037C,0.823939570017432
YJR057W,YLR291C,0.682167453566882
YDL007W,YEL037C,0.861356321701401
YGL200C,YIL109C,0.525804493017608
YDR303C,YMR072W,0.54847104749512
YBR176W,YPL070W,0.67234615284868
YBR119W,YOL139C,0.53606884449893
YFR052W,YGR232W,0.998492174737392
YCL032W,YLR229C,0.660028449502134
YBR191W,YDR471W,0.836115707810694
YEL054C,YOL127W,0.54847104749512
YBR243C,YMR300C,0.703072689507346
YDL150W,YDR510W,0.953675135792518
YOR043W,YPR030W,0.852119274942154
YFR024C-A,YHR016C,0.869814796541044
YDR150W,YLL039C,0.900147115238577
YCR014C,YHR200W,0.54847104749512
YDR489W,YNL273W,0.961590249429969
YAL005C,YLR335W,0.669323604690042
YDL014W,YDR025W,0.836115707810694
YBR109C,YNL209W,0.53606884449893
YDR328C,YHR205W,0.584984984984985
YDR471W,YOL120C,0.54847104749512
YBR275C,YDL042C,0.852119274942154
YOL065C,YPL240C,0.722257591920613
YBR110W,YEL002C,0.501079807013215
YBR202W,YDR052C,0.525804493017608
YLL039C,YNL112W,0.53606884449893
YKL190W,YMR211W,0.846340558019861
YJL001W,YPR103W,0.999830656978972
YDR039C,YLR332W,0.703072689507346
YBL039C,YJL030W,0.669323604690042
YGR060W,YHR190W,0.968619961786404
YDR324C,YOR078W,0.669323604690042
YER045C,YMR308C,0.786182747552049
YER125W,YMR171C,0.943683922657502
YGR250C,YKL049C,0.53606884449893
YAL003W,YER151C,0.753242918792004
YJL014W,YKR036C,0.852119274942154
YMR237W,YOR299W,0.999855104067963
YDR510W,YPL028W,0.53606884449893
YGR054W,YOR145C,0.54847104749512
YDR188W,YML028W,0.53606884449893
YJR104C,YMR038C,0.999604739246303
YDL014W,YGR162W,0.753242918792004
YDL100C,YER083C,0.999996912603169
YOL012C,YPL127C,0.967531925481411
YDR533C,YPL240C,0.819221791056642
YDR143C,YNL112W,0.53606884449893
YDR382W,YHR141C,0.836115707810694
YBL044W,YMR304W,0.824118856508057
YER006W,YMR049C,0.999376796341
YLR113W,YOR061W,0.98212955589098
YFR031C,YPL124W,0.915684104739735
YNL274C,YPR152C,0.579810484329307
YFL002C,YMR093W,0.53606884449893
YDR448W,YHR022C,0.682167453566882
YIL143C,YOL090W,0.815660413330478
YOL120C,YOL127W,0.859922722080967
YJL204C,YLL039C,0.53606884449893
YMR106C,YNR053C,0.852119274942154
YDL159W,YFR028C,0.96987021074913
YGR156W,YJL033W,0.824118856508057
YDL075W,YKL180W,0.859922722080967
YJR065C,YOR181W,0.842276605740035
YDR330W,YGR268C,0.682167453566882
YOR206W,YPL012W,0.54847104749512
YBL044W,YLR074C,0.721967550772767
YER072W,YFL004W,0.893018092744764
YGL123W,YOR117W,0.53606884449893
YGL048C,YIL007C,0.937329784901827
YBR140C,YPL204W,0.852119274942154
YBL050W,YOR106W,0.999999996232515
YBR189W,YGL076C,0.54847104749512
YKL012W,YKR097W,0.739097190149932
YOL127W,YPR016C,0.859922722080967
YJR053W,YOR233W,0.757438396147352
YDR127W,YER095W,0.824118856508057
YER006W,YNL110C,0.99655625784908
YDR514C,YOL012C,0.53606884449893
YNL091W,YNR052C,0.703072689507346
YGR056W,YMR033W,0.997473832513435
YBR009C,YJL222W,0.669323604690042
YLR093C,YLR396C,0.823939570017432
YLL045C,YNR053C,0.756010042469907
YGL103W,YHR141C,0.889168054734813
YFR037C,YML127W,0.999943744428205
YDR227W,YNL189W,0.852119274942154
YDL014W,YDR447C,0.836115707810694
YFL010C,YJR019C,0.579810484329307
YDR061W,YFL010C,0.579810484329307
YCR039C,YMR043W,0.946703284924514
YOR212W,YOR281C,0.80320174454965
YER171W,YMR056C,0.852119274942154
YLR208W,YMR047C,0.53606884449893
YDR510W,YPL139C,0.53606884449893
YDL132W,YNL055C,0.721967550772767
YER151C,YKL181W,0.753242918792004
YMR179W,YPL153C,0.605663741840526
YLR432W,YLR448W,0.54847104749512
YBR055C,YCR077C,0.921706009057121
YAL016W,YFR004W,0.784767882955442
YDL212W,YGR191W,0.851856968945958
YLR182W,YOR083W,0.987078208370984
YFR004W,YHR021C,0.784767882955442
YMR242C,YMR290C,0.859922722080967
YER102W,YIL018W,0.836115707810694
YDR392W,YGR274C,0.525804493017608
YER093C,YOL078W,0.9307328851425
YGR253C,YHL030W,0.851939552362841
YEL063C,YIL140W,0.501079807013215
YDR416W,YHR184W,0.682167453566882
YBL084C,YHR166C,0.999985873023661
YBL104C,YNL307C,0.852119274942154
YBR118W,YJL190C,0.630229419703104
YBR175W,YBR258C,0.952071860026877
YDR138W,YPL169C,0.996376656375556
YGR283C,YHR089C,0.962556729238431
YIL061C,YNL189W,0.852119274942154
YBL092W,YLL039C,0.784767882955442
YGR113W,YIR010W,0.53606884449893
YGR135W,YHR183W,0.564491654021244
YBL085W,YDR277C,0.635228910294981
YGR060W,YML008C,0.991480349397341
YHL033C,YJR123W,0.859922722080967
YAR002W,YKL186C,0.80320174454965
YMR223W,YOL148C,0.999710717367706
YBL017C,YHR108W,0.703072689507346
YHR007C,YMR202W,0.861178283546705
YDL100C,YHR180W,0.645789384894254
YJL122W,YLR074C,0.721967550772767
YCR071C,YMR024W,0.921706009057121
YCR020W-B,YGR056W,0.889168054734813
YGL127C,YNR010W,0.93302631518607
YDR330W,YDR510W,0.682167453566882
YBR247C,YDR449C,0.995157617213683
YLR441C,YNL207W,0.63429211000704
YIR026C,YPL131W,0.660028449502134
YEL034W,YLR340W,0.950762671005235
YBR109C,YOR035C,0.848310211446344
YER151C,YML063W,0.753242918792004
YCR042C,YPL075W,0.53606884449893
YDR206W,YLR362W,0.852119274942154
YFR004W,YLR027C,0.53606884449893
YHR174W,YKR081C,0.53606884449893
YDR412W,YGL076C,0.53606884449893
YHR010W,YMR290C,0.836115707810694
YBR031W,YHR200W,0.53606884449893
YLL039C,YPL199C,0.53606884449893
YDR510W,YLR215C,0.53606884449893
YDL136W,YPL037C,0.861214993654312
YLR423C,YPL166W,0.99983423983221
YFR004W,YNL220W,0.53606884449893
YBR233W,YBR261C,0.682167453566882
YGR058W,YOR097C,0.634843970374645
YGL158W,YHR058C,0.753242918792004
YGR218W,YIL115C,0.981185914144011
YBL039C,YDR510W,0.53606884449893
YBL032W,YBR084W,0.824118856508057
YJR017C,YNL014W,0.852119274942154
YFR032C-A,YGR034W,0.836115707810694
YKR086W,YPL178W,0.53606884449893
YMR203W,YPR024W,0.54847104749512
YKL012W,YPR135W,0.579810484329307
YGL008C,YOR153W,0.630229419703104
YDL213C,YLL027W,0.721967550772767
YDR072C,YHR154W,0.53606884449893
YIL022W,YLR008C,0.991645484135739
YIL121W,YKL051W,0.788296958861137
YDR510W,YMR318C,0.53606884449893
YKR081C,YNL061W,0.99655625784908
YGR156W,YML073C,0.54847104749512
YAL023C,YAR002C-A,0.53606884449893
YHR027C,YLL039C,0.991844024488747
YFR001W,YKL021C,0.53606884449893
YDL025C,YGR016W,0.852119274942154
YGL135W,YNR051C,0.805486201046505
YHR042W,YLL039C,0.900147115238577
YDR068W,YLR020C,0.703072689507346
YLL039C,YLR327C,0.53606884449893
YBL099W,YBR262C,0.53606884449893
YDR447C,YNL096C,0.921706009057121
YFR004W,YML056C,0.53606884449893
YLR189C,YOR150W,0.54847104749512
YDR412W,YGR218W,0.53606884449893
YAL005C,YLR189C,0.890653121584812
YGL019W,YOR287C,0.53606884449893
YER126C,YOR272W,0.660028449502134
YDL202W,YNL255C,0.53606884449893
YDR176W,YLR423C,0.67234615284868
YLR262C,YMR235C,0.852119274942154
YDL083C,YLL036C,0.823939570017432
YKR081C,YLR276C,0.986627575670897
YPL178W,YPL190C,0.988570150475219
YKL009W,YPL211W,0.921706009057121
YGR046W,YOR137C,0.584984984984985
YMR186W,YPL240C,0.995385079790747
YMR188C,YPL118W,0.957795592557016
YDR159W,YIL149C,0.53606884449893
YCR063W,YDL030W,0.836115707810694
YDR225W,YOR244W,0.637165466396134
YML091C,YPL204W,0.991639258790778
YOR080W,YPL217C,0.852119274942154
YLR448W,YNL096C,0.836115707810694
YDL075W,YDR447C,0.957795592557016
YFL002C,YJR121W,0.53606884449893
YBR091C,YEL020W-A,0.525804493017608
YBL003C,YCR086W,0.53606884449893
YLR131C,YPR086W,0.525804493017608
YLR197W,YMR093W,0.957795592557016
YNL188W,YPL255W,0.682167453566882
YLL039C,YOL088C,0.53606884449893
YAL040C,YNL189W,0.852119274942154
YDR296W,YPL183W-A,0.54847104749512
YBL004W,YNL284C,0.89184320486415
YKL049C,YML123C,0.53606884449893
YBR079C,YKL049C,0.53606884449893
YGR186W,YJR017C,0.852119274942154
YFR024C-A,YGR268C,0.98734656911008
YEL022W,YLR106C,0.54847104749512
YML065W,YPL131W,0.53606884449893
YIL152W,YJL112W,0.682167453566882
YER131W,YLR287C-A,0.54847104749512
YFR006W,YLL039C,0.784767882955442
YLL039C,YPR120C,0.53606884449893
YGL252C,YJL047C,0.54847104749512
YHR197W,YML010W,0.53606884449893
YJR110W,YMR049C,0.852119274942154
YHR200W,YLR048W,0.53606884449893
YFR001W,YGL237C,0.852119274942154
YBL078C,YOR100C,0.501079807013215
YFR004W,YPR010C,0.784767882955442
YFR008W,YOR111W,0.682167453566882
YDR215C,YPL175W,0.605663741840526
YBR177C,YHR027C,0.53606884449893
YLL039C,YOR347C,0.53606884449893
YDR489W,YOL133W,0.660028449502134
YIL153W,YNL201C,0.944194360752817
YDR087C,YKL180W,0.53606884449893
YBR170C,YDL126C,0.999999976312916
YDR190C,YNL311C,0.721967550772767
YDR412W,YPL012W,0.53606884449893
YDL139C,YGR140W,0.660028449502134
YJR072C,YNL209W,0.53606884449893
YGR270W,YMR116C,0.53606884449893
YDL014W,YPR016C,0.89184320486415
YGR152C,YLR229C,0.981366897951225
YER131W,YLR448W,0.54847104749512
YHR147C,YML009C,0.54847104749512
YBR247C,YKL180W,0.53606884449893
YGR181W,YKL084W,0.525804493017608
YHR114W,YPL246C,0.73785781337638
YER068W,YPR072W,0.998687948327446
YAL053W,YOL105C,0.703072689507346
YDR482C,YPR182W,0.53606884449893
YHR183W,YML092C,0.564491654021244
YJL057C,YJR070C,0.525804493017608
YBR272C,YDL147W,0.980741494405265
YDR507C,YPL058C,0.703072689507346
YCR030C,YNL283C,0.703072689507346
YDL053C,YPL042C,0.852119274942154
YHR058C,YPL129W,0.53606884449893
YDL055C,YNL149C,0.957795592557016
YDR177W,YIL148W,0.724137931034483
YDR224C,YOL054W,0.951099334902049
YDR458C,YMR129W,0.660028449502134
YGR034W,YNL302C,0.836115707810694
YGR099W,YPL235W,0.682167453566882
YOL034W,YOR336W,0.584984984984985
YDR293C,YER033C,0.908890021683285
YLR182W,YOR066W,0.53606884449893
YDR233C,YLL039C,0.784767882955442
YJR123W,YMR142C,0.859922722080967
YDL075W,YDR060W,0.54847104749512
YGR270W,YPL116W,0.669323604690042
YIL018W,YPL093W,0.92979922073757
YDL147W,YFR052W,0.999896240774758
YPL217C,YPL266W,0.54847104749512
YFL002C,YGR220C,0.53606884449893
YDL116W,YER107C,0.53606884449893
YGL019W,YPL195W,0.873774047657518
YDR062W,YER110C,0.824118856508057
YGR252W,YOR117W,0.832002620755503
YDR331W,YGR284C,0.501079807013215
YDR225W,YML112W,0.660028449502134
YGR284C,YML067C,0.802574327141127
YLL039C,YMR061W,0.53606884449893
YER126C,YLR175W,0.53606884449893
YFR031C-A,YOL120C,0.836115707810694
YLL024C,YLR189C,0.890653121584812
YBR065C,YER029C,0.53606884449893
YER151C,YLR441C,0.848258576498531
YHL015W,YHL030W,0.53606884449893
YDR497C,YMR010W,0.703072689507346
YCL024W,YEL037C,0.525804493017608
YDL213C,YDR091C,0.721967550772767
YGR253C,YNR051C,0.753242918792004
YDR462W,YNL284C,0.971175843289377
YFL002C,YLR175W,0.53606884449893
YGL037C,YLL039C,0.53606884449893
YHR165C,YNL147W,0.921706009057121
YDR523C,YKL126W,0.525804493017608
YMR181C,YPR105C,0.786182747552049
YFR004W,YJL170C,0.53606884449893
YJL130C,YNR051C,0.753242918792004
YBR036C,YML048W,0.501079807013215
YFR028C,YLR096W,0.852119274942154
YER179W,YNL055C,0.721967550772767
YBR191W,YGR118W,0.54847104749512
YFR004W,YMR315W,0.53606884449893
YAL017W,YKL035W,0.943936873574485
YBL050W,YDR189W,0.973001013644068
YBR154C,YPR110C,0.999874335727285
YHR086W,YLR298C,0.999394310692605
YKR060W,YNL110C,0.53606884449893
YFR052W,YNL103W,0.838787018252074
YBR023C,YLL039C,0.784767882955442
Q0085,YML081C-A,0.53606884449893
YHL033C,YHR141C,0.836115707810694
YJL151C,YML097C,0.682167453566882
YBL034C,YBR198C,0.669323604690042
YDR146C,YNL189W,0.525804493017608
YKL189W,YLR423C,0.682167453566882
YMR186W,YNR031C,0.755303966473255
YBR106W,YEL017C-A,0.644280204587298
YHR030C,YPL049C,0.824118856508057
YDR011W,YPL265W,0.703072689507346
YBL072C,YOR078W,0.669323604690042
YHR183W,YPL126W,0.852119274942154
YER092W,YFL039C,0.54847104749512
YDR510W,YKR025W,0.900147115238577
YDL084W,YHR167W,0.997925434970889
YBL074C,YGR074W,0.790521651322224
YGR240C,YLR212C,0.873774047657518
YHR020W,YNL313C,0.584984984984985
YKR060W,YMR128W,0.859922722080967
YDL081C,YLR340W,0.99877744564236
YGR074W,YMR240C,0.836115707810694
YOR361C,YPR152C,0.53606884449893
YNL135C,YOR319W,0.721967550772767
YDL225W,YER066C-A,0.681244246469874
YGR234W,YLR304C,0.54847104749512
YCR088W,YNL138W,0.999981708462965
YAL038W,YJL039C,0.53606884449893
YBR279W,YIL035C,0.921706009057121
YKL016C,YNL124W,0.584984984984985
YLR336C,YPR137W,0.703072689507346
YER110C,YKL049C,0.53606884449893
YLR448W,YPL090C,0.921706009057121
YML065W,YPR120C,0.668996170442038
YGL172W,YJL039C,0.53606884449893
YDL074C,YEL043W,0.786182747552049
YFR052W,YOR157C,0.660028449502134
YDR043C,YHL027W,0.660028449502134
YFL039C,YFR004W,0.784767882955442
YER126C,YHR197W,0.99973261602801
YDR414C,YDR503C,0.501079807013215
YIR010W,YMR236W,0.53606884449893
YGL103W,YGR034W,0.957795592557016
YHR007C,YML012W,0.788296958861137
YBR161W,YEL042W,0.501079807013215
YER165W,YML117W,0.836115707810694
YBR065C,YLL036C,0.999567842513885
YEL037C,YJR052W,0.660028449502134
YMR080C,YNL118C,0.703072689507346
YJL061W,YLR423C,0.895860943411288
YDR479C,YLR082C,0.703072689507346
YHR191C,YOL094C,0.988357493904406
YOL075C,YPL233W,0.584984984984985
YLL036C,YOR148C,0.669323604690042
YML042W,YPL240C,0.610333975634579
YGL112C,YML114C,0.995031435749309
YDL108W,YNL222W,0.660028449502134
YDR233C,YLR166C,0.53606884449893
YJR075W,YPL050C,0.999993092103243
YDL030W,YPL151C,0.921706009057121
YCR038C,YLR293C,0.945283699033493
YDR192C,YGL172W,0.584984984984985
YER163C,YLL039C,0.53606884449893
YCL037C,YKR081C,0.53606884449893
YBR080C,YLL039C,0.53606884449893
YLL026W,YOL094C,0.852119274942154
YDR279W,YIR010W,0.53606884449893
YDL116W,YNL189W,0.53606884449893
YDL212W,YKL212W,0.525943141173112
YLL024C,YPL167C,0.890653121584812
YLR135W,YOL034W,0.884419344852077
YEL054C,YOL148C,0.764303653422268
YDR121W,YGL133W,0.974151613170011
YBR031W,YIL018W,0.921706009057121
YOR227W,YPR152C,0.53606884449893
YBR060C,YGR103W,0.838787018252074
YGL206C,YGR241C,0.903060320942375
YAL011W,YDR190C,0.963350491854517
YBR273C,YDL190C,0.682167453566882
YDL025C,YMR205C,0.525804493017608
YAL005C,YMR066W,0.890653121584812
YNL209W,YPL009C,0.890653121584812
YGR266W,YOR181W,0.53606884449893
YCR077C,YLR438C-A,0.997437575930137
YGR192C,YJL039C,0.667047013899172
YER125W,YOR056C,0.579810484329307
YJR041C,YPL131W,0.660028449502134
YKR081C,YLL039C,0.53606884449893
YLR367W,YPL012W,0.54847104749512
YDR510W,YOR028C,0.53606884449893
YEL034W,YMR012W,0.53606884449893
YGL076C,YNL112W,0.54847104749512
YLL045C,YPL220W,0.921706009057121
YDR211W,YGR252W,0.669323604690042
YLR015W,YPL138C,0.999975966107062
YDL029W,YIL062C,0.999999886622425
YGL014W,YOL040C,0.836115707810694
YMR104C,YOL139C,0.852119274942154
YDR496C,YLL034C,0.859922722080967
YDL014W,YMR128W,0.957795592557016
YIL131C,YJL197W,0.852119274942154
YHR148W,YOR145C,0.859922722080967
YLR335W,YMR047C,0.918320081280172
YBR239C,YFR024C-A,0.886707817860636
YDR328C,YMR258C,0.999982204510601
YFR004W,YKL080W,0.53606884449893
YHR027C,YJL111W,0.53606884449893
YML063W,YNL207W,0.666596583506054
YIL022W,YPR152C,0.53606884449893
YFR011C,YGR235C,0.975123330903116
YDR171W,YNL085W,0.883188127491561
YDL181W,YGR089W,0.786182747552049
YDR501W,YER036C,0.703072689507346
YKR099W,YLR438C-A,0.684036878315825
YDR339C,YGL006W,0.852119274942154
YFL002C,YKL122C,0.53606884449893
YBL085W,YOL156W,0.635228910294981
YBR081C,YFR019W,0.669323604690042
YKL014C,YOR063W,0.714709002076928
YDL229W,YMR259C,0.890653121584812
YHR072W-A,YPL208W,0.682167453566882
YEL036C,YFL048C,0.630229419703104
YDR365C,YLR075W,0.53606884449893
YER102W,YMR242C,0.54847104749512
YLR208W,YPR181C,0.993630992510924
YBL021C,YDL185W,0.852119274942154
YHR200W,YJL026W,0.53606884449893
YER133W,YHR158C,0.984412631648578
YGL221C,YNL189W,0.870794207942792
YER178W,YGL137W,0.721967550772767
YCL011C,YMR230W,0.54847104749512
YJL020C,YMR162C,0.576965202814132
YKL029C,YMR012W,0.836115707810694
YDR227W,YMR219W,0.91356211461538706
YBL085W,YFR034C,0.635228910294981
YMR125W,YPL082C,0.864787626523093
YEL054C,YKR084C,0.762979683972912
YBR194W,YLL036C,0.669323604690042
YJR017C,YLR027C,0.579810484329307
YER125W,YPR139C,0.579810484329307
YDR386W,YKL022C,0.852119274942154
YGL003C,YLR102C,0.53606884449893
YLL039C,YML005W,0.53606884449893
YGR111W,YHR135C,0.721967550772767
YCL047C,YGR040W,0.838787018252074
YGR220C,YML025C,0.986229563344419
YAL005C,YJL084C,0.890653121584812
YDR299W,YLR197W,0.54847104749512
YIL018W,YLR276C,0.54847104749512
YBL058W,YLL039C,0.784767882955442
YJR006W,YJR043C,0.999911742887026
YDR448W,YKL081W,0.764303653422268
YGL120C,YJL190C,0.836115707810694
YGR255C,YOL096C,0.630229419703104
YJL090C,YNL262W,0.815660413330478
YER006W,YGL147C,0.54847104749512
YDR453C,YNL189W,0.67234615284868
YDR328C,YKR059W,0.53606884449893
YER019C-A,YER087C-B,0.76940133037694
YFR034C,YLR344W,0.669323604690042
YCL027W,YPL242C,0.605663741840526
YBR247C,YOR310C,0.764303653422268
YLL045C,YLR002C,0.836115707810694
YJL061W,YMR308C,0.53606884449893
YNR051C,YPL012W,0.753242918792004
YDR477W,YLR003C,0.525804493017608
YDL140C,YOL145C,0.660028449502134
YDL140C,YHR041C,0.525804493017608
YBL072C,YDL083C,0.921706009057121
YBL087C,YGL111W,0.836115707810694
YBL004W,YOR204W,0.54847104749512
YCR038C,YIL140W,0.91544324026368
YDR258C,YGL043W,0.890653121584812
YHR156C,YHR165C,0.994661548023931
YDR041W,YNL137C,0.957795592557016
YBL003C,YML112W,0.660028449502134
YBR142W,YLR398C,0.861356321701401
YNL248C,YOR310C,0.909758988490602
YBL074C,YLR275W,0.836115707810694
YDR159W,YML103C,0.53606884449893
YLR449W,YPR169W,0.790521651322224
YDR404C,YJL014W,0.53606884449893
YBL027W,YJR123W,0.889168054734813
YBR251W,YKL155C,0.9974764049694
YDL150W,YER148W,0.53606884449893
YDR238C,YML067C,0.786901928203896
YGL254W,YLL039C,0.53606884449893
YBR121C,YHR027C,0.53606884449893
YBL092W,YIR010W,0.53606884449893
YAL034W-A,YDR254W,0.660028449502134
YGL120C,YPR101W,0.836115707810694
YIL035C,YOR123C,0.859922722080967
YGR270W,YNL031C,0.679100454326571
YCL044C,YMR115W,0.660028449502134
YCL025C,YJL117W,0.644280204587298
YDL226C,YPR183W,0.67234615284868
YGL120C,YMR093W,0.53606884449893
YBR127C,YKL080W,0.971175843289377
YGR180C,YLR437C,0.775138621157712
YHR052W,YNL182C,0.836115707810694
YAL032C,YER029C,0.53606884449893
YJL057C,YLR315W,0.525804493017608
YPL064C,YPL213W,0.53606884449893
YDR192C,YFR002W,0.53606884449893
YGR048W,YKR002W,0.815660413330478
YGR085C,YLR367W,0.836115707810694
YBR135W,YKL022C,0.660028449502134
YDR079C-A,YPR132W,0.53606884449893
YEL009C,YER022W,0.884419344852077
YGR274C,YPL128C,0.824118856508057
YBR055C,YBR121C,0.721967550772767
YBL023C,YBR202W,0.997730262339917
YOR155C,YPL070W,0.67234615284868
YDL220C,YEL030W,0.721967550772767
YMR180C,YNL154C,0.786182747552049
YDR460W,YPR056W,0.997149542279706
YBR109C,YHR028C,0.525804493017608
YJR159W,YMR308C,0.786182747552049
YDR308C,YPL248C,0.773954399820774
YCR012W,YMR186W,0.689582542004285
YDR060W,YPL093W,0.859922722080967
YHR027C,YJR072C,0.53606884449893
YOL086C,YOR117W,0.53606884449893
YGR124W,YOR117W,0.53606884449893
YAL035W,YDR418W,0.859922722080967
YGL207W,YPR019W,0.53606884449893
YBL075C,YNL124W,0.53606884449893
YJR002W,YNL075W,0.999026246734843
YIL105C,YNL255C,0.53606884449893
YAL040C,YJR132W,0.605663741840526
YBR039W,YDL047W,0.721967550772767
YCR008W,YDL177C,0.525804493017608
YIL107C,YML065W,0.53606884449893
YJL187C,YMR304W,0.852119274942154
YBL007C,YPR048W,0.576965202814132
YKL196C,YNL258C,0.889168054734813
YER171W,YFR009W,0.824118856508057
YGR021W,YKL139W,0.525804493017608
YBL017C,YDL113C,0.553422680851517
YLL013C,YLL039C,0.784767882955442
YGR229C,YMR116C,0.797954109819716
YGR235C,YNL100W,0.975123330903116
YHR165C,YMR240C,0.921706009057121
YHL033C,YOR096W,0.836115707810694
YBR009C,YMR127C,0.918694859760326
YDR238C,YFR051C,0.997640741898647
YDR228C,YDR448W,0.846340558019861
YBR009C,YPR152C,0.53606884449893
YKL195W,YOR317W,0.584984984984985
YDL043C,YMR304W,0.852119274942154
YFR004W,YKR018C,0.53606884449893
YGR252W,YPR008W,0.669323604690042
YBR065C,YER013W,0.53606884449893
YER133W,YKL193C,0.999999999923953
