From	To
P19544	hsa:7490
P55072	hsa:7415
O88777	rno:81751
Q9NV70	hsa:55763
P26786	sce:YOR096W
Q32BD3	sdy:SDY_3381
Q66HA7	rno:361391
P18910	rno:24603
Q99759	hsa:4215
P55258	mmu:17274
Q6GG06	sar:SAR1779
O75192	hsa:8800
P04406	hsa:2597
P84103	hsa:6428
P0CX55	sce:YDR450W
P0CX55	sce:YML026C
P0AG20	ecj:JW2755
P0AG20	eco:b2784
P43626	hsa:3802
Q06547	hsa:2553
P21803	mmu:14183
P68400	hsa:1457
Q9KTK0	vch:VC_0902
Q9VPQ6	dme:Dmel_CG2762
P25916	mmu:12151
P61019	hsa:5862
Q13133	hsa:10062
P08069	hsa:3480
P0AC30	ecj:JW3427
P0AC30	eco:b3462
P05783	hsa:3875
Q8L500	ath:AT2G46790
P14921	hsa:2113
O60583	hsa:905
Q9UC63	hsa:2266
P97287	mmu:17210
Q8DIN8	tel:tsr1543
P09471	hsa:2775
P00813	hsa:100
Q91XD2	mmu:225341
Q02326	sce:YML073C
P63279	hsa:7329
P62158	hsa:801
P62158	hsa:805
P62158	hsa:808
P17918	mmu:18538
Q01279	mmu:13649
C6DPV1	mtb:TBMG_01870
Q96CV9	hsa:10133
Q9NZD4	hsa:51327
Q14526	hsa:3090
O75419	hsa:8318
Q9D0C1	mmu:67845
Q9NY72	hsa:55800
Q07352	hsa:677
P40302	sce:YMR314W
Q13705	hsa:93
Q5SLQ0	ttj:TTHA0243
P62879	hsa:2783
O14198	spo:SPAC5D6.05
P48540	mmu:14573
P13621	bta:281640
Q9A2T0	ccr:CC_3476
P34162	sce:YHR041C
P28360	hsa:4487
Q9WU42	mmu:20602
P20942	rno:25343
C1AF05	mbt:JTY_2553
Q5SKZ7	ttj:TTHA0496
P08133	hsa:309
Q9QXX8	mmu:27275
P50591	hsa:8743
Q3LRD4	cge:100689070
Q9L9I0	stm:STM4172
Q7TPV4	mmu:18432
P49799	rno:29480
Q86T24	hsa:10009
Q9N0Y0	mcc:574134
Q16570	hsa:2532
P62799	xla:108703479
P62799	xla:108703798
P62799	xla:108703799
P62799	xla:108703833
P62799	xla:108704306
P62799	xla:108705162
P62799	xla:108705878
P62799	xla:108717647
P62799	xla:108717648
P62799	xla:447787
Q0WR83	ath:AT1G61520
O15105	hsa:4092
P30658	mmu:12416
Q9JKM7	mmu:58222
O75175	hsa:4849
Q6I6G8	mmu:329152
P34925	hsa:6259
P00428	bta:287012
P26955	mmu:12983
P57730	hsa:59082
Q92843	hsa:599
P0C605	mmu:19091
Q12942	hsa:2553
Q9HBI1	hsa:29780
O00244	hsa:475
Q15466	hsa:8431
O35253	mmu:17131
P16054	mmu:18754
P04229	hsa:3123
P02545	hsa:4000
Q5ZLR5	gga:415752
P01135	hsa:7039
P62826	hsa:5901
P35240	hsa:4771
P53566	mmu:12606
Q04656	hsa:538
O60895	hsa:10266
O43426	hsa:8867
Q08117	hsa:166
P62331	mmu:11845
P63101	mmu:22631
Q5RAQ7	pon:100174448
Q96JB2	hsa:83548
Q9Y624	hsa:50848
Q9XJR1	vg:1262028
P55957	hsa:637
Q0T065	sfv:SFV_3250
Q99JI6	mmu:215449
Q92934	hsa:572
B2RWS6	mmu:328572
Q9BR65	hsa:3265
Q04759	hsa:5588
Q96EB6	hsa:23411
Q8UVW8	xla:399172
P04234	hsa:915
P51680	mmu:12773
Q9VTZ0	dme:Dmel_CG10686
P80054	ssc:407610
P60763	hsa:5881
Q9Y613	hsa:29109
P11655	sce:YNR026C
Q92769	hsa:3066
Q9Y6X2	hsa:10401
P29353	hsa:6464
P15205	rno:29456
P23582	hsa:4880
Q07326	hsa:5281
Q10570	hsa:29894
P17141	mmu:22696
Q8DIP0	tel:tsr1541
P08047	hsa:6667
P49717	mmu:17217
Q96I24	hsa:8939
P17157	sce:YPL031C
Q8W420	ath:AT2G18915
P49767	hsa:7424
Q8N423	hsa:10288
Q99N11	mmu:105352
Q07717	ssc:397033
P02753	hsa:5950
A1BBA0	pde:Pden_4733
P25801	mmu:16909
P05743	sce:YLR344W
P42773	hsa:1031
Q99814	hsa:2034
Q8WVV4	hsa:79983
Q9Z0G0	mmu:67903
P48011	spo:SPBC19C2.03
P35225	hsa:3596
P04628	hsa:7471
P61587	hsa:390
Q9UJ41	hsa:27342
Q5P5I2	eba:c1A62
B8YB59	sshi:J5U23_03191
Q8R4G0	mmu:80883
Q920R0	mmu:74018
P08553	mmu:18040
P06493	hsa:983
Q14790	hsa:841
P25490	hsa:7528
O95819	hsa:9448
P00130	bta:616109
Q92572	hsa:1176
Q8C129	mmu:240028
P10636	hsa:4137
Q9LVG4	ath:AT5G60100
Q9ESN9	mmu:30957
Q8BH43	mmu:242687
P17679	mmu:14460
B7UJB5	ecg:E2348C_0219
Q07699	hsa:6324
Q9VVI2	dme:Dmel_CG6311
P33442	sce:YLR441C
Q8WTW3	hsa:9382
Q8R0K9	mmu:104394
P23818	mmu:14799
P63330	mmu:19052
P61626	hsa:4069
Q62936	rno:58948
Q90681	gga:395817
P51167	xla:397811
Q15797	hsa:4086
P62492	mmu:53869
P01024	hsa:718
Q13671	hsa:9610
P0A8Q6	ecj:JW0865
P0A8Q6	eco:b0881
P49792	hsa:5903
Q03067	sce:YPL047W
Q9F1L5	tel:tll2409
Q62120	mmu:16452
P97454	mmu:17129
P13726	hsa:2152
P41155	mmu:16994
Q9ESU6	mmu:57261
O08582	mmu:14904
P19934	ecj:JW0729
P19934	eco:b0739
Q15554	hsa:7014
Q99547	hsa:10200
Q9WVH9	mmu:23876
P14097	mmu:20303
Q80US8	mmu:17121
P42229	hsa:6776
O14810	hsa:10815
Q9Y3M2	hsa:25776
P09225	mmu:16992
A3MN95	bmaz:BM44_1039
A3MN95	bmn:BMA10247_2202
P41220	hsa:5997
O60423	hsa:148229
P04038	bta:614700
P42285	hsa:23517
Q9BYM8	hsa:10616
Q8ZCP4	ype:YPO2930
Q8ZCP4	ypk:y1300
Q8ZCP4	ypm:YP_2525
D3GV49	elo:EC042_4623
P21448	cge:100682536
P49001	rno:29373
P29150	vg:956647
P24588	hsa:9495
P32379	sce:YGR253C
Q8N8S7	hsa:55740
P12978	vg:3783761
P35604	bta:281707
P34741	hsa:6383
P23230	cre:ChreCp002
P09056	mmu:16878
Q8CFN2	rno:64465
Q1R3Q1	eci:UTI89_C4605
Q9BZL6	hsa:25865
O14763	hsa:8795
Q14565	hsa:11144
Q9P0N9	hsa:107080638
Q9P0N9	hsa:51256
P36040	sce:YKL206C
Q9QZ85	mmu:60440
P37023	hsa:94
P15941	hsa:4582
Q9UK97	hsa:26268
Q95JH1	ssc:397063
P0AG74	ecj:JW0538
P0AG74	eco:b0550
P68919	ecj:JW2173
P68919	eco:b2185
Q13261	hsa:3601
P27815	hsa:5141
Q9UBB6	hsa:23154
P00126	bta:613899
P0CX45	sce:YFR031C-A
P0CX45	sce:YIL018W
A5JSJ9	hsa:9076
P0A403	tel:tsr0197
P01139	mmu:18049
Q548T0	mmu:20911
P78358	hsa:1485
P78358	hsa:246100
Q64289	rno:29458
Q9JMB0	mmu:56278
P51965	hsa:7324
Q9Z0Y9	mmu:22259
A4IFA9	bta:540009
P87262	sce:YER056C-A
Q57KN7	sec:SCH_2819
P07949	hsa:5979
A1E347	rno:24627
Q3UMR0	mmu:245886
Q9WVJ9	mmu:58859
P05132	mmu:18747
O08838	rno:60668
P62310	hsa:27258
Q61198	mmu:16634
Q61198	mmu:16640
Q92793	hsa:1387
Q9Y4Y9	hsa:23658
Q16254	hsa:1874
P0A6L4	ecj:JW3194
P0A6L4	eco:b3225
Q13643	hsa:2275
P10999	xla:397910
P24786	ssc:397511
P0AD68	ecj:JW0082
P0AD68	eco:b0084
P76077	ecj:JW1383
P76077	eco:b1388
Q62424	mmu:15398
Q14696	hsa:23184
P10855	mmu:20302
P35523	hsa:1180
Q63666	rno:25624
P05943	rno:81778
P35213	rno:56011
P0A407	tel:tlr0732
Q9Z2U0	mmu:26444
Q8K094	mmu:52118
A5WP84	mtf:TBFG_12142
Q7JWH5	dme:Dmel_CG8998
Q9UM73	hsa:238
Q01668	hsa:776
Q61559	mmu:14132
P23510	hsa:7292
Q13489	hsa:330
P09132	hsa:6728
P08067	sce:YEL024W
P05161	hsa:9636
Q32NU6	xla:380564
P61769	hsa:567
Q9F1M3	tel:tlr1530
Q92399	spo:SPBC14C8.12
P80385	rno:25520
P27601	mmu:14674
B5WZR5	vg:6965668
P49185	rno:116554
Q24117	dme:Dmel_CG6998
P03485	vg:956527
P08476	hsa:3624
Q8DJZ6	tel:tsr1074
P59087	tel:tsr1544
P0ABG4	ecj:JW0087
P0ABG4	eco:b0089
P29460	hsa:3593
P07766	hsa:916
Q969S8	hsa:83933
Q9BXW9	hsa:2177
Q3ZBG0	bta:505050
P11084	ocu:100009163
Q8WXD5	hsa:79833
Q13363	hsa:1487
P97879	rno:84016
Q9EP53	mmu:64930
Q6QLM7	rno:314906
Q8DIN9	tel:tsr1542
Q9UDV6	hsa:7988
Q9NQX6	hsa:55422
P35226	hsa:100532731
P35226	hsa:648
Q70SY1	hsa:64764
P21242	sce:YOR362C
Q99278	sce:YMR112C
B8YB64	sshi:J5U23_02993
P13213	bta:282077
P13765	hsa:3112
P47709	rno:171039
P42224	hsa:6772
Q8CGY6	mmu:217012
P46414	mmu:12576
P43488	mmu:22164
P01346	rno:24483
P38634	sce:YLR079W
P0C0U1	vg:3802042
P19940	bsu:BSU15330
Q9QZJ6	mmu:50530
Q00731	mmu:22339
P06730	hsa:1977
Q980R2	sso:SSO0225
Q980U8	sso:SSO0179
P70452	mmu:20909
P08752	mmu:14678
P28749	hsa:5933
O43929	hsa:5000
Q08493	hsa:5143
Q08473	dme:Dmel_CG16901
P0A427	tel:tsr2405
P02778	hsa:3627
P20963	hsa:919
Q9UCC8	hsa:351
O04663	ath:AT5G35620
Q7LDG7	hsa:10235
Q924H2	mmu:94112
P78347	hsa:2969
Q99733	hsa:4676
P61048	ana:asl4263
Q15370	hsa:6923
Q5TA45	hsa:54973
P48730	hsa:1453
P47708	mmu:19894
O14746	hsa:7015
P07151	rno:24223
P15531	hsa:4830
O70435	mmu:19167
P40702	stm:STM2887
P26038	hsa:4478
Q15311	hsa:10928
P50462	mmu:13009
P25100	hsa:146
P40348	sce:YJR068W
Q9K4U1	vcq:EN18_08490
Q9K4U1	vcx:VAA049_2719
Q9K4U1	vcz:VAB027_1715
P07196	hsa:4747
P0A7R1	ecj:JW4161
P0A7R1	eco:b4203
P31016	rno:29495
Q13291	hsa:6504
P07471	bta:282200
P39060	hsa:80781
Q96RE7	hsa:112939
P0AEK2	ecj:JW1079
P0AEK2	eco:b1093
B7ZLY4	hsa:2323
P62877	hsa:9978
Q9GZX6	hsa:50616
O60896	hsa:10268
P06611	ecj:JW1699
P06611	eco:b1709
Q12690	sce:YDL082W
Q6Y5D8	mmu:78514
Q66T02	mmu:269608
P37231	hsa:5468
P08670	hsa:7431
P05627	mmu:16476
Q63210	rno:81663
P0CX86	sce:YDL133C-A
P0CX86	sce:YDL184C
Q9NQT5	hsa:51010
O60716	hsa:1500
P67930	oas:443329
Q9LZP8	ath:AT3G62420
P30656	sce:YPR103W
O75360	hsa:5626
P0A8Q3	ecj:JW4112
P0A8Q3	eco:b4151
Q15583	hsa:7050
B7LSM5	efe:EFER_1796
P10809	hsa:3329
P62871	bta:281201
P40933	hsa:3600
P51449	hsa:6097
O54880	rno:171123
P15499	mmu:19133
P39447	mmu:21872
P58192	sso:SSO0223
Q16531	hsa:1642
P12931	hsa:6714
O26057	hpy:HP_1529
Q9UHX1	hsa:22827
Q96ST3	hsa:25942
Q6TDP3	mmu:231003
P00163	sce:Q0105
P02299	dme:Dmel_CG31613
P02299	dme:Dmel_CG33803
P02299	dme:Dmel_CG33806
P02299	dme:Dmel_CG33809
P02299	dme:Dmel_CG33812
P02299	dme:Dmel_CG33815
P02299	dme:Dmel_CG33818
P02299	dme:Dmel_CG33821
P02299	dme:Dmel_CG33824
P02299	dme:Dmel_CG33827
P02299	dme:Dmel_CG33830
P02299	dme:Dmel_CG33833
P02299	dme:Dmel_CG33836
P02299	dme:Dmel_CG33839
P02299	dme:Dmel_CG33842
P02299	dme:Dmel_CG33845
P02299	dme:Dmel_CG33848
P02299	dme:Dmel_CG33851
P02299	dme:Dmel_CG33854
P02299	dme:Dmel_CG33857
P02299	dme:Dmel_CG33860
P02299	dme:Dmel_CG33863
P02299	dme:Dmel_CG33866
Q9ULX6	hsa:26993
Q2TBP0	bta:511207
Q55781	syn:ssr0330
P0A6A8	ecj:JW1080
P0A6A8	eco:b1094
P27699	mmu:12916
P00639	bta:282217
P23827	ecj:JW2197
P23827	eco:b2209
P23511	hsa:4800
Q01814	hsa:491
P0CX82	sce:YBL027W
P0CX82	sce:YBR084C-A
Q96CA5	hsa:79444
P07251	sce:YBL099W
Q61205	mmu:18476
Q3UES3	mmu:74493
O75190	hsa:10049
P06136	ecj:JW0091
P06136	eco:b0093
P27361	hsa:5595
P49765	hsa:7423
P05771	hsa:5579
Q14653	hsa:3661
Q980A3	sso:SSO0415
P05756	sce:YDR064W
P83876	hsa:10907
Q02248	mmu:12387
P14625	hsa:7184
P01112	hsa:3265
O14543	hsa:9021
P63104	hsa:7534
