From	To
P70339	mmu:14296
Q99650	hsa:9180
O60566	hsa:701
P07911	hsa:7369
Q42496	cre:CHLRE_12g546150v5
Q00471	cre:ChreCp008
P33991	hsa:4173
P05017	mmu:16000
Q61881	mmu:17220
Q1M168	rno:362826
Q9VZ23	dme:Dmel_CG1404
P29965	hsa:959
P14136	hsa:2670
Q8WWY3	hsa:26121
Q92831	hsa:8850
Q15173	hsa:5526
P13760	hsa:3123
Q9D8D0	mmu:72049
P17480	hsa:7343
Q9UJV9	hsa:51428
P35292	mmu:19329
P05744	sce:YPL143W
Q04307	sce:YDR045C
Q13936	hsa:775
O75446	hsa:8819
Q68DY1	hsa:199777
P25054	hsa:324
O35718	mmu:12702
Q9UKF6	hsa:51692
P27918	hsa:5199
P02533	hsa:3861
P48023	hsa:356
Q980R1	sso:SSO0227
Q980R1	sso:SSO3254
O88565	rno:100361891
O88565	rno:64633
P49674	hsa:102800317
P49674	hsa:1454
P11632	sce:YPR052C
P0A6S5	ecj:JW2718
P0A6S5	eco:b2748
Q9WTL8	mmu:11865
P54826	hsa:2619
P14151	hsa:6402
P55002	mmu:17150
P80370	hsa:8788
Q13526	hsa:5300
P63041	rno:64832
P12259	hsa:2153
Q9NYB0	hsa:54386
Q9D7W5	mmu:80509
Q8TDR0	hsa:26146
P37275	hsa:6935
Q9H2B2	hsa:6860
O13877	spo:SPAC1B3.12c
P70196	mmu:22034
Q56P03	hsa:55837
P54130	mmu:14180
P35968	hsa:3791
P22141	sce:YER012W
P37382	spo:SPCC1442.10c
O94906	hsa:24148
O14745	hsa:9368
P16086	rno:64159
P46662	mmu:18016
P40422	sce:YHR143W-A
Q9WTV5	rno:161475
P04979	bpe:BP3787
Q7Y3F1	vg:1489936
P42771	hsa:1029
Q02821	sce:YNL189W
Q9UBY5	hsa:23566
Q5JTD0	hsa:93643
P13271	bta:286885
Q8DJI1	tel:tsr1242
Q62132	mmu:19279
P06876	mmu:17863
P31786	mmu:13167
Q60972	mmu:19646
P70671	mmu:54131
P60842	hsa:1973
P35918	mmu:16542
P21917	hsa:1815
Q5JZY3	hsa:284656
P07550	hsa:154
Q32KL2	bta:534640
O75791	hsa:9402
P0A7J7	ecj:JW3946
P0A7J7	eco:b3983
Q08999	hsa:5934
Q9UJW3	hsa:29947
Q9UH92	hsa:6945
P49848	hsa:6878
O75638	hsa:30848
Q6PIZ9	hsa:50852
O60224	hsa:548313
O60224	hsa:6759
Q9HAV4	hsa:57510
O43186	hsa:1406
Q9UP83	hsa:10466
Q04491	sce:YLR208W
P15509	hsa:1438
Q9UKT4	hsa:26271
P02281	xla:446588
P97946	mmu:14205
Q9WUF4	rno:83730
P31800	bta:282393
P97471	mmu:17128
Q792Z7	mmu:14964
Q8N668	hsa:150684
P61088	hsa:7334
Q60953	mmu:18854
Q08024	mmu:12400
P0AEK7	ecj:JW1472
P0AEK7	eco:b1476
Q99459	hsa:988
P34021	dme:Dmel_CG1765
P21243	sce:YGL011C
P26715	hsa:3821
O55234	mmu:19173
P14753	mmu:13857
P16370	sce:YIL021W
O60673	hsa:5980
Q01081	hsa:102724594
Q01081	hsa:7307
P09874	hsa:142
P19784	hsa:1459
P04156	hsa:5621
D3GUH3	elo:EC042_1849
P03205	vg:3783745
Q07832	mmu:18817
Q9Y5X3	hsa:27131
Q6P2Q9	hsa:10594
O43559	hsa:10817
Q9UHR5	hsa:29115
P18576	rno:29508
P68370	rno:64158
O89100	mmu:17444
Q8IUC6	hsa:148022
Q9UBP5	hsa:23493
Q8AVZ3	xla:379745
Q61026	mmu:17978
P05106	hsa:3690
A6NIX2	hsa:126374
O15315	hsa:5890
P46934	hsa:4734
Q9JLG9	rno:59110
P50570	hsa:1785
Q9UHJ6	hsa:23729
P13619	bta:282701
Q92698	hsa:8438
Q07820	hsa:4170
P00698	gga:396218
P17560	ssc:396934
Q93096	hsa:7803
Q8CF89	mmu:66513
P70336	mmu:19878
Q15545	hsa:6879
Q9CQD1	mmu:271457
P23724	sce:YBL041W
Q9US45	spo:SPAC1002.15c
Q8NHL6	hsa:10859
P11474	hsa:2101
Q9WTW1	rno:171571
Q9LHE5	ath:AT3G20000
P04792	hsa:3315
Q9JHR9	mmu:60345
P62869	mmu:67673
Q6EMB2	hsa:23093
Q13232	hsa:4832
Q7Z651	hsa:8881
P07470	bta:338086
Q3T0Y5	bta:539141
Q53G59	hsa:59349
P01137	hsa:7040
Q969G9	hsa:85407
P28700	mmu:20181
O60814	hsa:85236
Q64343	mmu:11307
P04601	vg:156110
O43508	hsa:407977
O43508	hsa:8742
P0CX23	sce:YMR242C
P0CX23	sce:YOR312C
Q13158	hsa:8772
P02698	bta:281796
Q9Y2K7	hsa:22992
P42586	mmu:18088
O88346	mmu:21955
P28494	rno:25478
P07249	sce:YMR042W
Q8AZK7	vg:3783746
P05112	hsa:3565
Q8WU68	hsa:199746
Q9NTI2	hsa:51761
Q04863	mmu:19698
Q6YDN7	rno:366381
A5WP83	mtf:TBFG_12141
Q06609	hsa:5888
P38158	sce:YBR299W
Q6G8J7	sas:SAS1657
P60891	hsa:5631
Q8BP92	mmu:26611
Q61982	mmu:18131
P08238	hsa:3326
P01186	rno:24221
B8YB56	sshi:J5U23_00176
P69908	ecj:JW3485
P69908	eco:b3517
Q5SJ76	ttj:TTHA1138
P53622	sce:YDL145C
Q8VHK1	mmu:140721
O74825	spo:SPBC337.14
Q00526	hsa:1018
Q72AS4	dvu:DVU_1917
P92973	ath:AT2G46830
P21731	hsa:6915
P05747	sce:YFR032C-A
Q76N89	hsa:23072
P0A423	tel:tsl1567
P27986	hsa:5295
O75771	hsa:5892
P08956	ecj:JW4313
P08956	eco:b4350
Q58A65	mmu:70834
Q6J4Y8	gga:414144
P26450	mmu:18708
P04401	mmu:16191
P54645	rno:65248
P56524	hsa:9759
Q16143	hsa:6620
P14079	vg:1491938
Q4SPI3	tng:GSTEN00014816G001
Q9UI95	hsa:10459
P06753	hsa:7170
P55196	hsa:4301
P40424	hsa:5087
P78352	hsa:1742
P0A646	mtc:MT1376.1
P0A646	mtu:Rv1335
Q15942	hsa:7791
Q9KN57	vch:VC_A0108
Q71T67	vg:2777473
A7ZKI9	ecw:EcE24377A_1207
P03889	rno:26193
P68254	mmu:22630
Q8K0T0	mmu:104001
Q99576	hsa:1831
B2ZZS9	ola:100192344
Q8TCT9	hsa:81502
Q7X386	syf:Synpcc7942_2061
P08700	hsa:3562
P20436	sce:YOR224C
P63100	rno:29748
P63011	mmu:19339
P25856	ath:AT3G26650
Q76MZ3	mmu:51792
Q9VR21	dme:Dmel_CG15632
O60784	hsa:10043
Q56310	tma:TM0702
Q8C7W7	mmu:140917
O15379	hsa:8841
O75496	hsa:51053
P13285	vg:3783751
P13285	vg:3783760
P26321	sce:YPL131W
P56371	mmu:19341
P27705	sce:YGL035C
P19490	rno:50592
P04896	bta:281793
Q8DHJ2	tel:tsr1967
Q9Y297	hsa:8945
P32971	hsa:944
P51452	hsa:1845
B7MHL3	ecz:ECS88_0932
P56277	hsa:100272147
O14964	hsa:9146
Q9UKG1	hsa:26060
P50592	mmu:22035
P62880	mmu:14693
Q64701	mmu:19650
P30154	hsa:5519
Q8BN78	mmu:56805
P25446	mmu:14102
P62509	mmu:26381
Q06259	vg:2777474
Q02535	hsa:3399
P37455	bsu:BSU40900
Q15543	hsa:6884
O30144	afu:AF_0092
Q01147	mmu:12912
Q9ERP3	mmu:58522
P60228	hsa:3646
P27999	sce:YGL070C
O00512	hsa:607
Q92633	hsa:1902
P38701	sce:YHL015W
P04650	sce:YJL189W
O35516	mmu:18129
P37840	hsa:6622
O55131	mmu:235072
P62318	hsa:6634
P26784	sce:YIL133C
Q86UR1	hsa:10811
C5W716	ebd:ECBD_1382
C5W716	ebe:B21_02164
C5W716	ebl:ECD_02204
P03995	mmu:14580
Q9R1P1	mmu:26446
P10300	mmu:12526
Q9UPN9	hsa:51592
Q16512	hsa:5585
A7MB62	bta:538486
O45379	cel:CELE_F19H8.3
Q97W02	sso:SSO2448
Q99626	hsa:1045
Q8TAX0	hsa:130497
Q13507	hsa:7222
P31695	mmu:18132
P36894	hsa:657
Q8DGB4	tel:tlr2404
P01100	hsa:2353
P09729	vg:3077455
Q96IZ0	hsa:5074
O14786	hsa:8829
P49166	sce:YLR185W
P41240	hsa:1445
P01096	bta:327699
P10276	hsa:5914
Q16539	hsa:1432
P04351	mmu:16183
Q9TVM2	dme:Dmel_CG13387
P61586	hsa:387
P24394	hsa:3566
O95361	hsa:10626
Q13241	hsa:3824
P28652	mmu:12323
P10828	hsa:7068
P51677	hsa:1232
Q3T035	bta:506596
Q5ZIS0	gga:419793
P25443	sce:YGL123W
P0ABZ6	ecj:JW0052
P0ABZ6	eco:b0053
P38782	sce:YHR058C
P35221	hsa:1495
O15530	hsa:5170
Q00688	hsa:2287
P01899	mmu:14964
P82471	rno:81666
P00973	hsa:4938
Q10282	spo:SPBC32H8.07
Q9NPD3	hsa:54512
A5U2B8	mra:MRA_1425
P10619	hsa:5476
P32905	sce:YGR214W
P31949	hsa:6282
O00206	hsa:7099
Q9R1P3	mmu:26445
Q2EMV9	mmu:547253
P20917	mmu:17136
P22303	hsa:43
P51141	mmu:13542
Q86UW6	hsa:55728
P22289	sce:YGR183C
P04150	hsa:2908
P07910	hsa:3183
P48616	bta:280955
Q62600	rno:24600
Q9F1K9	tel:tsl0176
P21675	hsa:6872
Q9BQ52	hsa:60528
Q58DU5	bta:505176
O88618	rno:89833
Q5NH47	ftu:FTT_0624
O14776	hsa:10915
Q02040	hsa:8227
P26039	mmu:21894
P38251	sce:YBR087W
Q61146	mmu:18260
P05738	sce:YGL147C
P35368	hsa:147
P02458	hsa:1280
Q9NP68	hsa:7157
P27512	mmu:21939
Q38898	ath:AT4G22200
Q8NHR9	hsa:375189
Q96QF0	hsa:117177
Q13541	hsa:1978
Q9NPA0	hsa:56851
Q9NZM6	hsa:27039
O75531	hsa:8815
P97797	mmu:19261
Q9Y618	hsa:9612
Q8TBX8	hsa:79837
P38383	ttj:TTHA0249
Q9UXD9	ssoa:SULA_1833
Q9UXD9	ssof:SULC_1832
Q9UXD9	ssol:SULB_1834
P56658	bta:280712
Q04047	dme:Dmel_CG4211
P05630	bta:338081
Q9D8V0	mmu:14950
P18508	rno:29709
Q61206	mmu:18475
P17412	wsu:WS0831
Q04724	hsa:7088
P34087	sce:YDR404C
Q15418	hsa:6195
Q8VHZ5	mmu:73284
Q8VY16	ath:AT3G19180
O15116	hsa:27257
P08174	hsa:1604
Q99569	hsa:8502
P09207	gga:396427
P04608	vg:155871
Q9PM40	cje:Cj1635c
P0A9X4	ecj:JW3220
P0A9X4	eco:b3251
P35293	mmu:19330
Q8NEU8	hsa:55198
Q9CZB6	mmu:66213
P07900	hsa:3320
P09341	hsa:2919
Q8U160	pfu:PF1367
O35987	rno:83809
P39052	rno:25751
Q62414	mmu:18013
Q9JJZ9	mmu:30952
P23874	ecj:JW1500
P23874	eco:b1507
P41057	sce:YLR388W
P0C0W1	sce:YJL190C
Q01853	mmu:269523
Q9CQA5	mmu:67381
Q62227	mmu:23957
Q8DIF8	tel:tlr1631
Q62009	mmu:50706
Q9UBN7	hsa:10013
P64488	ecj:JW1786
P64488	eco:b1797
Q9Y6W8	hsa:29851
Q61635	mmu:15953
P48736	hsa:5294
P0A9A6	ecj:JW0093
P0A9A6	eco:b0095
O00268	hsa:6874
P31946	hsa:7529
P0CX25	sce:YJR094W-A
P0CX25	sce:YPR043W
P0AC25	ece:Z1250
P0AC25	ecs:ECs_0987
P27797	hsa:811
B7Z018	dme:Dmel_CG42373
P30464	hsa:3106
P00128	sce:YDR529C
P0CX29	sce:YGR118W
P0CX29	sce:YPR132W
O43395	hsa:9129
P0A401	tel:tlr2411
P29055	sce:YPR086W
P32972	mmu:21949
Q7TSA3	mmu:208154
P77499	ecj:JW1672
P77499	eco:b1682
P04003	hsa:722
O43353	hsa:8767
P02730	hsa:6521
P42226	hsa:6778
Q549X6	mmu:27359
P00426	bta:444878
Q60954	mmu:17268
P32494	sce:YDR176W
P0ABH0	ecj:JW0092
P0ABH0	eco:b0094
P19838	hsa:4790
Q7L590	hsa:55388
P67775	hsa:5515
Q99PI8	mmu:65079
O95149	hsa:10073
P36871	hsa:5236
Q9UM13	hsa:10393
O08675	mmu:14064
O60894	hsa:10267
P02609	gga:776775
Q86XR8	hsa:9702
P05532	mmu:16590
Q92990	hsa:11146
P12757	hsa:6498
P0ADV1	ecj:JW3167
P0ADV1	eco:b3200
P62801	gga:100858049
P62801	gga:100858319
P62801	gga:417946
P62801	gga:417950
P62801	gga:427884
P62801	gga:770005
P62801	gga:770142
O30916	stm:STM1091
Q13651	hsa:3587
Q9UBK2	hsa:10891
P02769	bta:280717
P01586	mmu:16187
Q9UKY1	hsa:11244
P69924	ecj:JW2229
P69924	eco:b2235
O35955	mmu:19171
Q99MA9	mmu:18096
Q14152	hsa:8661
Q5P5I0	eba:c1A65
P01108	mmu:17869
P29351	mmu:15170
P01731	mmu:12525
Q6Q547	sce:YHR072W-A
P60175	ptr:451799
P07384	hsa:823
Q9UKV8	hsa:27161
P63300	mmu:20364
P19483	bta:282578
Q9BQG0	hsa:10514
P08240	hsa:6734
Q9Z2U1	mmu:26442
Q16181	hsa:989
P00734	hsa:2147
A5U4K5	mra:MRA_2193
P04449	sce:YGL031C
P11802	hsa:1019
P40425	hsa:5089
Q39128	ath:AT5G46240
P05317	sce:YLR340W
P12962	sce:YOR276W
Q9WTL2	mmu:53868
P46060	hsa:5905
Q9BQA1	hsa:79084
P25043	sce:YOR157C
O14775	hsa:10681
P63170	rno:58945
O96011	hsa:8799
Q9P6Q0	spo:SPAC644.10
Q00960	rno:24410
B1XHJ8	ecd:ECDH10B_3402
Q9UBF6	hsa:9616
P62873	hsa:2782
Q61097	mmu:16706
Q63912	mmu:18377
Q31W77	sbo:SBO_3182
P99026	mmu:19172
P22087	hsa:2091
B8YB55	sshi:J5U23_00030
P36595	spo:SPCC1020.04c
P01237	rno:24683
P60981	hsa:11034
Q01728	rno:29715
Q13309	hsa:6502
P0C1H3	gga:100858607
P0C1H3	gga:417956
P0C1H3	gga:769973
P0C1H3	gga:770188
P0C1H3	gga:770267
Q9Y2V7	hsa:57511
P33175	mmu:16572
Q6Q8Q7	ag:AAA25999
O75410	hsa:6867
O35717	mmu:216233
Q9QUL6	rno:60355
Q16665	hsa:3091
P00746	hsa:1675
P33260	hsa:1562
P43358	hsa:4103
Q148J6	bta:539459
O95999	hsa:8915
Q9Y5C1	hsa:27329
B8YB63	sshi:J5U23_00180
P40486	sce:YIL104C
O60260	hsa:5071
Q9NQB7	hsa:6934
Q91V27	mmu:171531
Q92844	hsa:10010
Q9Y4Z0	hsa:25804
P15655	mmu:14173
Q15599	hsa:9351
P03211	vg:3783774
P62630	rno:171361
P47758	mmu:20818
P49722	mmu:19166
P00829	bta:327675
Q8VHK2	rno:140722
P22736	hsa:3164
P47224	hsa:5877
Q6P1X5	hsa:6873
Q13347	hsa:8668
Q78NN4	mmu:56470
O00499	hsa:274
P10909	hsa:1191
P12821	hsa:1636
P37108	hsa:6727
Q9Y6X1	hsa:27230
P62813	rno:29705
Q06643	hsa:4050
Q96QT6	hsa:57649
Q07731	rno:25453
P49815	hsa:7249
Q99728	hsa:580
P01344	hsa:3481
P18206	hsa:7414
P30882	mmu:20304
P35874	tma:TM0452
P0AFS3	ecj:JW1598
P0AFS3	eco:b1606
Q02257	mmu:16480
Q03141	mmu:17169
P25445	hsa:355
Q9WUD1	mmu:56424
P05759	sce:YLR167W
Q64092	mmu:209446
P0CX49	sce:YNL301C
P0CX49	sce:YOL120C
P53165	sce:YGL066W
P36888	hsa:2322
Q9TUM0	cdk:105103507
P05749	sce:YLR061W
Q8CBD1	mmu:268903
O08915	mmu:11632
O00459	hsa:5296
P84099	mmu:19921
Q07955	hsa:6426
P34932	hsa:3308
P63017	mmu:15481
P0CX41	sce:YBL087C
P0CX41	sce:YER117W
Q13873	hsa:659
O60936	hsa:8996
P08189	ecj:JW4281
P08189	eco:b4318
Q9QUM9	mmu:26443
Q9NV88	hsa:55756
Q9BV47	hsa:78986
P62805	hsa:121504
P62805	hsa:554313
P62805	hsa:8294
P62805	hsa:8359
P62805	hsa:8360
P62805	hsa:8361
P62805	hsa:8362
P62805	hsa:8363
P62805	hsa:8364
P62805	hsa:8365
P62805	hsa:8366
P62805	hsa:8367
P62805	hsa:8368
P62805	hsa:8370
P56546	mmu:13017
Q07343	hsa:5142
P55089	hsa:7349
P18848	hsa:468
P78396	hsa:8900
P33176	hsa:3799
P0ABJ3	ecj:JW0420
P0ABJ3	eco:b0430
P50369	cre:ChreCp068
O25025	hpy:HP_0242
P04626	hsa:2064
Q12962	hsa:6881
P54394	bsu:BSU22400
P26783	sce:YJR123W
Q42545	ath:AT5G55280
Q9JIF0	mmu:15469
Q16615	hsa:4582
P19366	ath:ArthCp029
Q56224	ttj:TTHA0092
P00430	bta:101902937
P00430	bta:101903567
P00430	bta:327718
Q15796	hsa:4087
Q97ZJ9	sso:SSO6768
Q9QUQ5	mmu:22066
P70365	mmu:17977
P60953	hsa:998
P38061	sce:YBL092W
P35452	hsa:3238
P62312	hsa:11157
Q8WUW1	hsa:55845
O43623	hsa:6591
O60832	hsa:1736
P13808	mmu:20535
P02679	hsa:2266
P05814	hsa:1447
Q3T108	bta:506203
Q8C180	mmu:327826
P17505	sce:YKL085W
Q9NR28	hsa:56616
P29590	hsa:5371
P05750	sce:YNL178W
Q92730	hsa:27289
O08599	mmu:20910
P00749	hsa:5328
P20700	hsa:4001
Q9WU82	rno:84353
P01023	hsa:2
Q9FIG9	ath:AT5G42480
P15498	hsa:7409
Q9UBB5	hsa:8932
Q63158	rno:25162
Q8N6C5	hsa:3547
B8YB61	sshi:J5U23_02568
Q6ZVM7	hsa:146691
Q8NW39	sam:MW1674
Q8TD07	hsa:135250
P21306	sce:YPL271W
P14784	hsa:3560
Q1KZF3	chx:102175876
P35396	mmu:19015
P10175	bta:615757
P17076	sce:YHL033C
Q96RL1	hsa:51720
Q5SHR6	ttj:TTHA1664
P23588	hsa:1975
A5U4D5	mra:MRA_2124
Q9H9E3	hsa:25839
P0CX84	sce:YDL136W
P0CX84	sce:YDL191W
P28328	hsa:5828
P22298	ssc:396886
P53762	mmu:11863
Q24468	dme:Dmel_CG7904
Q69DB9	xla:446260
P51679	hsa:1233
O43543	hsa:7516
Q16629	hsa:6432
Q6V7J5	mcc:712428
Q13905	hsa:2889
Q03137	mmu:13838
P17036	hsa:7551
P63162	hsa:6638
P63162	hsa:8926
P05748	sce:YLR029C
Q8TF62	hsa:79895
P70434	mmu:54123
P68699	ecj:JW3715
P68699	eco:b3737
P00742	hsa:2159
Q8DHA7	tel:tsl2052
Q7L099	hsa:22902
P51693	hsa:333
Q97QZ1	spn:SP_1051
Q6WKZ4	hsa:80223
B8YB58	sshi:J5U23_02661
P84022	hsa:4088
P02406	sce:YGL103W
Q7DFA3	tma:TM0014
Q7DFA3	tmw:THMA_0010
Q4MYJ2	tpv:TP03_0849
O60663	hsa:4010
P00751	hsa:629
Q08211	hsa:1660
P01161	rno:24602
O09061	mmu:19170
P24230	ecj:JW3627
P24230	eco:b3652
O35988	mmu:20971
P49167	sce:YLR325C
P25963	hsa:4792
A1KKF3	mbb:BCG_2127c
Q9WUD9	rno:83805
P02077	chx:102175876
P02540	ssc:396725
Q69UI1	osa:4344524
Q9N3C8	cel:CELE_Y54E10BR.2
Q3ZCK9	bta:510423
Q80YQ2	mmu:70208
P60880	hsa:6616
Q3MHR7	bta:540838
C6TEX2	gmx:100808379
Q15029	hsa:9343
Q8CJ26	mmu:67169
P31947	hsa:2810
Q3MIR4	hsa:161291
P48415	sce:YPL085W
P35241	hsa:5962
Q13485	hsa:4089
P03372	hsa:2099
Q9BYX4	hsa:64135
O75674	hsa:10040
P13272	bta:287020
Q99708	hsa:5932
Q5VSY0	hsa:80318
Q38BM8	tbr:Tb10.70.3660
Q06481	hsa:334
P41273	hsa:8744
Q9CZA6	mmu:67203
P60881	rno:25012
P60422	ecj:JW3279
P60422	eco:b3317
P21836	mmu:11423
P63059	rno:81812
Q9Y2D8	hsa:117178
P60042	rno:24797
P0AEN4	ecj:JW0081
P0AEN4	eco:b0083
Q96RJ3	hsa:115650
P39938	sce:YGL189C
O14640	hsa:1855
Q99717	hsa:4090
Q8BN74	mmu:17978
Q5SNZ0	mmu:108686
B8YB65	sshi:J5U23_03039
O43290	hsa:9092
P54256	rno:29430
Q04206	hsa:5970
P28063	mmu:16913
O00212	hsa:29984
P13010	hsa:7520
P04456	sce:YOL127W
Q9S036	bbu:BB_N38
P39429	mmu:22030
O00167	hsa:2139
Q9SYV0	sly:543848
A5A6J1	ptr:451875
P00129	bta:616871
Q96Q05	hsa:83696
Q02870	dme:Dmel_CG8019
P02605	gga:396470
Q8CM25	tel:tlr0455
Q8CM25	tel:tlr1630
P21611	gga:414830
O43823	hsa:10270
Q99P72	mmu:68585
Q325C6	sbo:SBO_0370
P03966	mmu:18109
P62157	bta:100297344
P62157	bta:520277
P62157	bta:617095
Q64329	mmu:16634
Q64329	mmu:16640
P07552	bta:281570
O70622	mmu:20167
P17948	hsa:2321
Q92731	hsa:2100
P0AEX9	ecj:JW3994
P0AEX9	eco:b4034
Q9R0Q1	mmu:27359
P83436	hsa:91949
P10515	hsa:1737
P49597	ath:AT4G26080
Q13642	hsa:2273
Q8R0L9	mmu:101206
P32970	hsa:970
O95988	hsa:9623
P58246	ana:asr1366
P53011	sce:YGL100W
Q62915	rno:29647
P09529	hsa:3625
P01130	hsa:3949
P28076	mmu:16912
Q60770	mmu:20912
P04233	hsa:972
Q56218	ttj:TTHA0085
P09917	hsa:240
P00772	ssc:396766
P0CG68	ssc:396966
Q9PIM2	cje:Cj0273
Q56221	ttj:TTHA0088
O70355	mmu:547431
P00918	hsa:760
Q6Y2X3	hsa:85406
B8YK79	gga:396218
Q58CQ2	bta:326600
Q39255	ath:AT1G75950
B8YB53	sshi:J5U23_00031
P05632	bta:617230
Q71U36	hsa:7846
P84098	hsa:6143
P60568	hsa:3558
P21237	mmu:12064
P16157	hsa:286
O33244	mtc:MT2169
O33244	mtu:Rv2109c
Q16763	hsa:27338
Q53GS9	hsa:10713
P0AEI6	ecj:JW1120
P0AEI6	eco:b1134
P53994	mmu:59021
Q9LMA8	ath:AT1G19180
P24941	hsa:1017
Q9R1P0	mmu:26441
Q14186	hsa:7027
P31749	hsa:207
Q8U029	pfu:PF1791
P0A4Z6	mtc:MT2612
P0A4Z6	mtu:Rv2537c
P49459	hsa:7319
P0ABZ9	sfl:SF0050
P0ABZ9	sfx:S0052
Q03405	hsa:5329
Q9S831	ath:AT4G28750
Q9Y2Q3	hsa:373156
P35638	hsa:1649
P0A429	tel:tsr2412
O43542	hsa:7517
P97465	mmu:13448
A5U0C2	mra:MRA_0744
Q949M3	bna:106401718
P32876	bta:338053
P26951	hsa:3563
Q965M2	cel:CELE_T21D12.9
O43172	hsa:9128
P60484	hsa:5728
Q980K0	sso:SSO5577
Q02357	mmu:11733
Q980Q9	sso:SSO5468
Q1JU68	rno:292148
Q13868	hsa:23404
P37028	ecj:JW0154
P37028	eco:b0158
Q783R1	vg:920172
Q9Y5X1	hsa:51429
Q9Y2Q0	hsa:10396
P0A444	tel:tlr1843
Q9WVB9	rno:83721
Q01130	hsa:6427
O82533	ath:AT2G36250
Q66H76	rno:360820
Q08603	rno:25533
Q9QVP9	mmu:19229
P15018	hsa:3976
P01888	bta:280729
P01888	bta:783680
P0CX33	sce:YLR287C-A
P0CX33	sce:YOR182C
Q3MHN0	bta:510069
O95405	hsa:9372
P30305	hsa:994
P98066	hsa:7130
Q62768	rno:64829
P17706	hsa:5771
P51812	hsa:6197
P27548	mmu:21947
P28069	hsa:5449
Q328H0	sdy:SDY_4398
Q9UKW4	hsa:10451
P09803	mmu:12550
P28630	ecj:JW0635
P28630	eco:b0640
Q5Y7E9	hsa:3123
Q9WX78	tth:TT_C0164
Q5M9N9	mmu:21672
Q8NHW3	hsa:389692
Q980Z8	sso:SSO5140
Q92913	hsa:2258
Q66100	vg:935438
P15153	hsa:5880
Q6FHM7	hsa:3725
Q15596	hsa:10499
Q9XJR6	vg:1262044
P0A0L3	sav:SAV2009
P27487	hsa:1803
Q14686	hsa:23054
P0CL52	stm:STM2882
Q99K43	mmu:233406
A5GZW8	ssc:100048954
Q13571	hsa:7805
Q04771	hsa:90
O00401	hsa:8976
Q8WVB6	hsa:63922
Q5SLI2	ttj:TTHA0311
Q9NQB0	hsa:6934
O50603	sams:NI36_07385
O50603	sams:NI36_07720
Q9JK37	mmu:59011
Q7Y265	vg:1494362
P51531	hsa:6595
Q6NSJ8	hsa:1439
P05712	rno:65158
Q9Y620	hsa:25788
P23639	sce:YML092C
Q9H2S9	hsa:64375
Q8X655	ecs:ECs_3030
Q24311	dme:Dmel_CG1877
Q7L3B6	hsa:55664
P08525	sce:YJL166W
Q9TV98	ecb:791249
P32927	hsa:1439
Q6ZVN8	hsa:148738
Q8WU20	hsa:10818
A5U5N6	mra:MRA_2565
P11021	hsa:3309
P13569	hsa:1080
Q12873	hsa:1107
P07321	mmu:13856
P28574	mmu:17187
P09951	rno:24949
P00423	bta:281090
P61073	hsa:7852
Q96EV8	hsa:84062
P30117	vg:3783712
P35609	hsa:88
P13861	hsa:5576
P20338	hsa:5867
P10166	mmu:16918
P02765	hsa:197
Q15329	hsa:1875
Q9BQ87	hsa:90665
P07204	hsa:7056
Q9UKL1	hsa:387522
Q9UKL1	hsa:7335
P23299	mmu:16509
P35570	rno:25467
P04840	sce:YNL055C
Q6NXU4	hsa:8350
Q6NXU4	hsa:8351
Q6NXU4	hsa:8352
Q6NXU4	hsa:8353
Q6NXU4	hsa:8354
Q6NXU4	hsa:8355
Q6NXU4	hsa:8356
Q6NXU4	hsa:8357
Q6NXU4	hsa:8358
Q6NXU4	hsa:8968
P47825	dme:Dmel_CG5444
P16520	hsa:2784
P49207	hsa:6164
P03973	hsa:6590
Q8K430	rno:246757
P48589	sce:YOR369C
Q91X41	mmu:22259
Q6PER3	mmu:100732
P11505	rno:29598
P38011	sce:YMR116C
O34580	bsu:BSU06610
Q155Q3	hsa:85458
Q6PKM7	hsa:775
P62995	hsa:6434
Q9UIL1	hsa:60592
Q8WYQ5	hsa:54487
P00757	mmu:18048
P30533	hsa:4043
P19636	ecj:JW2433
P19636	eco:b2440
Q00460	ag:AAA26003
P12645	hsa:651
P21707	rno:25716
P04049	hsa:5894
Q9Y333	hsa:57819
P43583	sce:YFL007W
Q8K1E0	mmu:56389
Q9Y6Q1	hsa:827
Q9P1Z0	hsa:57659
P05504	rno:26197
Q6NXK8	mmu:11419
P78364	hsa:1911
P61027	mmu:19325
P61770	ptr:450170
P02788	hsa:4057
O70433	mmu:14200
Q9UC78	hsa:462
Q91YE7	mmu:83486
P25098	hsa:156
O89090	mmu:20683
O35430	rno:83589
Q7ZX24	xla:399007
P07143	sce:YOR065W
Q72I32	tth:TT_C1300
P0A6Q3	ecj:JW0937
P0A6Q3	eco:b0954
Q9DBM0	mmu:67470
P63006	mmu:16869
P0ABI1	ece:Z1119
P0ABI1	ecs:ECs_0968
P37397	rno:54321
P01008	hsa:462
Q61730	mmu:16180
P69910	ecj:JW1488
P69910	eco:b1493
Q9QVC8	rno:260321
P03300	vg:919920
Q8YVQ2	ana:asl1922
Q7M6Z0	mmu:269295
Q13415	hsa:4998
P31150	hsa:2664
P28482	hsa:5594
Q6PFD9	mmu:269966
A3DDN1	cth:Cthe_0825
O60907	hsa:6907
Q5RBR1	pon:100172362
P41047	mmu:14103
A5U4D6	mra:MRA_2125
A2AM29	mmu:70122
