Name	Accession	Name	Accession	Score
PTPN2	IPI00219695	PTPN6	IPI00218604	13.0187255859375
PTPN2	IPI00219695	IRS1	IPI00019471	13.0187255859375
PTPN2	IPI00219695	PTK6	IPI00015927	13.0187255859375
PTPN1	IPI00297261	STAT3	IPI00298887	13.0187255859375
EPOR	IPI00017476	DUSP16	IPI00028428	13.0187255859375
EPOR	IPI00017476	STAT3	IPI00298887	13.0187255859375
RASA1	IPI00026262	TUBA1	IPI00007750	13.0187255859375
RASA1	IPI00026262	LCP2	IPI00297169	13.0187255859375
C5AR1	IPI00010308	RGS18	IPI00016825	13.0187255859375
ERBB3	IPI00298285	GAB1	IPI00031068	13.0187255859375
PTPN6	IPI00218604	TUBA1	IPI00007750	13.0187255859375
PTPN6	IPI00218604	CBLB	IPI00292856	13.0187255859375
ACVR1B	IPI00005732	SQSTM1	IPI00179473	13.0187255859375
CASR	IPI00012817	PARD6A	IPI00027217	13.0187255859375
WAS	IPI00001545	ADAM15	IPI00013302	13.0187255859375
SYK	IPI00018597	PTPRC	IPI00306325	13.0187255859375
MAPK8	IPI00024672	HSF1	IPI00024071	13.0187255859375
PSEN1	IPI00028077	CASP9	IPI00023875	13.0187255859375
PSEN1	IPI00028077	CASP6	IPI00023876	13.0187255859375
RPS6KA3	IPI00020898	PTPRR	IPI00033560	13.0187255859375
RHOA	IPI00027500	SMAD1	IPI00019549	13.0187255859375
TUBA1	IPI00007750	LNK	IPI00010821	13.0187255859375
TUBA1	IPI00007750	SLA2	IPI00030447	13.0187255859375
SOS1	IPI00020131	LNK	IPI00010821	13.0187255859375
CBLB	IPI00292856	LNK	IPI00010821	13.0187255859375
PTPRR	IPI00033560	RPS6KA2	IPI00300321	13.0187255859375
PTPRR	IPI00033560	MKNK1	IPI00304048	13.0187255859375
RPS6KA2	IPI00300321	PTPRE	IPI00011644	13.0187255859375
RPS6KA2	IPI00300321	PTPRC	IPI00306325	13.0187255859375
MKNK1	IPI00304048	PTPRE	IPI00011644	13.0187255859375
MKNK1	IPI00304048	PTPRC	IPI00306325	13.0187255859375
CCR5	IPI00023213	STAT3	IPI00298887	13.0187255859375
CDH16	IPI00025240	APC2	IPI00025190	13.0120751953125
TNFRSF21	IPI00004413	TNFRSF11B	IPI00298362	13.0120751953125
IL1A	IPI00003096	TLR1	IPI00090764	13.0120751953125
IL1A	IPI00003096	IL1RAPL1	IPI00431738	13.0120751953125
TNFSF8	IPI00031715	TNFRSF11B	IPI00298362	13.0120751953125
BTK	IPI00029132	AMHR2	IPI00003446	13.0120751953125
DUSP1	IPI00003928	RPS6KA3	IPI00020898	13.0059497070313
STAT5A	IPI00030783	RPS6KA3	IPI00020898	13.0059497070313
CSF1R	IPI00011218	TUBA1	IPI00007750	12.9994995117187
EFNB2	IPI00005126	APBA2	IPI00017817	12.9994995117187
BRAF	IPI00303797	CD44	IPI00305064	12.9952001953125
CD44	IPI00305064	ZAP70	IPI00329789	12.9952001953125
C1R	IPI00296165	ELA2	IPI00027769	12.9825500488281
PLG	IPI00019580	PRSS1	IPI00011694	12.9825500488281
PLG	IPI00019580	CTSG	IPI00028064	12.9825500488281
SPINK1	IPI00020687	CGA	IPI00000833	12.9825500488281
APOH	IPI00298828	PRSS1	IPI00011694	12.9825500488281
APOH	IPI00298828	SERPINI1	IPI00016150	12.9825500488281
APOH	IPI00298828	SERPINB13	IPI00006560	12.9825500488281
ESR1	IPI00294982	NR4A2	IPI00018033	12.9825500488281
ESR1	IPI00294982	CREBBP	IPI00023339	12.9825500488281
VTN	IPI00298971	B2M	IPI00004656	12.9825500488281
NR3C1	IPI00022282	GCN5L2	IPI00306871	12.9825500488281
S100B	IPI00299399	HCK	IPI00029769	12.9825500488281
PRKCG	IPI00007128	IRS1	IPI00019471	12.9825500488281
ICAM1	IPI00008494	ICAM3	IPI00031620	12.9825500488281
THBS1	IPI00296099	SERPIND1	IPI00292950	12.9825500488281
SERPINF2	IPI00029863	MMP7	IPI00013400	12.9825500488281
SERPINF2	IPI00029863	MMP9	IPI00027509	12.9825500488281
CDH2	IPI00290085	DSG2	IPI00028931	12.9825500488281
MAPK3	IPI00018195	DDIT3	IPI00019956	12.9825500488281
MAPK3	IPI00018195	ETV1	IPI00306430	12.9825500488281
MAPK3	IPI00018195	BATF	IPI00007422	12.9825500488281
MAPK3	IPI00018195	PLEKHA5	IPI00029515	12.9825500488281
CASR	IPI00012817	GNA12	IPI00328744	12.9825500488281
CEBPA	IPI00292025	GCN5L2	IPI00306871	12.9825500488281
SOS1	IPI00020131	CBLC	IPI00008459	12.9825500488281
CBLB	IPI00292856	CBLC	IPI00008459	12.9825500488281
CBLB	IPI00292856	IRS2	IPI00464978	12.9825500488281
F9	IPI00296176	IGF2R	IPI00289819	12.9113745117187
F9	IPI00296176	ITGA2B	IPI00295976	12.9113745117187
F10	IPI00019576	OXTR	IPI00026886	12.9113745117187
SH2D1A	IPI00032401	CD3E	IPI00012923	12.9097497558594
PCNA	IPI00021700	TAF9	IPI00032879	12.9097497558594
B2M	IPI00004656	CLEC2B	IPI00021391	12.9097497558594
DUSP2	IPI00016729	LCK	IPI00394952	12.9097497558594
UBE2V2	IPI00019600	TRIM33	IPI00010252	12.9097497558594
PPP1R2	IPI00220402	GSK3A	IPI00292228	12.8996752929687
RAC2	IPI00010270	VIL2	IPI00479359	12.8730004882812
STAT4	IPI00000106	STAT3	IPI00298887	12.8699755859375
ARPC1B	IPI00005160	ACTG1	IPI00021439	12.8486999511719
DDX5	IPI00017617	RAP1B	IPI00015148	12.8486999511719
PSMA5	IPI00291922	PABPC4	IPI00012726	12.8486999511719
QARS	IPI00026665	SFRS10	IPI00301503	12.8486999511719
QARS	IPI00026665	RBM15	IPI00102752	12.8486999511719
TDG	IPI00333201	CDC23	IPI00005822	12.8486999511719
YWHAZ	IPI00021263	EXOC2	IPI00215805	12.8398754882812
CBL	IPI00027269	TYRO3	IPI00030887	12.8249755859375
LIMK1	IPI00291702	DSTN	IPI00473014	12.8227502441406
HRK	IPI00010492	BID	IPI00413587	12.8032495117188
HRK	IPI00010492	BAX	IPI00444945	12.8032495117188
TNFRSF10B	IPI00296379	DDX58	IPI00654731	12.8032495117188
CFLAR	IPI00007287	FAS	IPI00235003	12.8032495117188
HCN1	IPI00031506	TRPM6	IPI00151366	12.8032495117188
TRPM2	IPI00014911	CACNA1H	IPI00028915	12.8032495117188
TRPM2	IPI00014911	KCNH8	IPI00306984	12.8032495117188
TRPM2	IPI00014911	KCNG1	IPI00032434	12.8032495117188
TRPM2	IPI00014911	KCNH4	IPI00017522	12.8032495117188
CTRB1	IPI00015133	SERPINA9	IPI00651735	12.8032495117188
BAX	IPI00444945	MCL1	IPI00030356	12.8032495117188
RIPK1	IPI00013773	FAS	IPI00235003	12.8032495117188
TRADD	IPI00018744	FAS	IPI00235003	12.8032495117188
KCNH8	IPI00306984	TRPM6	IPI00151366	12.8032495117188
CST9L	IPI00026001	HSDL1	IPI00171459	12.8032495117188
FAS	IPI00235003	DAPK1	IPI00021250	12.8032495117188
PDHA1	IPI00306301	PDK4	IPI00003425	12.7968249511719
LYL1	IPI00218258	TWIST1	IPI00018907	12.7968249511719
SYK	IPI00018597	SHC3	IPI00409679	12.7968249511719
NHLH2	IPI00026246	TAL1	IPI00376954	12.7968249511719
HES1	IPI00030964	MYOG	IPI00010313	12.7968249511719
SHC3	IPI00409679	JAK1	IPI00011633	12.7968249511719
NEUROD4	IPI00009621	MLXIP	IPI00102118	12.7968249511719
CNGB3	IPI00178093	KCNA3	IPI00217447	12.7968249511719
RNASE4	IPI00008554	PROS1	IPI00294004	12.792275390625
TAF6	IPI00028579	PCAF	IPI00022055	12.7867749023437
HIST1H4A	IPI00453473	BRD3	IPI00014266	12.7867749023437
KIAA0690	IPI00101186	RAN	IPI00643041	12.7867749023437
IL6R	IPI00031171	EFNA1	IPI00025840	12.7692004394531
F5	IPI00478809	EFNA1	IPI00025840	12.7692004394531
PSMA2	IPI00219622	MAP2K5	IPI00219607	12.7692004394531
EPHB4	IPI00289342	EMR2	IPI00296277	12.7692004394531
FOS	IPI00033008	NR5A1	IPI00012446	12.76625
PDGFRB	IPI00015902	CD36	IPI00418495	12.76625
PDGFRB	IPI00015902	TGFBR1	IPI00005733	12.76625
ESRRA	IPI00005717	JUNB	IPI00013439	12.76625
FOSL2	IPI00011593	SMCX	IPI00013185	12.76625
FOSL2	IPI00011593	GTF2B	IPI00022820	12.76625
CTPS	IPI00290142	ZAP70	IPI00329789	12.76625
TEC	IPI00000878	PSMA3	IPI00419249	12.76625
IQGAP1	IPI00009342	CAMK1	IPI00028296	12.76625
CD5	IPI00025383	PDGFRB	IPI00015902	12.74375
PDGFRB	IPI00015902	CXCR4	IPI00028159	12.74375
PDGFRB	IPI00015902	CCR5	IPI00023213	12.74375
CD44	IPI00305064	FLT1	IPI00018335	12.74375
CBL	IPI00027269	KHDRBS1	IPI00008575	12.7169750976563
RPLP2	IPI00008529	RPLP0	IPI00008530	12.6949755859375
KHDRBS1	IPI00008575	CTTN	IPI00029601	12.6945495605469
HMGB2	IPI00219097	SSRP1	IPI00005154	12.6911755371094
SNRPD3	IPI00017964	TIAL1	IPI00005615	12.6911755371094
AKR7A2	IPI00305978	F10	IPI00019576	12.68375
JAK2	IPI00031016	TNFRSF1A	IPI00018880	12.6732250976562
IL2RB	IPI00027510	WAS	IPI00001545	12.6732250976562
FXR1	IPI00016249	IRF3	IPI00291901	12.6732250976562
TRIM28	IPI00438229	EEF1A1	IPI00025447	12.6732250976562
HGS	IPI00006176	STAM	IPI00020178	12.6661254882812
NCK2	IPI00306531	HCLS1	IPI00026156	12.6661254882812
NCK2	IPI00306531	WAS	IPI00001545	12.6661254882812
GRAP2	IPI00026928	HCLS1	IPI00026156	12.6661254882812
GRAP2	IPI00026928	WAS	IPI00001545	12.6661254882812
SNRP70	IPI00290204	PABPC4	IPI00012726	12.6661254882812
PABPC1	IPI00008524	CSTF2T	IPI00550906	12.6661254882812
RAP1B	IPI00015148	RASA3	IPI00032267	12.6661254882812
HDAC3	IPI00006187	NFKBIA	IPI00018330	12.6375500488281
HDAC3	IPI00006187	STAT5B	IPI00103415	12.6375500488281
NCOR1	IPI00289344	MTA1	IPI00012773	12.6375500488281
TP53	IPI00025087	RELA	IPI00386448	12.6375500488281
FGR	IPI00016871	KHDRBS1	IPI00008575	12.6375500488281
RPA2	IPI00013939	STAT5B	IPI00103415	12.6375500488281
POLR2A	IPI00031627	YARS	IPI00007074	12.6375500488281
POLR2A	IPI00031627	SFRS2	IPI00005978	12.6375500488281
AKT1	IPI00012866	CREBBP	IPI00023339	12.6375500488281
BRCA1	IPI00218982	MTA1	IPI00012773	12.6375500488281
YWHAZ	IPI00021263	ATM	IPI00298306	12.6375500488281
TUBA1	IPI00007750	NACA	IPI00023748	12.6375500488281
GTF2B	IPI00022820	BARD1	IPI00017746	12.6375500488281
GTF2B	IPI00022820	CTDP1	IPI00410256	12.6375500488281
RELA	IPI00386448	RPS6KA1	IPI00017305	12.6375500488281
CHAF1B	IPI00011857	MTA1	IPI00012773	12.6375500488281
HDAC1	IPI00013774	CTDP1	IPI00410256	12.6375500488281
CDC6	IPI00014575	TAL1	IPI00376954	12.6375500488281
AP2A1	IPI00304577	AP2S1	IPI00219840	12.6211755371094
VAMP3	IPI00549343	STX10	IPI00293402	12.6211755371094
TSNARE1	IPI00043560	YKT6	IPI00008569	12.6211755371094
ACTN4	IPI00013808	GRIN2A	IPI00029768	12.5829248046875
ACVR1B	IPI00005732	GNB1	IPI00026268	12.5829248046875
ACVR1B	IPI00005732	GMCL1L	IPI00252570	12.5829248046875
SUMO1	IPI00303105	UBA2	IPI00023234	12.5572253417969
FOS	IPI00033008	PGR	IPI00297419	12.5569250488281
FOS	IPI00033008	STAT4	IPI00000106	12.5569250488281
FOS	IPI00033008	GRK1	IPI00019980	12.5569250488281
ESR1	IPI00294982	FOSL2	IPI00011593	12.5569250488281
RAF1	IPI00021786	KRT1	IPI00220327	12.5569250488281
SERPINE1	IPI00007118	CLEC3B	IPI00009028	12.5569250488281
CD5	IPI00025383	CSF1R	IPI00011218	12.5569250488281
CD5	IPI00025383	FLT1	IPI00018335	12.5569250488281
CSF1R	IPI00011218	MS4A1	IPI00007880	12.5569250488281
CSF1R	IPI00011218	FASLG	IPI00007577	12.5569250488281
PDGFRB	IPI00015902	CD44	IPI00305064	12.5569250488281
KIT	IPI00022296	CD44	IPI00305064	12.5569250488281
FOSL2	IPI00011593	GRK1	IPI00019980	12.5569250488281
FOSL2	IPI00011593	BARD1	IPI00017746	12.5569250488281
FASLG	IPI00007577	SH2D2A	IPI00099806	12.5377001953125
RAC1	IPI00010271	SMAD2	IPI00019548	12.5377001953125
TRIM38	IPI00007365	CFLAR	IPI00007287	12.5218994140625
TRIM38	IPI00007365	TRADD	IPI00018744	12.5218994140625
TLR2	IPI00019006	IRAK3	IPI00026984	12.5218994140625
DKK1	IPI00016353	LAMB3	IPI00299404	12.5218994140625
DDX58	IPI00654731	RNF125	IPI00410652	12.5218994140625
COL1A1	IPI00297646	TNFAIP6	IPI00303341	12.5218994140625
COL3A1	IPI00021033	TNFAIP6	IPI00303341	12.5218994140625
CSF1R	IPI00011218	FCER1G	IPI00025804	12.5218994140625
MMP2	IPI00027780	MMP14	IPI00218398	12.5218994140625
CD14	IPI00029260	MYD88	IPI00001062	12.5218994140625
CD14	IPI00029260	TLR5	IPI00656104	12.5218994140625
ITGAM	IPI00217987	ITGAX	IPI00302270	12.5218994140625
ITGAM	IPI00217987	ICAM3	IPI00031620	12.5218994140625
NCF2	IPI00021070	LYN	IPI00298625	12.5218994140625
CTGF	IPI00020977	TNFAIP6	IPI00303341	12.5218994140625
LTBR	IPI00006097	TNFRSF1A	IPI00018880	12.5218994140625
RBMX	IPI00304692	SFRS12	IPI00103497	12.5218994140625
WDR68	IPI00006754	SNRPE	IPI00029266	12.5218994140625
SNRPE	IPI00029266	TSSC1	IPI00019550	12.5218994140625
SNRPE	IPI00029266	WDR3	IPI00009471	12.5218994140625
LSM6	IPI00001146	GNB2L1	IPI00641950	12.5218994140625
SFRS10	IPI00301503	SFRS12	IPI00103497	12.5218994140625
BTK	IPI00029132	SCAP2	IPI00022508	12.5218994140625
EXOSC7	IPI00014198	EXOSC8	IPI00552920	12.5218994140625
SFRS12	IPI00103497	PABPN1	IPI00005792	12.5218994140625
VPREB3	IPI00007573	HLA-DPB1	IPI00103082	12.5218994140625
AURKA	IPI00298940	WRN	IPI00029107	12.5136999511719
MCM3	IPI00013214	STAT5A	IPI00030783	12.5092504882812
STAT6	IPI00030782	KLF13	IPI00219691	12.5092504882812
F2	IPI00019568	CCL4	IPI00007751	12.5084753417969
F2	IPI00019568	CCL2	IPI00009308	12.5084753417969
F2	IPI00019568	COL17A1	IPI00398272	12.5084753417969
F10	IPI00019576	CSF2RB	IPI00465234	12.5084753417969
PLG	IPI00019580	COL3A1	IPI00021033	12.5084753417969
PRL	IPI00000871	PROC	IPI00021817	12.5084753417969
PROC	IPI00021817	IL12B	IPI00021798	12.5084753417969
PROC	IPI00021817	ROBO4	IPI00103871	12.5084753417969
TP53	IPI00025087	PPID	IPI00003927	12.4998754882812
IL2RB	IPI00027510	SOS1	IPI00020131	12.4965002441406
HCK	IPI00029769	SOS1	IPI00020131	12.4794750976563
VAV1	IPI00011696	TGFBR1	IPI00005733	12.4794750976563
MIP	IPI00026069	EFNB1	IPI00024307	12.4794750976563
KDR	IPI00021396	SH3BP5	IPI00006776	12.4794750976563
TXK	IPI00000879	HIST1H4A	IPI00453473	12.4794750976563
RAF1	IPI00021786	PTGIR	IPI00016317	12.4756750488281
STAT5A	IPI00030783	KLF13	IPI00219691	12.4756750488281
FCN3	IPI00293925	TF	IPI00022463	12.442275390625
HNRPH3	IPI00013877	H3F3A	IPI00219038	12.442275390625
TNFSF12	IPI00021900	TNFRSF1B	IPI00023501	12.4406994628906
PLG	IPI00019580	AGT	IPI00032220	12.4406994628906
PLG	IPI00019580	SERPINA4	IPI00328609	12.4406994628906
PLG	IPI00019580	SERPIND1	IPI00292950	12.4406994628906
F12	IPI00019581	SERPING1	IPI00291866	12.4406994628906
F12	IPI00019581	SERPINA6	IPI00027482	12.4406994628906
CFB	IPI00019591	SERPINA1	IPI00553177	12.4406994628906
CFB	IPI00019591	AGT	IPI00032220	12.4406994628906
CFB	IPI00019591	SERPING1	IPI00291866	12.4406994628906
CFB	IPI00019591	SERPINA6	IPI00027482	12.4406994628906
CFB	IPI00019591	SERPINF2	IPI00029863	12.4406994628906
CFB	IPI00019591	SERPINA4	IPI00328609	12.4406994628906
CFB	IPI00019591	SERPINC1	IPI00032179	12.4406994628906
CFB	IPI00019591	SERPIND1	IPI00292950	12.4406994628906
SERPINA1	IPI00553177	HP	IPI00641737	12.4406994628906
AGT	IPI00032220	C2	IPI00303963	12.4406994628906
AGT	IPI00032220	HP	IPI00641737	12.4406994628906
CGA	IPI00000833	LHB	IPI00000854	12.4406994628906
SERPING1	IPI00291866	C2	IPI00303963	12.4406994628906
C2	IPI00303963	SERPINA6	IPI00027482	12.4406994628906
C2	IPI00303963	SERPINF2	IPI00029863	12.4406994628906
C2	IPI00303963	SERPINA4	IPI00328609	12.4406994628906
C2	IPI00303963	SERPINC1	IPI00032179	12.4406994628906
C2	IPI00303963	SERPIND1	IPI00292950	12.4406994628906
SERPINA6	IPI00027482	HGFAC	IPI00029193	12.4406994628906
SERPINA6	IPI00027482	HP	IPI00641737	12.4406994628906
HLA-DMB	IPI00000793	HLA-DPB1	IPI00103082	12.4406994628906
SGK	IPI00297590	BRAF	IPI00303797	12.4237255859375
CDC7	IPI00448121	WAS	IPI00001545	12.4237255859375
WASL	IPI00011676	PIK3CG	IPI00292690	12.4237255859375
WASL	IPI00011676	MICAL-L1	IPI00174962	12.4237255859375
APS	IPI00155706	PRKD1	IPI00014878	12.4237255859375
APS	IPI00155706	DOK1	IPI00015287	12.4237255859375
ZBTB7A	IPI00026317	FOS	IPI00033008	12.4237255859375
PAK4	IPI00014068	CCNB1	IPI00294696	12.4237255859375
HCK	IPI00029769	CSNK2A1	IPI00016613	12.4237255859375
BRAF	IPI00303797	RASA3	IPI00032267	12.4237255859375
NCK1	IPI00028065	DNMBP	IPI00174025	12.4237255859375
PRKCA	IPI00385449	ARHGEF6	IPI00014256	12.4237255859375
CBL	IPI00027269	ADRBK1	IPI00012497	12.4237255859375
MAPK3	IPI00018195	TYK2	IPI00022353	12.4237255859375
MAPK3	IPI00018195	PSMB7	IPI00003217	12.4237255859375
MAPK3	IPI00018195	LYN	IPI00298625	12.4237255859375
CSK	IPI00013212	PRKCQ	IPI00029196	12.4237255859375
PRKCI	IPI00016639	PLCB1	IPI00219563	12.4237255859375
PRKCI	IPI00016639	DYRK3	IPI00465460	12.4237255859375
SYK	IPI00018597	CDK7	IPI00000685	12.4237255859375
EPHB1	IPI00008315	FLT3	IPI00005722	12.4237255859375
HDAC2	IPI00289601	ZNF335	IPI00021362	12.4237255859375
SCAMP2	IPI00218850	SLC9A9	IPI00216972	12.4115246582031
SCAMP2	IPI00218850	SLC9A6	IPI00022061	12.4115246582031
PDGFRB	IPI00015902	SOCS7	IPI00022329	12.4115246582031
CNGA3	IPI00000812	CNGA1	IPI00218428	12.4115246582031
ARF4	IPI00215918	GGA3	IPI00021174	12.3898498535156
ARF3	IPI00215917	GGA3	IPI00021174	12.3898498535156
FOS	IPI00033008	SP1	IPI00465152	12.3804248046875
VIL1	IPI00218852	TEC	IPI00000878	12.3804248046875
FOSL2	IPI00011593	MAP2K6	IPI00003814	12.3804248046875
EXOSC4	IPI00218310	MPP6	IPI00303280	12.36875
F9	IPI00296176	SLC37A4	IPI00019500	12.3491003417969
GADD45G	IPI00029458	HIST1H2BO	IPI00152785	12.3439001464844
GADD45G	IPI00029458	HIST1H4A	IPI00453473	12.3439001464844
PAK4	IPI00014068	RAC2	IPI00010270	12.3241247558594
LSM8	IPI00219871	HMGN2	IPI00217950	12.3082995605469
HMGN2	IPI00217950	LSM5	IPI00220493	12.3082995605469
F2	IPI00019568	C7	IPI00296608	12.2630249023437
F2	IPI00019568	HSPG2	IPI00024284	12.2630249023437
F2	IPI00019568	KLK6	IPI00023845	12.2630249023437
GMNN	IPI00026309	MCM3	IPI00013214	12.2431494140625
HCLS1	IPI00026156	LRRFIP1	IPI00006207	12.2431494140625
ITPKA	IPI00012538	NRGN	IPI00022640	12.2431494140625
JUP	IPI00554711	GRIA1	IPI00030880	12.2368005371094
KIAA0788	IPI00420014	SF3B2	IPI00221106	12.2132751464844
ACTG1	IPI00021439	PTK9	IPI00385754	12.2132751464844
ACTG1	IPI00021439	TPM3	IPI00183968	12.2132751464844
HSPD1	IPI00472102	HSPE1	IPI00220362	12.203349609375
PES1	IPI00003768	CSNK2A1	IPI00016613	12.1943994140625
PRPF4	IPI00150269	KIAA0788	IPI00420014	12.1943994140625
PIK3R2	IPI00011736	IRAK1	IPI00293652	12.1800744628906
JAK2	IPI00031016	PLCB1	IPI00219563	12.1800744628906
ROCK2	IPI00307155	CBL	IPI00027269	12.1800744628906
RAF1	IPI00021786	PRKCZ	IPI00013749	12.1800744628906
RAF1	IPI00021786	EPB41L3	IPI00032230	12.1800744628906
ERBB2	IPI00300384	ERBB4	IPI00016371	12.1800744628906
INSR	IPI00025803	ERBB4	IPI00016371	12.1800744628906
FGR	IPI00016871	HSPB8	IPI00007264	12.1800744628906
CBL	IPI00027269	TUBB2A	IPI00013475	12.1800744628906
STAT5A	IPI00030783	HSPB8	IPI00007264	12.1800744628906
CRKL	IPI00004839	PLCB1	IPI00219563	12.1800744628906
CDK7	IPI00000685	PRKD1	IPI00014878	12.1800744628906
MCM5	IPI00018350	SFRS1	IPI00215884	12.1748254394531
MYO1F	IPI00218638	WAS	IPI00001545	12.1114501953125
SYNCRIP	IPI00018140	NCBP2	IPI00183500	12.1114501953125
CCNB2	IPI00028266	AURKB	IPI00176642	12.1114501953125
H2BFS	IPI00477495	HIST1H2BG	IPI00020101	12.1114501953125
EIF4A1	IPI00025491	EIF4G2	IPI00015952	12.1114501953125
WASPIP	IPI00552369	MAP4K1	IPI00020258	12.0902746582031
WASPIP	IPI00552369	TBK1	IPI00293613	12.0902746582031
MBD3	IPI00439194	DNMT1	IPI00031519	12.0902746582031
KNG1	IPI00215894	SERPING1	IPI00291866	12.0902746582031
FGB	IPI00298497	VTN	IPI00298971	12.0902746582031
FGB	IPI00298497	ITIH1	IPI00292530	12.0902746582031
F5	IPI00478809	SERPINC1	IPI00032179	12.0902746582031
F5	IPI00478809	SERPIND1	IPI00292950	12.0902746582031
XRCC6	IPI00644712	LIG1	IPI00219841	12.0902746582031
UNG	IPI00011069	TCOF1	IPI00298696	12.0902746582031
UNG	IPI00011069	DNMT1	IPI00031519	12.0902746582031
UBTF	IPI00014533	SSRP1	IPI00005154	12.0902746582031
YWHAQ	IPI00018146	EIF3S8	IPI00016910	12.0902746582031
PRKDC	IPI00296337	EIF2B5	IPI00011898	12.0902746582031
SSRP1	IPI00005154	IFI16	IPI00217474	12.0902746582031
ATR	IPI00412298	MYBBP1A	IPI00005024	12.0902746582031
SMAD2	IPI00019548	CHUK	IPI00556043	12.0902746582031
TGIF2	IPI00029174	CSNK2A1	IPI00016613	12.0902746582031
CSNK2A1	IPI00016613	DNMT1	IPI00031519	12.0902746582031
EIF5	IPI00022648	TAOK3	IPI00410485	12.0856750488281
CSF1R	IPI00011218	SCAP2	IPI00022508	12.0816003417969
IL2RG	IPI00012899	CRKL	IPI00004839	12.0816003417969
STAT5B	IPI00103415	OSTF1	IPI00333434	12.0816003417969
UBE2D3	IPI00026965	BARD1	IPI00017746	12.0816003417969
PLD2	IPI00024727	PLD1	IPI00012865	12.0736999511719
EIF4G3	IPI00646377	ANAPC5	IPI00008247	12.0736999511719
SMARCA5	IPI00297211	HIRA	IPI00217560	12.0736999511719
HCK	IPI00029769	CFL1	IPI00012011	12.0736999511719
MCM3	IPI00013214	STAT5B	IPI00103415	12.0736999511719
AKT1	IPI00012866	YWHAB	IPI00216318	12.0736999511719
RAP1A	IPI00019345	MAP2K1	IPI00219604	12.0736999511719
HDAC1	IPI00013774	CREBBP	IPI00023339	12.0736999511719
SYMPK	IPI00023344	BARD1	IPI00017746	12.0736999511719
FOXO3A	IPI00012856	JUP	IPI00554711	12.0574255371094
TUBB	IPI00011654	ARHGAP12	IPI00328279	12.0574255371094
GNAI3	IPI00220578	TEC	IPI00000878	12.0574255371094
JUP	IPI00554711	PDGFRA	IPI00027721	12.0574255371094
GNA11	IPI00305551	TEC	IPI00000878	12.0574255371094
GNA11	IPI00305551	PLCB3	IPI00010400	12.0574255371094
TEC	IPI00000878	GNAI1	IPI00337415	12.0574255371094
PRKCE	IPI00024539	GNA12	IPI00328744	12.0574255371094
PDGFRA	IPI00027721	GNA11	IPI00305551	12.0353503417969
PDGFRA	IPI00027721	GNAI1	IPI00337415	12.0353503417969
GRIA1	IPI00030880	DLG1	IPI00218729	12.0353503417969
LIMK1	IPI00291702	HIPK2	IPI00289892	12.0353503417969
SMAD3	IPI00024305	RUNX1	IPI00218943	12.0353503417969
SMAD3	IPI00024305	GMCL1L	IPI00252570	12.0353503417969
RUNX1	IPI00218943	CREBBP	IPI00023339	12.0353503417969
SYNCRIP	IPI00018140	EEF1G	IPI00000875	12.0203247070312
TBP	IPI00022831	ASF1A	IPI00292168	12.019375
C1R	IPI00296165	SELE	IPI00296542	11.9906494140625
CD5	IPI00025383	SH2D2A	IPI00099806	11.9906494140625
IL2RB	IPI00027510	SYK	IPI00018597	11.9906494140625
EPOR	IPI00017476	TYK2	IPI00022353	11.9906494140625
EPOR	IPI00017476	BTK	IPI00029132	11.9906494140625
CBL	IPI00027269	BLNK	IPI00002434	11.9906494140625
GABRR1	IPI00027150	GSK3A	IPI00292228	11.9906494140625
KDR	IPI00021396	SFTPA2	IPI00293120	11.9906494140625
KDR	IPI00021396	C3	IPI00164623	11.9906494140625
TUBA1	IPI00007750	LCK	IPI00394952	11.9906494140625
C20orf4	IPI00166013	RNF20	IPI00251559	11.9832751464844
CRKL	IPI00004839	PRKDC	IPI00296337	11.9813000488281
PIK3R2	IPI00011736	S100A16	IPI00062120	11.9763745117188
FOS	IPI00033008	HMGA1	IPI00179700	11.9763745117188
FYN	IPI00219012	VIL1	IPI00218852	11.9763745117188
GSN	IPI00026314	MPP6	IPI00303280	11.9763745117188
FOSL2	IPI00011593	HMGA1	IPI00179700	11.9763745117188
TBXA2R	IPI00010309	MAP2K2	IPI00003783	11.9763745117188
EEF1G	IPI00000875	YWHAG	IPI00220642	11.9763745117188
SERPINF2	IPI00029863	SPARC	IPI00014572	11.9752001953125
COPE	IPI00465132	PRKCI	IPI00016639	11.9684252929687
XPO1	IPI00298961	GIT1	IPI00384861	11.9684252929687
STAM2	IPI00290542	PKMYT1	IPI00384765	11.9684252929687
CXorf9	IPI00004504	CDK7	IPI00000685	11.9684252929687
FOS	IPI00033008	STAT5B	IPI00103415	11.9684252929687
NRAS	IPI00000005	GRK5	IPI00414058	11.9684252929687
RAF1	IPI00021786	MICAL-L1	IPI00174962	11.9684252929687
JUN	IPI00008965	STAT5B	IPI00103415	11.9684252929687
SP1	IPI00465152	MTA1	IPI00012773	11.9684252929687
FGR	IPI00016871	FXR1	IPI00016249	11.9684252929687
VDR	IPI00005716	SMAD2	IPI00019548	11.9684252929687
PRKCA	IPI00385449	YWHAB	IPI00216318	11.9684252929687
NFKBIA	IPI00018330	HDAC2	IPI00289601	11.9684252929687
BRCA1	IPI00218982	CCNH	IPI00021305	11.9684252929687
STAT5B	IPI00103415	HSF1	IPI00024071	11.9684252929687
