p1,p2,score
YIR026C,YJL083W,0.852119274942154
YER086W,YMR012W,0.54847104749512
YHR027C,YIL109C,0.53606884449893
YDR322W,YJL041W,0.873774047657518
YCR052W,YDR225W,0.54847104749512
YDL160C,YER146W,0.54847104749512
YGR104C,YLR418C,0.884419344852077
YDR158W,YLR314C,0.721967550772767
YLR276C,YPL131W,0.54847104749512
YCL028W,YLL039C,0.900147115238577
YKL160W,YOR039W,0.775138621157712
YHR118C,YPR018W,0.610333975634579
YDR418W,YNL178W,0.889168054734813
YGR167W,YNL183C,0.525804493017608
YKR006C,YNL124W,0.584984984984985
YAR014C,YBR186W,0.635228910294981
YGL030W,YPR016C,0.889168054734813
YDR127W,YHR027C,0.53606884449893
YLR056W,YML012W,0.703072689507346
YBR087W,YOL094C,0.992577040558528
YBL002W,YOR304W,0.861356321701401
YGR252W,YJL010C,0.669323604690042
YDR128W,YLR208W,0.900803515005758
YBR260C,YMR032W,0.895860943411288
YFR009W,YLL039C,0.53606884449893
YKL152C,YKR081C,0.53606884449893
YBR272C,YFR052W,0.984587427751005
YDL148C,YPL012W,0.974110025300578
YML063W,YOR204W,0.836115707810694
YLL045C,YOL120C,0.836115707810694
YDR448W,YNL236W,0.859922722080967
YER029C,YNL147W,0.92396897095614
YNL098C,YPL088W,0.682167453566882
YDL014W,YER102W,0.836115707810694
YER131W,YNR051C,0.753242918792004
YFR036W,YHR166C,0.993627685172127
YDL145C,YHR200W,0.53606884449893
YDL115C,YDL140C,0.989642833173609
YBR207W,YLR342W,0.873774047657518
YAR002C-A,YIL043C,0.703072689507346
YMR217W,YNR051C,0.753242918792004
YER177W,YLR028C,0.836115707810694
YJL011C,YOR207C,0.995785768167172
YGR063C,YLR113W,0.660028449502134
YDR101C,YNL002C,0.921706009057121
YDR032C,YNL283C,0.788296958861137
YJR093C,YKR002W,0.999999877745402
YKL049C,YML028W,0.53606884449893
YOR210W,YOR224C,0.999663565038424
YMR236W,YPL254W,0.999982101097692
YDR490C,YPL240C,0.912007328555779
YDR412W,YMR194W,0.53606884449893
YBR111W-A,YOR310C,0.669323604690042
YHR200W,YPR145W,0.53606884449893
YDR247W,YIL156W,0.838787018252074
YDR212W,YJR017C,0.579810484329307
YBR222C,YKL117W,0.742881415725322
YGL011C,YPR103W,0.998168332194297
YOR064C,YPR031W,0.584984984984985
YKL046C,YMR149W,0.703072689507346
YJL177W,YLL039C,0.53606884449893
YJL176C,YPR152C,0.53606884449893
YHL004W,YNR037C,0.997217739867752
YKR055W,YPL161C,0.937137042192616
YGR166W,YOR115C,0.995263228200339
YGL120C,YKR022C,0.999471369041911
YHR165C,YLL039C,0.525804493017608
YCR057C,YLR003C,0.63429211000704
YBL039C,YJR109C,0.824118856508057
YHR012W,YIR010W,0.53606884449893
YAL007C,YHR110W,0.501079807013215
YGL025C,YPL082C,0.53606884449893
YCR057C,YLL011W,0.993554042598955
YBR068C,YDL212W,0.894377077859109
YHR081W,YNL112W,0.703072689507346
YGR090W,YMR093W,0.921706009057121
YLL039C,YMR229C,0.53606884449893
YBL007C,YDL139C,0.669952725321049
YFL039C,YHR183W,0.564491654021244
YGL181W,YIR006C,0.927308217162076
YDR143C,YPL113C,0.852119274942154
YDR471W,YPL198W,0.859922722080967
YGR120C,YOR353C,0.786182747552049
YFR004W,YGR240C,0.784767882955442
YJL013C,YOR026W,0.999999929690046
YDR060W,YMR049C,0.986229563344419
YFR034C,YLR333C,0.669323604690042
YLR371W,YOL139C,0.824118856508057
YBR021W,YML052W,0.714859437751004
YLR396C,YMR291W,0.852119274942154
YER125W,YJL184W,0.579810484329307
YIL105C,YMR068W,0.994442969686848
YJL109C,YMR229C,0.796653021274911
YDR460W,YPR025C,0.999986422448315
YDR510W,YPR143W,0.53606884449893
YML074C,YOR080W,0.852119274942154
YCL032W,YDL016C,0.605663741840526
YBR084W,YJR059W,0.852119274942154
YCR024C,YKL012W,0.579810484329307
YGR165W,YGR215W,0.54847104749512
YDR082W,YLR010C,0.999999602365049
YBR010W,YKL005C,0.96462314771094
YMR229C,YNL301C,0.54847104749512
YER056C,YJL192C,0.703072689507346
YDR477W,YJL089W,0.984066075935613
YDR369C,YLR453C,0.660028449502134
YFL002C,YPL093W,0.983148618577497
YOL081W,YPL106C,0.660028449502134
YBR218C,YLR430W,0.682167453566882
YGL023C,YGR163W,0.703072689507346
YGL009C,YHR027C,0.53606884449893
YDL148C,YOR096W,0.963350491854517
YJR118C,YOR054C,0.703072689507346
YBR083W,YDR510W,0.946378533103653
YJR112W,YLR200W,0.786182747552049
YDL140C,YJR072C,0.886805457072407
YDL108W,YLR060W,0.525804493017608
YKR081C,YOL012C,0.53606884449893
YGL112C,YNL039W,0.53606884449893
YBR154C,YGL207W,0.703072689507346
YGR002C,YLR085C,0.790521651322224
Q0140,YHL004W,0.797954109819716
YFL049W,YPL016W,0.957795592557016
YDL197C,YDR144C,0.553422680851517
YBL076C,YBR055C,0.721967550772767
YDL192W,YOL147C,0.703072689507346
YHR200W,YLL018C,0.53606884449893
YER125W,YNL117W,0.838001012283686
YFL002C,YLR441C,0.53606884449893
YHR083W,YNL055C,0.660028449502134
YOR373W,YPL055C,0.669323604690042
YBR106W,YDR331W,0.501079807013215
YMR112C,YNR010W,0.99834161433583
YCR072C,YDR101C,0.994271009729761
YAL035W,YDR418W,0.859922722080967
YGR220C,YNL236W,0.824118856508057
YGR038W,YMR296C,0.981770226759279
YBR036C,YCL052C,0.501079807013215
YHR041C,YML007W,0.921706009057121
YBR084W,YNL255C,0.53606884449893
YDR392W,YPL248C,0.810411284607119
YDR314C,YEL037C,0.873774047657518
YNR023W,YPL248C,0.525804493017608
YJL177W,YOR096W,0.921706009057121
YPL045W,YPL195W,0.525804493017608
YDL090C,YMR139W,0.682167453566882
YIR010W,YJL011C,0.53606884449893
YDL147W,YFR004W,0.999999999245095
YFR021W,YOL086C,0.824118856508057
YMR019W,YPL082C,0.53606884449893
YCL059C,YLR409C,0.958260057084822
YIL018W,YNL061W,0.836115707810694
YDL100C,YLR268W,0.963264706055928
YAL016W,YIL065C,0.682167453566882
YJR035W,YPR191W,0.852119274942154
YOR115C,YPR181C,0.525804493017608
YDR394W,YOL038W,0.790521651322224
YBR048W,YLR075W,0.921706009057121
YMR093W,YNL075W,0.836115707810694
YBR189W,YGL135W,0.836115707810694
YDL035C,YPL087W,0.703072689507346
YGR162W,YNL020C,0.852119274942154
YDR477W,YER177W,0.53606884449893
YBR031W,YDR510W,0.784767882955442
YDR005C,YNR003C,0.90300917709301
YGL212W,YLR166C,0.786182747552049
YDR432W,YKL049C,0.53606884449893
YLL039C,YLR268W,0.53606884449893
YLR262C,YNL263C,0.80320174454965
YGR217W,YNL291C,0.796256143327102
YCR057C,YOL010W,0.63429211000704
YDR265W,YLR191W,0.942334477228059
YKL082C,YOR287C,0.53606884449893
YER133W,YLR134W,0.721967550772767
YER023W,YGL137W,0.917444572621272
YDR394W,YEL034W,0.721967550772767
YGR185C,YNL255C,0.53606884449893
YGR065C,YKL051W,0.703072689507346
YER006W,YJL122W,0.53606884449893
YIL124W,YIR038C,0.773391957307125
YER151C,YJL177W,0.753242918792004
YKR060W,YNL110C,0.53606884449893
YAL021C,YNL278W,0.53606884449893
YDR510W,YGL026C,0.931592228165537
YLL039C,YNL192W,0.784767882955442
YIL105C,YNL245C,0.584984984984985
YJL124C,YPL084W,0.684036878315825
YCL025C,YML038C,0.644280204587298
YNL076W,YOR061W,0.852119274942154
YBR041W,YPL145C,0.703072689507346
YJL173C,YLR347C,0.836115707810694
YBR274W,YGL037C,0.669323604690042
YLL039C,YPR016C,0.53606884449893
YFR004W,YML126C,0.784767882955442
YCR031C,YFL010C,0.579810484329307
YBL007C,YHR108W,0.787385166706264
YIL061C,YKR028W,0.852119274942154
YFR004W,YGL202W,0.784767882955442
YER151C,YLR354C,0.753242918792004
YDR510W,YLL021W,0.53606884449893
YDR496C,YML010W,0.53606884449893
YJL030W,YMR131C,0.669323604690042
YOL133W,YOR326W,0.721967550772767
YKR081C,YPL141C,0.852119274942154
YHR141C,YNL178W,0.54847104749512
YFR004W,YNL138W,0.784767882955442
YDL005C,YML007W,0.873774047657518
Q0275,YJR121W,0.660028449502134
YFL007W,YML109W,0.824118856508057
YGL137W,YGR202C,0.721967550772767
YFR034C,YOL108C,0.815660413330478
YHR148W,YOR096W,0.790521651322224
YHR052W,YOL012C,0.53606884449893
YDL126C,YMR001C,0.669323604690042
YHR027C,YNL220W,0.53606884449893
YDR064W,YMR230W,0.836115707810694
YGR082W,YGR120C,0.682167453566882
YGR286C,YMR070W,0.682167453566882
YKR037C,YKR083C,0.999380130240569
YBL035C,YPR019W,0.53606884449893
YGR078C,YML094W,0.999950895856038
YNL161W,YOL070C,0.525804493017608
YDR429C,YPR041W,0.99655625784908
YLR291C,YML042W,0.682167453566882
YDR385W,YOR151C,0.54847104749512
YGR085C,YLR449W,0.54847104749512
YDL101C,YER125W,0.852119274942154
YAL024C,YHR158C,0.999727315402983
YAL038W,YGL100W,0.53606884449893
YCR066W,YOR128C,0.786182747552049
YOR273C,YPL221W,0.703072689507346
YOR259C,YOR261C,0.957795592557016
YGR196C,YOR231W,0.852119274942154
YHR027C,YOR168W,0.53606884449893
YBL023C,YBR060C,0.660028449502134
YDR418W,YIR026C,0.660028449502134
YGR085C,YNL096C,0.859922722080967
YDR510W,YOR198C,0.53606884449893
YGL123W,YLR075W,0.54847104749512
YKL117W,YNL227C,0.742881415725322
YER110C,YOR185C,0.53606884449893
YGL116W,YJL164C,0.660028449502134
YAR019C,YNL223W,0.852119274942154
YOL080C,YOR310C,0.53606884449893
YFL017W-A,YLR275W,0.920584571513722
YDL031W,YDR101C,0.836115707810694
YDR163W,YNR011C,0.53606884449893
YDL030W,YPL213W,0.990916256037435
YMR242C,YPL131W,0.836115707810694
YEL023C,YJR022W,0.684036878315825
YDR412W,YMR242C,0.53606884449893
YBR009C,YLR141W,0.53606884449893
YBR181C,YIL018W,0.921706009057121
YAL005C,YOL149W,0.7576783419403
YAL038W,YER151C,0.753242918792004
YBR188C,YMR124W,0.682167453566882
YJR129C,YNL307C,0.525804493017608
YJL060W,YPL004C,0.703072689507346
YNL232W,YPR072W,0.660028449502134
YDL014W,YOL102C,0.852119274942154
YER006W,YLR449W,0.889168054734813
YGL100W,YOL138C,0.900147115238577
YLR347C,YNL301C,0.53606884449893
YJL039C,YLL039C,0.53606884449893
YDR216W,YMR280C,0.714859437751004
YGL030W,YLR325C,0.836115707810694
YDR101C,YER006W,0.998044886556247
YDL165W,YGR195W,0.660028449502134
YBR198C,YKL006W,0.832002620755503
YLR276C,YOL041C,0.54847104749512
YPR178W,YPR182W,0.971175843289377
YJL091C,YMR186W,0.564491654021244
YLL019C,YPL012W,0.852119274942154
YDL092W,YPL210C,0.987468358807019
YFR031C-A,YLL045C,0.957795592557016
YDL147W,YFL007W,0.53606884449893
YBR009C,YBR010W,0.999999250114005
YDR394W,YHR027C,0.999999651106143
YHR196W,YMR229C,0.762680966893472
YHR118C,YJR046W,0.970282065578826
YIR017C,YJR112W,0.786182747552049
YIL148W,YOR117W,0.53606884449893
YBR041W,YOR317W,0.976826398195817
YIR010W,YPL198W,0.53606884449893
YFR002W,YPL169C,0.53606884449893
YMR193W,YNL255C,0.659447567015627
YDR188W,YDR477W,0.525804493017608
YDR471W,YHL015W,0.790521651322224
YBR048W,YJR145C,0.957795592557016
YFR024C-A,YNL020C,0.852119274942154
YEL054C,YMR236W,0.880256440785723
YFR009W,YNR051C,0.753242918792004
YLR449W,YPR169W,0.790521651322224
YBL035C,YPL240C,0.797954109819716
YCR086W,YPL109C,0.682167453566882
YJL128C,YOR201C,0.852119274942154
YDL213C,YDR510W,0.53606884449893
YDL185W,YKL029C,0.54847104749512
YER148W,YOR039W,0.842276605740035
YFR031C-A,YMR194W,0.957795592557016
YBL058W,YBR114W,0.852119274942154
YDL213C,YOR272W,0.721967550772767
YFL002C,YMR287C,0.53606884449893
YBR173C,YKL145W,0.660028449502134
YDL017W,YPL218W,0.852119274942154
YHR166C,YKL145W,0.660028449502134
YJL176C,YMR033W,0.999998159007525
YLL036C,YPR152C,0.999967616095574
YHR074W,YPL204W,0.525804493017608
YKR081C,YLR276C,0.986627575670897
YLR439W,YOL027C,0.53606884449893
YBL058W,YFL044C,0.948761267492981
YNL209W,YPL137C,0.890653121584812
YDR246W,YGR166W,0.836115707810694
YJR090C,YOL136C,0.525804493017608
YML065W,YNL088W,0.53606884449893
YHR027C,YKL216W,0.53606884449893
YHR105W,YOR034C,0.951449283035707
YKR048C,YOR112W,0.53606884449893
YDR395W,YKL049C,0.53606884449893
YNR051C,YOR182C,0.753242918792004
YNL002C,YPL043W,0.986229563344419
YDR432W,YOR001W,0.815660413330478
YDR085C,YLR423C,0.682167453566882
YDR260C,YGL003C,0.53606884449893
YFR051C,YPL246C,0.703072689507346
YKL195W,YMR203W,0.934542423162981
YJR161C,YLL039C,0.53606884449893
YEL024W,YPR191W,0.842276605740035
YJL076W,YJL115W,0.6378829547176
YHL034C,YPL178W,0.53606884449893
YKL095W,YPL213W,0.935678878124013
YDR318W,YKL089W,0.815660413330478
YBR142W,YOR206W,0.54847104749512
YER086W,YKL029C,0.836115707810694
YGL111W,YLR009W,0.53606884449893
YDR176W,YMR227C,0.859922722080967
YHL018W,YMR111C,0.682167453566882
YER081W,YHR215W,0.824118856508057
YDR293C,YKR002W,0.714859437751004
YLL038C,YPL161C,0.605663741840526
YDR324C,YKR060W,0.790521651322224
YBR082C,YOR191W,0.660028449502134
YKL010C,YOL038W,0.660028449502134
YDL136W,YHR203C,0.836115707810694
YDR299W,YJL010C,0.53606884449893
YLL004W,YPL001W,0.982146572477755
YDL035C,YNL229C,0.703072689507346
YDL229W,YHR164C,0.890653121584812
YDL229W,YDR028C,0.669323604690042
YKR085C,YNL177C,0.54847104749512
YDR516C,YPL150W,0.525804493017608
YBR279W,YML069W,0.999634836770136
YBR036C,YNL044W,0.501079807013215
YGR135W,YLR021W,0.957261674074857
YMR193W,YMR225C,0.54847104749512
YAR073W,YDL083C,0.54847104749512
YDR499W,YIL027C,0.703072689507346
YGL112C,YIL075C,0.669323604690042
YNL244C,YOR362C,0.610333975634579
YCR071C,YJL063C,0.859922722080967
YOR210W,YOR341W,0.998829225641437
YDL100C,YDL121C,0.67234615284868
YFL002C,YML092C,0.53606884449893
YKL014C,YLR075W,0.53606884449893
YBR142W,YNL110C,0.53606884449893
YER122C,YLR268W,0.660028449502134
YOR046C,YPL169C,0.53606884449893
YHR007C,YJL117W,0.703072689507346
YDR206W,YLR362W,0.852119274942154
YML058W-A,YML086C,0.703072689507346
YCR052W,YLR321C,0.997798812101602
YDR427W,YKL145W,0.9974764049694
YFR040W,YMR120C,0.703072689507346
YDR496C,YNL061W,0.992577040558528
YDR308C,YPL042C,0.973382270504484
YDR116C,YPR125W,0.53606884449893
YFR034C,YPL122C,0.660028449502134
YFL033C,YPL031C,0.894490624887894
YFR028C,YGR203W,0.852119274942154
YBR048W,YDR194C,0.54847104749512
YER155C,YPR088C,0.904042231253866
YBR245C,YFL039C,0.836115707810694
YDL161W,YIR006C,0.827664637956315
YBR031W,YOL120C,0.836115707810694
YGR103W,YKL180W,0.53606884449893
YHR007C,YJR118C,0.788296958861137
YGR037C,YML086C,0.703072689507346
YBR081C,YGL158W,0.753242918792004
YDR331W,YKL065C,0.501079807013215
YML049C,YMR288W,0.999568282590052
YDR489W,YPR135W,0.999999114220534
YDR448W,YPL077C,0.682167453566882
YFR004W,YHR128W,0.784767882955442
YCR024C,YJL124C,0.684036878315825
YDR501W,YML016C,0.703072689507346
YDR113C,YGR224W,0.669323604690042
YFR010W,YGL141W,0.823939570017432
YDR385W,YOR117W,0.53606884449893
YFR048W,YLL039C,0.53606884449893
YDL229W,YOR335C,0.890653121584812
YDR418W,YLR448W,0.836115707810694
YLL039C,YOL016C,0.53606884449893
YBR177C,YHR072W,0.703072689507346
YDL229W,YFL023W,0.996782820340596
YBR089C-A,YJL026W,0.873774047657518
YCL057C-A,YMR145C,0.53606884449893
YDL172C,YDR328C,0.584984984984985
YDR365C,YPL146C,0.54847104749512
YAL011W,YML041C,0.85506029262174
YNL124W,YPL063W,0.584984984984985
YBR205W,YHR105W,0.951449283035707
YNL069C,YPL090C,0.859922722080967
YNL084C,YOR181W,0.967885293708807
YBR081C,YLR175W,0.832002620755503
YGR085C,YPL198W,0.921706009057121
YCR005C,YLL039C,0.953675135792518
YDR016C,YIL144W,0.980573054257265
YER133W,YPL093W,0.852119274942154
YLR191W,YMR066W,0.576965202814132
YLR145W,YNL282W,0.977746286110886
YBL087C,YCL059C,0.53606884449893
YLL049W,YLR423C,0.895860943411288
YMR309C,YPL001W,0.824118856508057
YKL104C,YPR010C,0.790521651322224
YLR002C,YLR029C,0.836115707810694
YDR011W,YGR138C,0.788296958861137
YHR030C,YPL049C,0.824118856508057
YLR197W,YOR310C,0.99998420784256
YER125W,YFR028C,0.96987021074913
YKL016C,YNL255C,0.53606884449893
YDR168W,YFL029C,0.682167453566882
YGL245W,YGR264C,0.980420060487739
YDL091C,YDL126C,0.962041833708211
YBL092W,YGR252W,0.6378829547176
YFR028C,YKR101W,0.53606884449893
YOL001W,YPR115W,0.852119274942154
YLL011W,YMR229C,0.883428505953382
YGL091C,YIL003W,0.796256143327102
YDL213C,YGR145W,0.911375557140747
YDL005C,YPR168W,0.992577040558528
YDR188W,YGL083W,0.525804493017608
YLR259C,YOR230W,0.54847104749512
YGR289C,YPL240C,0.610333975634579
YDR322W,YOL027C,0.53606884449893
YIR025W,YOR249C,0.998194733257115
YHL015W,YOL040C,0.836115707810694
YGR076C,YGR220C,0.920584571513722
YIR010W,YNL118C,0.53606884449893
YCR075C,YFR014C,0.661672800135991
YBR009C,YJL168C,0.839725465043006
YJR070C,YOL045W,0.525804493017608
YAL035W,YJR007W,0.757438396147352
YJL033W,YLR277C,0.824118856508057
YHR135C,YPL240C,0.610333975634579
YFL002C,YGL111W,0.983148618577497
YBR082C,YNL031C,0.660028449502134
YNL298W,YPL249C-A,0.669323604690042
YDR074W,YHR027C,0.53606884449893
YDR299W,YKL049C,0.53606884449893
YDL017W,YLR231C,0.852119274942154
YHR079C,YMR297W,0.981366897951225
YBR202W,YJR046W,0.994854649446806
YBR055C,YJL203W,0.921706009057121
YDL192W,YOL018C,0.940144462637505
YOR034C,YOR132W,0.772933585066473
YGL158W,YPL031C,0.753242918792004
YBL030C,YHR001W-A,0.920093674914624
YJL102W,YOL133W,0.71661085021158
YKL089W,YPL233W,0.80746160453379
YKL049C,YNL088W,0.53606884449893
YDL126C,YDR337W,0.861356321701401
YBL004W,YDR449C,0.986043998680561
YIL027C,YJR117W,0.703072689507346
YKR025W,YNL113W,0.957795592557016
YDR510W,YOL149W,0.53606884449893
YER151C,YJR144W,0.753242918792004
YCR088W,YNL138W,0.999981708462965
YMR290C,YOR312C,0.921706009057121
YIL173W,YLR310C,0.576965202814132
YKL062W,YOR244W,0.759088935429198
YLR432W,YOR096W,0.54847104749512
YBR025C,YBR198C,0.852119274942154
YDR265W,YOL044W,0.75414115496009
YKL068W,YML103C,0.900147115238577
YDR189W,YKL196C,0.987197201976938
YBR283C,YDR086C,0.999971481035749
YDR398W,YJL109C,0.991677861404454
YBR069C,YJR077C,0.937023323497348
YHR086W,YHR121W,0.53606884449893
YHR030C,YOL123W,0.824118856508057
YBR183W,YKL065C,0.501079807013215
YDR468C,YGR142W,0.660028449502134
YGR252W,YJL052W,0.914650335393415
YAL003W,YPL048W,0.957795592557016
YGR074W,YML046W,0.992577040558528
YBL050W,YOR245C,0.605663741840526
YJL194W,YLL004W,0.525804493017608
YDL139C,YMR109W,0.576965202814132
YDR381W,YPL151C,0.53606884449893
YNL030W,YNL255C,0.659447567015627
YER136W,YLR262C,0.999941965803053
YJR032W,YPL240C,0.999793017270653
YDL047W,YMR024W,0.873774047657518
YBL092W,YPL090C,0.54847104749512
YBL041W,YDL188C,0.824118856508057
YBR088C,YJR043C,0.998847204892735
YDR097C,YJL173C,0.824118856508057
YDR064W,YPR189W,0.889168054734813
YGR244C,YOR142W,0.859922722080967
YDR496C,YMR290C,0.957795592557016
YCR030C,YKL049C,0.53606884449893
YDL031W,YOR080W,0.852119274942154
YFL002C,YNL175C,0.53606884449893
YLR427W,YMR319C,0.852119274942154
YFL002C,YPL150W,0.53606884449893
YDR264C,YPL246C,0.788296958861137
YBL027W,YBL072C,0.54847104749512
YGL200C,YPR181C,0.525804493017608
YCR095C,YHL029C,0.992427362116113
YLR340W,YNL178W,0.790521651322224
YDL065C,YJL057C,0.525804493017608
YBR081C,YOL148C,0.999999926475596
YDR138W,YOR151C,0.660028449502134
YLR182W,YML069W,0.948177151903784
YER165W,YGL120C,0.836115707810694
YGR145W,YMR116C,0.883428505953382
YDL229W,YLL024C,0.890653121584812
YDR155C,YPL235W,0.824118856508057
YFR004W,YPR108W,0.999996390616679
YIL131C,YJR007W,0.852119274942154
YLR441C,YPL198W,0.836115707810694
YGL076C,YHL034C,0.667047013899172
YIL126W,YJL115W,0.6378829547176
YOL054W,YPL233W,0.53606884449893
YDR190C,YGR270W,0.669323604690042
YDR032C,YJL016W,0.703072689507346
YDR331W,YJL091C,0.501079807013215
YFR031C-A,YOL120C,0.836115707810694
YCL024W,YNL078W,0.572578046526374
YHR200W,YNL103W,0.838787018252074
YBR088C,YOR144C,0.999975837056591
YGL030W,YHR052W,0.92396897095614
YCR031C,YDR130C,0.660028449502134
YDL126C,YOR197W,0.53606884449893
YAR019C,YPL124W,0.714859437751004
YDL188C,YDR190C,0.852119274942154
YGR055W,YGR281W,0.788296958861137
YLR448W,YOL120C,0.54847104749512
YCL046W,YJR093C,0.727920940756498
YDL028C,YER018C,0.952862168051605
YJL061W,YPR119W,0.852119274942154
YER006W,YMR242C,0.54847104749512
YDR159W,YML103C,0.53606884449893
YCL057C-A,YIL136W,0.53606884449893
YDL116W,YPL075W,0.660028449502134
YDL135C,YPR165W,0.982124615520645
YLL039C,YNL012W,0.53606884449893
YER065C,YLL039C,0.53606884449893
YDR309C,YLR314C,0.827762537312087
YCR052W,YKR008W,0.999504058669011
YJL074C,YMR065W,0.915684104739735
YBR142W,YLR175W,0.53606884449893
YDL075W,YGL014W,0.859922722080967
YBR198C,YML114C,0.999976656963981
YGL147C,YLR029C,0.921706009057121
YJL074C,YMR076C,0.91610961250539
YDL185W,YKL048C,0.852119274942154
YDR195W,YKR002W,0.99655625784908
YJR123W,YNL069C,0.921706009057121
YDR283C,YPR115W,0.929875624608271
YML010W,YOR262W,0.53606884449893
YDR032C,YML064C,0.721967550772767
YGL202W,YLL039C,0.784767882955442
YBR112C,YGL194C,0.99954082862703
YBR181C,YGL076C,0.790521651322224
YKR066C,YOR065W,0.775138621157712
YCR106W,YGR140W,0.682167453566882
YCR035C,YOL142W,0.957795592557016
YJL057C,YOR335C,0.525804493017608
YGL173C,YOR204W,0.888582033598992
YFR004W,YGL026C,0.784767882955442
YBR055C,YGL128C,0.54847104749512
YHL004W,YNL306W,0.998500221551876
YER125W,YJL218W,0.739097190149932
YDR293C,YGL137W,0.703072689507346
YCR035C,YNL189W,0.978231729938377
YGR271W,YMR036C,0.952862168051605
YDR412W,YML074C,0.53606884449893
YJL074C,YMR192W,0.605663741840526
YHR197W,YML073C,0.660028449502134
YER171W,YOR136W,0.852119274942154
YDR385W,YFR004W,0.784767882955442
YBR170C,YDL126C,0.999999976312916
YGL234W,YKL166C,0.852119274942154
YGL195W,YOR136W,0.836115707810694
YLR229C,YPL145C,0.660028449502134
YFL038C,YKR068C,0.94805990200727
YHR184W,YMR001C,0.669323604690042
YIL094C,YKR048C,0.824118856508057
YBR194W,YLL036C,0.669323604690042
YDR100W,YML110C,0.682167453566882
YBR119W,YNL124W,0.53606884449893
YDL083C,YMR142C,0.836115707810694
YFL002C,YOR004W,0.53606884449893
YML001W,YPL045W,0.952032292668339
YDR188W,YDR523C,0.525804493017608
YBR111W-A,YKL007W,0.669323604690042
YAL027W,YER095W,0.525804493017608
YML063W,YNL255C,0.659447567015627
YBR097W,YBR128C,0.973347254688727
YER018C,YOL069W,0.999980957797435
YER146W,YGL173C,0.98068040331881
YGL016W,YPR110C,0.721967550772767
YGL112C,YLR399C,0.967464073157443
YBL099W,YDR298C,0.54847104749512
YDR507C,YHR107C,0.996798418752782
YBL003C,YDL002C,0.53606884449893
YDL225W,YGR282C,0.852119274942154
YGL123W,YNL096C,0.54847104749512
YBR028C,YHR135C,0.721967550772767
YGL245W,YOR151C,0.54847104749512
YDR386W,YER006W,0.852119274942154
YBL051C,YPL153C,0.988235277916108
YCL061C,YDR489W,0.961590249429969
YAR002C-A,YOR016C,0.869814796541044
YDR145W,YDR167W,0.999999999999511
YBR118W,YLL039C,0.900147115238577
YBR189W,YCL037C,0.836115707810694
YOR117W,YOR261C,0.957795592557016
YBL017C,YOL129W,0.703072689507346
YDL225W,YNL078W,0.815660413330478
YDR190C,YNL107W,0.981576034978107
YOL127W,YPR016C,0.859922722080967
YBR193C,YEL037C,0.660028449502134
YFR034C,YGL068W,0.669323604690042
YEL051W,YOR332W,0.999175763114264
YMR129W,YMR153W,0.786182747552049
YFL017C,YOL059W,0.786182747552049
YPR074C,YPR152C,0.579810484329307
YDR060W,YMR229C,0.999126345673384
YJL005W,YOL139C,0.852119274942154
YDR016C,YGL061C,0.99999984206023
YER154W,YOL016C,0.525804493017608
YER036C,YIL133C,0.53606884449893
YBR098W,YGR252W,0.669323604690042
YNL006W,YNL183C,0.852119274942154
YER165W,YGL049C,0.999974894713877
YKR048C,YPR119W,0.895679800686134
YIR010W,YML063W,0.53606884449893
YFR031C-A,YLR150W,0.859922722080967
YJL039C,YLR249W,0.53606884449893
YDR382W,YGL103W,0.921706009057121
YDR079C-A,YPR056W,0.97223115138828
YGL077C,YGR055W,0.788296958861137
YBR140C,YLR310C,0.576965202814132
YKL049C,YOR039W,0.53606884449893
YBR217W,YGR240C,0.852119274942154
YLR248W,YMR319C,0.721967550772767
YER133W,YFR003C,0.999992383111744
YJR022W,YKR021W,0.684036878315825
YMR059W,YOR332W,0.852119274942154
YKL023W,YKL117W,0.742881415725322
YHR196W,YIL019W,0.669323604690042
YDR090C,YLL039C,0.53606884449893
YHR115C,YOR215C,0.786182747552049
YEL061C,YMR124W,0.786182747552049
YDR212W,YFR004W,0.53606884449893
YFL002C,YJL008C,0.53606884449893
YGR047C,YGR246C,0.994285594303316
YDR388W,YLR337C,0.973142289928176
YLR196W,YLR410W,0.53606884449893
YLL039C,YLR440C,0.53606884449893
YDR283C,YNL025C,0.852119274942154
YJL109C,YOL010W,0.714709002076928
YFR024C-A,YGR240C,0.576965202814132
YFR034C,YOR369C,0.669323604690042
YER114C,YNL298W,0.786182747552049
YFL037W,YGR092W,0.669323604690042
YCR031C,YOR063W,0.889168054734813
YBR119W,YPL213W,0.938596214543263
YLR438W,YPL150W,0.852119274942154
YJL112W,YJR003C,0.682167453566882
YDL225W,YPL235W,0.852119274942154
YDR328C,YOR332W,0.85890670186545
YAL042W,YBR229C,0.756010042469907
YMR309C,YOR096W,0.54847104749512
YHR027C,YKL157W,0.53606884449893
YDR449C,YLR441C,0.796653021274911
YBR010W,YGR056W,0.660028449502134
YGL044C,YGR047C,0.897937897139162
YGR144W,YIL051C,0.682167453566882
YAL016W,YNR032W,0.852119274942154
YDR397C,YER148W,0.996924449712668
YDR087C,YKL172W,0.714709002076928
YGR209C,YPR167C,0.938805031482828
YDR395W,YIL115C,0.89800853485064
YBR060C,YIL150C,0.660028449502134
YBR215W,YOR290C,0.714859437751004
YIL035C,YPR010C,0.753242918792004
YER125W,YHL002W,0.912586996242321
