From	To
P46682	sce:YGR261C
P38361	sce:YBR296C
P25376	sce:YCL025C
Q04409	sce:YDR516C
P17967	sce:YCL043C
P25626	sce:YCR046C
Q06148	sce:YLR265C
Q12144	sce:YLR064W
P36147	sce:YKR065C
Q05998	sce:YLR237W
Q08446	sce:YOR057W
P32378	sce:YNR041C
Q05942	sce:YLR221C
Q12055	sce:YDL166C
P32335	sce:YLR203C
P38429	sce:YMR263W
Q06324	sce:YLR190W
Q07987	sce:YLR037C
P27344	sce:YBR278W
P06245	sce:YPL203W
P53631	sce:YNR072W
P07272	sce:YLR014C
Q07879	sce:YLL042C
Q12524	sce:YLR151C
Q12455	sce:YLR146C
P20485	sce:YLR133W
Q00245	sce:YIL118W
P16658	sce:YLR105C
P40059	sce:YER088C
P39012	sce:YLR088W
P38693	sce:YHR215W
P47113	sce:YJR053W
Q12247	sce:YLR068W
Q99382	sce:YLR065C
P53274	sce:YGR126W
Q12345	sce:YLR052W
Q07967	sce:YLR030W
P47156	sce:YJR119C
P36004	sce:YKL168C
P53249	sce:YGR079W
Q04751	sce:YMR069W
P42938	sce:YGR205W
P22035	sce:YKR099W
P53335	sce:YGR280C
P32583	sce:YKR092C
P36162	sce:YKR083C
P36161	sce:YKR082W
Q04411	sce:YDR520C
P36123	sce:YKR028W
P35192	sce:YMR021C
P22515	sce:YKL210W
P32463	sce:YKL192C
P32895	sce:YKL181W
Q06213	sce:YPR168W
P48412	sce:YGR072W
P53242	sce:YGR066C
P32342	sce:YKL122C
P38723	sce:YHL048W
P35725	sce:YKL063C
P40851	sce:YPR122W
P26364	sce:YER170W
P10863	sce:YER011W
P38341	sce:YBR262C
P53341	sce:YGR292W
P04397	sce:YBR019C
P38219	sce:YBR025C
P38079	sce:YBR054W
P38237	sce:YBR058C
Q08271	sce:YOL132W
P38238	sce:YBR061C
P46948	sce:YGR195W
P50087	sce:YGR235C
P53332	sce:YGR277C
P00447	sce:YHR008C
P38763	sce:YHR022C
P53584	sce:YNL237W
P53390	sce:YPR138C
P32324	sce:YDR385W
P32324	sce:YOR133W
P38085	sce:YBR069C
P38247	sce:YBR077C
P00635	sce:YBR093C
P39965	sce:YER087W
P40095	sce:YER158C
P23180	sce:YHL021C
P36003	sce:YKL171W
Q08004	sce:YLR074C
P38262	sce:YBR103W
P38120	sce:YBR146W
Q12121	sce:YDL211C
P43573	sce:YFL023W
P38285	sce:YBR158W
P38288	sce:YBR162C
Q08182	sce:YOL028C
P40540	sce:YIL027C
P38374	sce:YBR162W-A
P25375	sce:YCL057W
P38867	sce:YHR177W
P38299	sce:YBR184W
P13712	sce:YBR195C
P38840	sce:YHR137W
P07271	sce:YML061C
P38308	sce:YBR203W
P38151	sce:YBR233W
Q03730	sce:YML018C
P38922	sce:YNL004W
P40556	sce:YIL006W
Q03702	sce:YKL011C
P25583	sce:YCL055W
P40583	sce:YIR039C
P25615	sce:YCR014C
P40363	sce:YJL068C
P25300	sce:YCR038C
P46675	sce:YLR045C
P43609	sce:YFR037C
P25632	sce:YCR052W
P38768	sce:YHR034C
Q07528	sce:YDL113C
Q07988	sce:YLR040C
P25365	sce:YCR067C
P25646	sce:YCR079W
P38738	sce:YHL029C
Q02651	sce:YPL027W
P42937	sce:YGR203W
P32899	sce:YHR148W
P25606	sce:YCR100C
P33893	sce:YBL080C
P40858	sce:YJL096W
Q12219	sce:YOR114W
Q06200	sce:YLR443W
P40562	sce:YIR002C
P00927	sce:YER086W
Q12473	sce:YLL051C
P50112	sce:YDL049C
P40582	sce:YIR038C
Q12229	sce:YDL091C
P21147	sce:YGL055W
Q12184	sce:YPL252C
P25594	sce:YCL069W
P38690	sce:YHR033W
P47027	sce:YJL090C
P08466	sce:YJL208C
P32800	sce:YJL210W
P47087	sce:YJR012C
Q12334	sce:YDL139C
Q07541	sce:YDL121C
P33322	sce:YLR175W
P25694	sce:YDL126C
Q12202	sce:YLR054C
P32643	sce:YER175C
P25566	sce:YCL033C
P38689	sce:YHL011C
P25332	sce:YCR036W
P25366	sce:YCR095C
P43637	sce:YGL179C
Q05946	sce:YLR222C
Q05043	sce:YMR030W
P38115	sce:YBR149W
P38339	sce:YBR260C
P40486	sce:YIL104C
P53185	sce:YGL036W
P40015	sce:YER019W
P53167	sce:YGL063W
Q04947	sce:YDR233C
Q07990	sce:YLR042C
P40076	sce:YER121W
P37265	sce:YCR041W
Q04951	sce:YMR305C
P36017	sce:YOR089C
P47001	sce:YJL158C
P38897	sce:YAR066W
P38897	sce:YHR214W
Q03718	sce:YML023C
P40303	sce:YOL038W
P38330	sce:YBR238C
P36093	sce:YKL043W
P25554	sce:YCL010C
P38146	sce:YBR264C
Q00618	sce:YJL031C
P25627	sce:YCR047C
P38342	sce:YBR265W
P50896	sce:YDR505C
Q04178	sce:YDR399W
P47072	sce:YJL016W
P40462	sce:YIL137C
Q12136	sce:YDL153C
P38180	sce:YBL081W
P40971	sce:YDR034C
P13090	sce:YML116W
Q00381	sce:YJR058C
P39972	sce:YEL075C
Q02256	sce:YIR026C
Q99373	sce:YPL159C
Q99393	sce:YOL101C
P11412	sce:YNL241C
P38225	sce:YBR041W
P38347	sce:YBR271W
Q06523	sce:YPR148C
P53394	sce:YPR003C
P33311	sce:YPL270W
Q99299	sce:YPL158C
P41930	sce:YPL092W
Q02803	sce:YPL052W
P39683	sce:YOR209C
P54867	sce:YOR008C
Q08231	sce:YOL072W
P53757	sce:YNR071C
P53740	sce:YNR048W
P54839	sce:YML126C
Q06689	sce:YLR413W
Q12478	sce:YLR157W-D
Q12478	sce:YLR156W
Q12478	sce:YLR159W
Q12478	sce:YLR161W
Q12478	sce:YLR157W-E
P53983	sce:YNL008C
P25297	sce:YML123C
Q04228	sce:YML013W
P20051	sce:YLR420W
P52910	sce:YLR153C
Q12354	sce:YLR118C
Q12133	sce:YLR066W
P54964	sce:YLR059C
Q07915	sce:YLR009W
P36172	sce:YKR105C
P35994	sce:YKL224C
P36053	sce:YKL160W
P28707	sce:YKL117W
P40577	sce:YIR025W
P40563	sce:YIR003W
P40493	sce:YIL096C
P89114	sce:YHR079C-A
P38777	sce:YHR049W
P17076	sce:YHL033C
P40107	sce:YGL225W
P53080	sce:YGL222C
P53179	sce:YGL045W
Q00684	sce:YFR028C
P43556	sce:YFL047W
P16387	sce:YER178W
Q02771	sce:YER058W
P39941	sce:YEL070W
P39941	sce:YNR073C
P51402	sce:YDR500C
Q04083	sce:YDR438W
Q03976	sce:YDR175C
Q04344	sce:YDL125C
P0C2H8	sce:YDL075W
Q12408	sce:YDL046W
P25574	sce:YCL045C
P33313	sce:YBR155W
P36531	sce:YBR122C
P38244	sce:YBR074W
P34224	sce:YBL059W
P39551	sce:YAR031W
P39707	sce:YAR008W
P13587	sce:YDR040C
P31373	sce:YAL012W
P24814	sce:YJR090C
P39561	sce:YHR212W-A
Q06644	sce:YDR307W
P47035	sce:YJL076W
P05753	sce:YHR203C
P05753	sce:YJR145C
Q08687	sce:YOR252W
P46961	sce:YPL076W
P32770	sce:YDL167C
P53278	sce:YGR130C
P53239	sce:YGR062C
P32495	sce:YDL208W
Q12046	sce:YDL209C
P39968	sce:YEL013W
P38169	sce:YBL098W
P06197	sce:YPR113W
Q07747	sce:YDL243C
P47065	sce:YJL023C
Q12185	sce:YDR018C
P38061	sce:YBL092W
Q12021	sce:YDR030C
P22336	sce:YAR007C
P38113	sce:YBR145W
P38125	sce:YBR180W
Q07500	sce:YDL085W
P47186	sce:YDL247W
P47186	sce:YJR160C
P39954	sce:YER043C
P43618	sce:YFR046C
P43623	sce:YFR055W
P53128	sce:YGL125W
P53079	sce:YGL223C
P38074	sce:YBR034C
P32493	sce:YMR064W
Q12218	sce:YOR009W
P38616	sce:YNL160W
P15565	sce:YDR120C
P13663	sce:YDR158W
Q12464	sce:YPL235W
Q12128	sce:YOR134W
P53735	sce:YNR039C
P07170	sce:YDR226W
P33300	sce:YPL057C
Q12086	sce:YDR263C
Q12420	sce:YOR308C
P53211	sce:YGR018C
P47190	sce:YOR321W
P42947	sce:YJL107C
Q12505	sce:YPL026C
Q06580	sce:YPR188C
Q02895	sce:YPL088W
P40154	sce:YNL215W
P53907	sce:YNL144C
P50106	sce:YDR156W
P38287	sce:YBR161W
P38082	sce:YBR066C
P40026	sce:YER038C
Q12072	sce:YLR095C
Q08001	sce:YLR072W
P18961	sce:YMR104C
P17121	sce:YDR389W
Q06338	sce:YDR361C
P31115	sce:YFL001W
Q03205	sce:YDR042C
Q04562	sce:YDR107C
P14020	sce:YPR183W
Q06675	sce:YDR318W
Q04053	sce:YDR425W
Q03305	sce:YDR465C
Q12297	sce:YPL011C
P40034	sce:YER051W
P27809	sce:YDR483W
P43592	sce:YFR008W
P21623	sce:YDR403W
P40054	sce:YER081W
P39952	sce:YER154W
Q04599	sce:YDR116C
Q07530	sce:YDL114W
Q02685	sce:YPL024W
Q12091	sce:YPL170W
Q07362	sce:YDL053C
P07255	sce:YDL067C
P40993	sce:YDR478W
P40057	sce:YER084W
P53223	sce:YGR036C
P38843	sce:YHR142W
P38932	sce:YGL095C
P32609	sce:YDR323C
Q07896	sce:YLR002C
Q04773	sce:YMR074C
Q06325	sce:YDR349C
P50273	sce:YDR350C
Q06333	sce:YDR357C
Q06344	sce:YDR365C
Q06350	sce:YDR371W
P40335	sce:YJL053W
Q08906	sce:YOR382W
P43621	sce:YFR051C
P47134	sce:YJR089W
Q04062	sce:YDR427W
P21651	sce:YJR021C
Q03338	sce:YDR473C
Q03370	sce:YDR479C
P40463	sce:YIL135C
P40960	sce:YDR488C
P53252	sce:YGR086C
P38325	sce:YBR230C
P48813	sce:YDR508C
P40003	sce:YEL005C
P53158	sce:YGL079W
P39995	sce:YEL018W
P21373	sce:YJR049C
P32621	sce:YEL042W
P39931	sce:YLR250W
P32449	sce:YBR249C
P32613	sce:YEL048C
Q03010	sce:YPL139C
P38998	sce:YIR034C
P39981	sce:YEL064C
P39924	sce:YEL069C
P50277	sce:YNR058W
P38231	sce:YBR047W
P32571	sce:YDR069C
P28263	sce:YEL012W
P53008	sce:YGL027C
Q01163	sce:YGL129C
P53254	sce:YGR090W
P35735	sce:YKL051W
P32901	sce:YKR093W
P49435	sce:YML022W
P38993	sce:YMR058W
Q04487	sce:YMR118C
P32048	sce:YNL073W
P53895	sce:YNL159C
P53833	sce:YNL282W
P25040	sce:YOL022C
Q08213	sce:YOL042W
P02992	sce:YOR187W
Q08601	sce:YOR197W
Q01926	sce:YOR334W
Q08911	sce:YOR388C
Q08285	sce:YOL142W
P42939	sce:YGR206W
P39101	sce:YER048C
P36159	sce:YKR079C
Q12211	sce:YPL212C
Q06493	sce:YPR125W
Q08921	sce:YPL180W
P32791	sce:YLR214W
P25568	sce:YCL038C
P49018	sce:YDR331W
Q03088	sce:YPL032C
P40050	sce:YER077C
P49704	sce:YGR091W
P38292	sce:YBR168W
P38141	sce:YBR240C
P38142	sce:YBR241C
P32771	sce:YDL168W
P49626	sce:YDR012W
Q06640	sce:YDR306C
P53183	sce:YGL039W
P53137	sce:YGL110C
P49723	sce:YGR180C
P42942	sce:YGR210C
P47146	sce:YJR108W
Q12143	sce:YPL233W
P54858	sce:YDR068W
P40065	sce:YER106W
Q08651	sce:YOR246C
P08593	sce:YPR134W
Q12207	sce:YPR149W
P40055	sce:YER082C
Q12069	sce:YDL036C
P43636	sce:YGL065C
P35731	sce:YKL055C
P32644	sce:YER176W
P40080	sce:YER128W
P40085	sce:YER140W
P39944	sce:YER144C
P40088	sce:YER145C
P36096	sce:YKL034W
P10356	sce:YER152C
P10355	sce:YER153C
P43575	sce:YFL020C
Q02864	sce:YPL071C
P46959	sce:YJL125C
P40101	sce:YER186C
P43581	sce:YFL011W
P53294	sce:YGR169C
P25374	sce:YCL017C
Q06543	sce:YLR243W
P06842	sce:YFL026W
P43570	sce:YFL027C
P43567	sce:YFL030W
P43562	sce:YFL040W
P43551	sce:YFL052W
O13578	sce:YLR415C
P43587	sce:YFR003C
P04039	sce:YLR395C
Q12262	sce:YPR046W
P23337	sce:YFR015C
P39003	sce:YDR343C
P35195	sce:YBL001C
Q05611	sce:YDR275W
P28584	sce:YKR050W
Q12691	sce:YDR038C
P47176	sce:YJR148W
P40035	sce:YER053C
P38265	sce:YBR107C
P40532	sce:YIL040W
P17695	sce:YDR513W
Q02969	sce:YPL112C
P00890	sce:YNR001C
Q04412	sce:YDR524C
Q04433	sce:YDR534C
P39932	sce:YDR536W
Q03049	sce:YDR541C
P38800	sce:YHR080C
P04801	sce:YIL078W
P40025	sce:YER037W
P04806	sce:YFR053C
P40510	sce:YIL074C
P10849	sce:YDL044C
P43591	sce:YFR007W
Q08237	sce:YOL080C
P53214	sce:YGR023W
P53259	sce:YGR101W
P53324	sce:YGR263C
P38701	sce:YHL015W
Q12140	sce:YDL037C
Q02770	sce:YPL064C
P53909	sce:YNL141W
P46949	sce:YGR196C
P32902	sce:YHL004W
Q99186	sce:YOL062C
P19955	sce:YFR049W
P47011	sce:YJL137C
P53860	sce:YNL231C
P53188	sce:YGL029W
P32781	sce:YGL032C
P53146	sce:YGL098W
Q12172	sce:YOR162C
P53121	sce:YGL139W
P22855	sce:YGL156W
Q12292	sce:YOL083W
P53750	sce:YNR064C
P40525	sce:YIL052C
P53070	sce:YGL236C
P53061	sce:YGL249W
P53202	sce:YGR003W
P53203	sce:YGR004W
P53207	sce:YGR013W
P33203	sce:YKL012W
Q12029	sce:YOR271C
P48836	sce:YHR039C-A
P53233	sce:YGR052W
Q02783	sce:YPL060W
P53235	sce:YGR054W
P53241	sce:YGR065C
P05735	sce:YBL027W
P05735	sce:YBR084C-A
Q02721	sce:YLR329W
P40260	sce:YGR121C
P53317	sce:YGR251W
P48361	sce:YGR097W
P05740	sce:YKL180W
P49090	sce:YGR124W
P48234	sce:YGR145W
P48236	sce:YGR149W
P38590	sce:YNL053W
P53292	sce:YGR165W
P53388	sce:YPL265W
P32893	sce:YGR166W
Q07376	sce:YDL054C
P00724	sce:YIL162W
P40988	sce:YMR319C
P32340	sce:YML120C
P40106	sce:YER062C
P53892	sce:YNL164C
P33330	sce:YOR184W
Q02786	sce:YPL056C
P50079	sce:YGR223C
Q08912	sce:YOR389W
P53314	sce:YGR247W
P53732	sce:YNR036C
P53327	sce:YGR271W
P53331	sce:YGR276C
P32527	sce:YGR285C
Q12318	sce:YLR376C
P13434	sce:YBL021C
Q99188	sce:YOR107W
P38740	sce:YHL026C
P38758	sce:YHR009C
P38705	sce:YHR011W
P53141	sce:YGL106W
Q99260	sce:YLR262C
Q06139	sce:YLR346C
Q06144	sce:YLR350W
P40161	sce:YNL206C
P38297	sce:YBR179C
P00560	sce:YCR012W
Q06704	sce:YLR309C
P36165	sce:YKR089C
P43537	sce:YFL067W
P38786	sce:YHR062C
P38787	sce:YHR063C
P38829	sce:YHR122W
P38695	sce:YHR096C
P25359	sce:YCR035C
P38822	sce:YHR114W
Q99190	sce:YDL015C
P04451	sce:YBL087C
P04451	sce:YER117W
P53246	sce:YGR071C
P06775	sce:YGR191W
Q12379	sce:YDR260C
Q07949	sce:YLR019W
P40574	sce:YIR018W
Q12171	sce:YOR147W
P40466	sce:YIL131C
Q03508	sce:YMR265C
P53616	sce:YNL066W
Q04004	sce:YDR183W
P33751	sce:YDR538W
P43599	sce:YFR018C
P43617	sce:YFR045W
P05743	sce:YLR344W
P38773	sce:YHR043C
Q07629	sce:YDL218W
P40353	sce:YOR377W
Q03208	sce:YML119W
P27515	sce:YNR012W
P16451	sce:YGR193C
P42941	sce:YGR208W
P22803	sce:YGR209C
P38707	sce:YHR019C
Q12025	sce:YDR056C
P41910	sce:YDR005C
P39563	sce:YAR064W
P23900	sce:YLL043W
Q07648	sce:YDL219W
Q12421	sce:YDR022C
P14682	sce:YDR054C
Q12454	sce:YDR067C
Q05530	sce:YDR286C
P46993	sce:YJL170C
P0C0W1	sce:YJL190C
P36060	sce:YKL150W
P25656	sce:YCR094W
P53135	sce:YGL113W
P32588	sce:YNL016W
P53129	sce:YGL124C
P52490	sce:YDR092W
P43604	sce:YFR026C
P53111	sce:YGL157W
P40537	sce:YIL031W
P47119	sce:YJR069C
P36064	sce:YKL137W
Q02486	sce:YMR072W
P38958	sce:YDR079W
P37296	sce:YMR054W
P46956	sce:YJL117W
P46973	sce:YJR055W
Q02890	sce:YPL096W
P38041	sce:YBL085W
P53193	sce:YGL018C
P14120	sce:YGL030W
P53219	sce:YGR031W
P53264	sce:YGR110W
P40187	sce:YIL045W
P07266	sce:YIR021W
P47050	sce:YJL047C
P40366	sce:YJL065C
P47977	sce:YLR136C
P53427	sce:YLR461W
Q03102	sce:YML131W
P32462	sce:YNL280C
Q12442	sce:YOL002C
P22140	sce:YHR123W
P40422	sce:YHR143W-A
P38682	sce:YER122C
P38849	sce:YHR151C
P38858	sce:YHR163W
P38860	sce:YHR168W
P00925	sce:YHR174W
P04819	sce:YDL164C
P38828	sce:YHR121W
P20459	sce:YJR007W
Q12246	sce:YOR171C
P38884	sce:YHR198C
P38698	sce:YHR201C
Q05015	sce:YMR222C
P53728	sce:YNR028W
Q08816	sce:YOR352W
P40308	sce:YMR313C
P38256	sce:YBR096W
P38293	sce:YBR173C
P32945	sce:YPL179W
P38152	sce:YBR291C
P25373	sce:YCL035C
Q04120	sce:YDR453C
P40516	sce:YIL064W
P40497	sce:YIL092W
P40492	sce:YIL097W
P32461	sce:YKL191W
P25045	sce:YMR296C
P40483	sce:YIL108W
P15303	sce:YPR181C
P38907	sce:YDR254W
P22148	sce:YOL116W
P40474	sce:YIL121W
P40572	sce:YIR016W
P46944	sce:YDR108W
P47077	sce:YJL010C
P38741	sce:YHL024W
P40361	sce:YJL070C
Q04398	sce:YDR504C
P53057	sce:YGL259W
P40360	sce:YJL071W
P40359	sce:YJL072C
P47033	sce:YJL078C
P46984	sce:YJL184W
Q06630	sce:YDR296W
Q01939	sce:YGL048C
P19812	sce:YGR184C
P27636	sce:YAR019C
P34244	sce:YKL101W
P25342	sce:YCR002C
P47086	sce:YJR011C
P47101	sce:YJR030C
P38300	sce:YBR185C
P53951	sce:YNL051W
P53867	sce:YNL223W
P29311	sce:YER177W
P21657	sce:YIR023W
P17505	sce:YKL085W
P41832	sce:YNL271C
P38631	sce:YLR342W
P06781	sce:YNL090W
P40965	sce:YFL003C
P53231	sce:YGR050C
Q03558	sce:YHR179W
P32573	sce:YNL202W
P38272	sce:YBR130C
P32492	sce:YAL029C
Q12216	sce:YOR156C
P36080	sce:YKL082C
P50111	sce:YMR273C
P08964	sce:YHR023W
P38324	sce:YBR228W
P53894	sce:YNL161W
Q12244	sce:YLL054C
P38836	sce:YHR132C
P40482	sce:YIL109C
P09938	sce:YJL026W
P53973	sce:YNL021W
P20840	sce:YJR004C
P02557	sce:YFL037W
P53541	sce:YNL012W
P38825	sce:YHR117W
P32904	sce:YHR147C
P40484	sce:YIL106W
P40454	sce:YIL153W
Q03653	sce:YMR212C
Q12017	sce:YOR281C
P53045	sce:YGR060W
P47085	sce:YJR008W
P37298	sce:YDR178W
Q03941	sce:YDR196C
P36421	sce:YGR185C
P27614	sce:YJL172W
P32597	sce:YIL126W
P38856	sce:YHR161C
Q12004	sce:YPR056W
P35169	sce:YJR066W
P21705	sce:YNL314W
P31377	sce:YAL014C
P27472	sce:YLR258W
Q02100	sce:YNL167C
P53150	sce:YGL090W
Q02825	sce:YPL083C
O74700	sce:YEL020W-A
P38991	sce:YPL209C
P32479	sce:YBL008W
P32591	sce:YJL176C
P32480	sce:YOR038C
Q05359	sce:YAR002C-A
P39704	sce:YAL007C
P00175	sce:YML054C
P32641	sce:YER173W
Q99394	sce:YOR115C
P43682	sce:YKL006C-A
P38968	sce:YDL195W
Q06632	sce:YDR301W
P42841	sce:YNL317W
P34216	sce:YBL047C
Q03862	sce:YDR101C
P40069	sce:YER110C
P46673	sce:YJR042W
P32367	sce:YBR123C
P39705	sce:YAR002W
P11484	sce:YDL229W
Q02932	sce:YPL125W
P89102	sce:YDR166C
Q02767	sce:YPL065W
P53152	sce:YGL087C
P32849	sce:YLR032W
P38881	sce:YHR195W
Q08096	sce:YOL010W
P47045	sce:YJL054W
Q06032	sce:YLR394W
Q04675	sce:YMR059W
P40987	sce:YOR349W
Q01590	sce:YLR026C
P24719	sce:YOR351C
P34110	sce:YJL154C
P02994	sce:YBR118W
P02994	sce:YPR080W
Q92331	sce:YOR069W
P40541	sce:YIL026C
Q04002	sce:YDR180W
Q12158	sce:YDL003W
P28791	sce:YDR498C
P25604	sce:YCL008C
P15646	sce:YDL014W
Q6Q547	sce:YHR072W-A
Q12499	sce:YOR310C
P20604	sce:YDL047W
P21801	sce:YLL041C
P33421	sce:YKL141W
P32558	sce:YGL207W
P32447	sce:YJL115W
Q06639	sce:YDR303C
P49956	sce:YMR078C
P07276	sce:YGR258C
P06103	sce:YOR361C
P38249	sce:YBR079C
P32559	sce:YMR023C
P35207	sce:YLR398C
P40856	sce:YJL098W
P00445	sce:YJR104C
P38228	sce:YBR044C
P38931	sce:YDR443C
P25390	sce:YCR073C
Q04359	sce:YMR017W
Q12038	sce:YPR032W
Q07688	sce:YDL235C
P32319	sce:YBL017C
P38929	sce:YGL006W
Q12071	sce:YDR027C
Q12432	sce:YPR023C
Q02208	sce:YKR010C
P32341	sce:YKL119C
P20795	sce:YLR396C
P36015	sce:YKL196C
P53197	sce:YGL003C
Q05949	sce:YLR226W
P47058	sce:YJL035C
P46957	sce:YJR006W
P46681	sce:YDL178W
P31385	sce:YAL013W
P40564	sce:YIR004W
P54860	sce:YDL190C
Q07921	sce:YLR010C
P41814	sce:YNL062C
P06844	sce:YDR392W
Q03280	sce:YDR457W
Q02931	sce:YPL126W
P36130	sce:YKR036C
P43569	sce:YFL028C
P38814	sce:YHR103W
P43601	sce:YFR021W
Q04958	sce:YML059C
P11938	sce:YNL216W
P10964	sce:YOR341W
Q03125	sce:YDR043C
Q08723	sce:YOR261C
P32867	sce:YPL232W
P50090	sce:YGR238C
P21965	sce:YNL307C
P20134	sce:YOR140W
P38915	sce:YLR055C
P17442	sce:YGR233C
Q06449	sce:YPR154W
P39107	sce:YPL050C
P53212	sce:YGR021W
Q12151	sce:YDR213W
P17629	sce:YDR138W
P53552	sce:YNL139C
P39732	sce:YAL031C
P35845	sce:YAR042W
P53046	sce:YGR070W
P40494	sce:YIL095W
P40453	sce:YIL156W
P36037	sce:YKL213C
P36119	sce:YKR023W
P13186	sce:YLR096W
Q12043	sce:YOR081C
P53142	sce:YGL104C
P53947	sce:YNL058C
P00950	sce:YKL152C
Q08673	sce:YOR247W
P15274	sce:YML035C
Q06108	sce:YPR115W
P41544	sce:YJL004C
P38351	sce:YBR279W
Q12168	sce:YLR144C
Q04003	sce:YDR181C
P46678	sce:YNL039W
P40327	sce:YDL007W
P47061	sce:YJL029C
Q08873	sce:YOR367W
P08458	sce:YDR523C
P14742	sce:YKL104C
P39692	sce:YFR030W
P16861	sce:YGR240C
P38788	sce:YHR064C
Q08444	sce:YOR056C
Q12466	sce:YOR086C
P08524	sce:YJL167W
Q08235	sce:YOL077C
P53914	sce:YNL132W
P25586	sce:YCL059C
Q12522	sce:YPR016C
P33202	sce:YKL010C
P07283	sce:YFL045C
P35182	sce:YDL006W
P30665	sce:YPR019W
P32528	sce:YBR208C
Q03940	sce:YDR190C
P47100	sce:YJR029W
P38011	sce:YMR116C
Q03921	sce:YDR141C
Q12734	sce:YPR030W
P26448	sce:YMR055C
P10081	sce:YJL138C
P10081	sce:YKR059W
Q12494	sce:YDR017C
P20049	sce:YBR166C
Q07533	sce:YDL117W
P53941	sce:YNL075W
P36150	sce:YKR069W
P40317	sce:YDR006C
P14126	sce:YOR063W
P53960	sce:YNL040W
Q04835	sce:YMR253C
P38077	sce:YBR039W
P53950	sce:YNL054W
Q04373	sce:YDR496C
P39077	sce:YJL014W
P53119	sce:YGL141W
P09436	sce:YBL076C
P53861	sce:YNL230C
Q12427	sce:YDR169C
Q08496	sce:YOR080W
Q03690	sce:YMR012W
P53961	sce:YNL038W
P28817	sce:YDR036C
P38779	sce:YHR052W
P33399	sce:YDL051W
P53163	sce:YGL068W
P47019	sce:YJL122W
P53978	sce:YNL014W
P04840	sce:YNL055C
P38755	sce:YHR001W
P39987	sce:YEL030W
P25294	sce:YNL007C
P24276	sce:YDR293C
P50101	sce:YMR304W
P32582	sce:YGR155W
Q07657	sce:YDL225W
P38774	sce:YHR044C
P05694	sce:YER091C
P10127	sce:YGL256W
P38891	sce:YHR208W
P32797	sce:YDL220C
Q12398	sce:YOR032C
P07806	sce:YGR094W
P26309	sce:YGL116W
P23542	sce:YLR027C
P07260	sce:YOL139C
P53883	sce:YNL175C
Q08975	sce:YPL258C
P38352	sce:YBR280C
P40413	sce:YJR064W
Q05979	sce:YLR231C
P24783	sce:YNL112W
Q05022	sce:YMR229C
P38789	sce:YHR066W
P40010	sce:YER006W
P51534	sce:YOR035C
P41735	sce:YOR125C
P37012	sce:YMR105C
P36010	sce:YKL067W
P14747	sce:YML057W
P23394	sce:YDR243C
Q01560	sce:YDR432W
P32328	sce:YPR111W
P38719	sce:YHR169W
P21524	sce:YER070W
Q07505	sce:YDL086W
Q12389	sce:YDL031W
Q08208	sce:YOL041C
P34241	sce:YKL014C
P34252	sce:YKL108W
P14832	sce:YDR155C
P15424	sce:YDR194C
P36160	sce:YKR081C
Q12230	sce:YPL004C
Q12754	sce:YPL012W
Q12159	sce:YDR381W
Q03957	sce:YKL139W
P43583	sce:YFL007W
P38333	sce:YBR247C
P38797	sce:YHR076W
P53086	sce:YGL216W
Q06631	sce:YDR299W
P06738	sce:YPR160W
P40078	sce:YER126C
P40496	sce:YIL093C
P47120	sce:YJR070C
P31383	sce:YAL016W
P41810	sce:YDR238C
P00937	sce:YKL211C
P38861	sce:YHR170W
P30606	sce:YOL103W
Q12024	sce:YOR272W
P36139	sce:YKR046C
Q06337	sce:YDR359C
P39079	sce:YDR188W
P38879	sce:YHR193C
Q05931	sce:YLR369W
Q07963	sce:YLR024C
P53136	sce:YGL111W
P23776	sce:YLR300W
P40007	sce:YER002W
P27692	sce:YML010W
P39521	sce:YPR104C
P41813	sce:YNL068C
P31374	sce:YAL017W
Q07478	sce:YDL084W
O13539	sce:YHR167W
P51996	sce:YGL210W
P38323	sce:YBR227C
P40215	sce:YMR145C
P38911	sce:YML074C
P53261	sce:YGR103W
Q12276	sce:YOR227W
P33329	sce:YDR436W
P38720	sce:YHR183W
Q05040	sce:YMR029C
P43586	sce:YFR001W
P39985	sce:YEL055C
P53944	sce:YNL063W
P38623	sce:YLR248W
P38321	sce:YBR225W
P40850	sce:YNL085W
P39004	sce:YDR342C
Q12032	sce:YOR215C
P34163	sce:YKL140W
Q06211	sce:YPR164W
P41811	sce:YGL137W
P32464	sce:YKL189W
P39006	sce:YNL169C
P32368	sce:YKL212W
P53739	sce:YNR047W
P42945	sce:YJL109C
P38691	sce:YHR082C
P25808	sce:YFL002C
P40693	sce:YNL002C
P39984	sce:YEL056W
Q12019	sce:YLR106C
P28272	sce:YKL216W
P47166	sce:YJR134C
P18238	sce:YBR085W
P32657	sce:YER164W
Q04693	sce:YML049C
P53067	sce:YGL241W
P32349	sce:YPR190C
P32581	sce:YJL106W
Q06679	sce:YDR324C
P47143	sce:YJR105W
P40565	sce:YIR005W
Q08773	sce:YOR304W
Q12074	sce:YPR069C
P18239	sce:YBL030C
P32332	sce:YKL120W
P42935	sce:YGR200C
P33201	sce:YKL009W
Q03162	sce:YMR100W
P53131	sce:YGL120C
P40156	sce:YNL213C
Q04410	sce:YDR517W
P38737	sce:YHL030W
P35178	sce:YDR087C
P39976	sce:YEL071W
P22133	sce:YOL126C
P40495	sce:YIL094C
P27801	sce:YLR148W
P50094	sce:YML056C
