From	To
P32833	sce:YBR060C
P50874	sce:YNL261W
P41543	sce:YJL002C
P46964	sce:YOR103C
Q92316	sce:YGL226C-A
P48439	sce:YOR085W
P39007	sce:YGL022W
Q02795	sce:YMR149W
P33767	sce:YEL002C
P38282	sce:YBR152W
P40091	sce:YER149C
P32486	sce:YPR159W
P53010	sce:YGL094C
P29468	sce:YKR002W
Q12102	sce:YLR115W
Q01329	sce:YAL043C
P40155	sce:YNL214W
P80667	sce:YLR191W
P35056	sce:YDR244W
P32796	sce:YML042W
P20052	sce:YOL001W
P29055	sce:YPR086W
Q12224	sce:YPL089C
P34226	sce:YBL061C
P32807	sce:YMR284W
P32578	sce:YDR422C
P42845	sce:YNL309W
P14906	sce:YOR254C
P07560	sce:YFL005W
P31109	sce:YAL030W
P18759	sce:YBR080C
P32607	sce:YOL067C
P39940	sce:YER125W
P53437	sce:YMR270C
P53549	sce:YOR259C
P17079	sce:YDR418W
P17079	sce:YEL054C
P41805	sce:YLR075W
P43565	sce:YFL033C
P06778	sce:YML032C
Q00816	sce:YDR028C
P07261	sce:YPL075W
P22216	sce:YPL153C
P06779	sce:YJR052W
P40217	sce:YMR146C
Q04067	sce:YDR429C
P36024	sce:YKR072C
P31384	sce:YAL021C
P47110	sce:YJR043C
P13382	sce:YNL102W
P40348	sce:YJR068W
P38629	sce:YNL290W
P40339	sce:YOL094C
P38251	sce:YBR087W
P24482	sce:YPR175W
P10363	sce:YIR008C
Q01852	sce:YIL022W
P23644	sce:YMR203W
P38314	sce:YBR214W
P09232	sce:YEL060C
P40530	sce:YIL042C
P04710	sce:YMR056C
P53893	sce:YNL163C
Q12271	sce:YOR109W
Q12096	sce:YOR320C
P48582	sce:YPL084W
Q12461	sce:YPL152W
P34228	sce:YBL066C
Q12476	sce:YDL175C
Q04089	sce:YDR440W
P32481	sce:YER025W
P53100	sce:YGL185C
P40527	sce:YIL048W
P21672	sce:YIL066C
P57743	sce:YLR438C-A
Q04748	sce:YMR066W
P32874	sce:YMR207C
Q05029	sce:YMR237W
Q08337	sce:YOL163W
Q08337	sce:YOL162W
P12611	sce:YOR043W
P39073	sce:YPL042C
O14455	sce:YPL249C-A
P32074	sce:YNL287W
P53622	sce:YDL145C
Q05543	sce:YDR289C
Q04119	sce:YDR452W
P40077	sce:YER124C
P35688	sce:YDL240W
P40212	sce:YMR142C
P26786	sce:YOR096W
Q08581	sce:YOR195W
P33894	sce:YOR219C
P25345	sce:YCR024C
Q07527	sce:YDL112W
P40089	sce:YER146W
P43538	sce:YFL066C
P38750	sce:YHL008C
P37291	sce:YLR058C
P12866	sce:YKL209C
P49960	sce:YMR268C
P25270	sce:YOR201C
P51979	sce:YGL251C
Q04991	sce:YMR221C
Q07468	sce:YDL077C
P20053	sce:YPR178W
P25612	sce:YCR107W
P47068	sce:YJL020C
P36117	sce:YKR021W
P14772	sce:YLL015W
P33760	sce:YNL329C
P18544	sce:YOL140W
Q01684	sce:YER115C
P30775	sce:YGL143C
Q03667	sce:YMR002W
P53727	sce:YNR027W
P23615	sce:YGR116W
P47171	sce:YJR140C
O13527	sce:YAR009C
P38198	sce:YBL034C
P38065	sce:YBL037W
P07256	sce:YBL045C
P40570	sce:YIR014W
P08638	sce:YLR451W
P46963	sce:YML112W
P47117	sce:YJR065C
P02365	sce:YBR181C
P02365	sce:YPL090C
P21951	sce:YNL262W
Q06625	sce:YPR184W
P33419	sce:YPL124W
P38736	sce:YHL031C
P14736	sce:YER162C
Q00416	sce:YLR430W
P30619	sce:YDR164C
Q12329	sce:YDR171W
P32903	sce:YCR024C-A
Q04792	sce:YMR250W
P23059	sce:YCR020C-A
P40395	sce:YLR039C
Q12275	sce:YOR093C
P38699	sce:YHR178W
P35817	sce:YLR399C
P30283	sce:YPR120C
Q06389	sce:YDR373W
Q04964	sce:YML058W
P08539	sce:YHR005C
P40473	sce:YIL122W
P39545	sce:YAR020C
P08468	sce:YMR257C
P32911	sce:YNL244C
Q07549	sce:YDL123W
Q04322	sce:YMR192W
P21243	sce:YGL011C
P06786	sce:YNL088W
P35187	sce:YMR190C
P13099	sce:YLR234W
P32602	sce:YBL050W
Q12287	sce:YLL009C
P38348	sce:YBR272C
P17558	sce:YOR158W
P36048	sce:YKL173W
Q03770	sce:YDR160W
Q12309	sce:YLR117C
P39734	sce:YAL028W
P25649	sce:YCR082W
Q12516	sce:YDL133W
P36075	sce:YKL090W
Q08206	sce:YOL036W
Q08931	sce:YPL192C
Q12436	sce:YLR130C
Q03656	sce:YMR216C
P38804	sce:YHR087W
P40507	sce:YIL079C
Q08550	sce:YOR177C
P32525	sce:YJL201W
P38257	sce:YBR098W
P33338	sce:YNL243W
P18494	sce:YER040W
P43123	sce:YDL103C
P38764	sce:YHR027C
P25343	sce:YCR009C
P33200	sce:YBL005W
Q05670	sce:YMR232W
Q03018	sce:YGR098C
P39112	sce:YMR287C
P32855	sce:YPR055W
Q12034	sce:YDR515W
Q01532	sce:YNL239W
P22213	sce:YDR189W
P35209	sce:YMR179W
Q99314	sce:YOR213C
P20447	sce:YGL078C
P38862	sce:YHR171W
P32458	sce:YJR076C
Q07872	sce:YLL038C
P39969	sce:YER114C
Q08754	sce:YOR299W
P00912	sce:YDR007W
Q03691	sce:YMR200W
P32584	sce:YDR410C
P22224	sce:YGL233W
P32944	sce:YJL187C
P32618	sce:YEL043W
P53280	sce:YGR134W
P54786	sce:YML109W
P21339	sce:YOR188W
P38165	sce:YBL103C
P40505	sce:YIL084C
P47057	sce:YJL036W
P48562	sce:YNL298W
P32526	sce:YPL269W
Q03898	sce:YDR130C
Q02606	sce:YPL014W
P53721	sce:YNR018W
P38877	sce:YHR191C
P39009	sce:YDL101C
Q05031	sce:YMR238W
P53857	sce:YNL234W
P48231	sce:YNL087W
P23748	sce:YMR036C
P47049	sce:YJL048C
P39946	sce:YOR269W
Q04461	sce:YMR111C
P48568	sce:YDL186W
P38870	sce:YHR182W
Q99332	sce:YOR324C
Q06440	sce:YLR429W
P53968	sce:YNL027W
P38890	sce:YHR207C
Q05080	sce:YMR032W
Q12377	sce:YDL097C
P38261	sce:YBR102C
P25555	sce:YCL011C
Q08908	sce:YOR384W
P40956	sce:YGL181W
Q06604	sce:YPR171W
Q04437	sce:YMR106C
P52917	sce:YPR173C
Q03818	sce:YMR159C
P40469	sce:YIL128W
Q02892	sce:YPL093W
P22209	sce:YAR018C
P38277	sce:YBR138C
P53309	sce:YGR241C
P43603	sce:YFR024C-A
P32827	sce:YGR118W
P32827	sce:YPR132W
Q04659	sce:YMR048W
P39677	sce:YJL102W
P38274	sce:YBR133C
P25044	sce:YDL230W
P50942	sce:YNL106C
Q08227	sce:YOL065C
Q12405	sce:YOR084W
P28004	sce:YAL032C
P38837	sce:YHR133C
Q12324	sce:YOR087W
Q12317	sce:YOL112W
P38791	sce:YHR068W
Q03792	sce:YMR154C
P21242	sce:YOR362C
P30656	sce:YPR103W
P30657	sce:YFR050C
P30402	sce:YMR271C
P39718	sce:YAL055W
P53184	sce:YGL037C
P36023	sce:YKR064W
P40316	sce:YDR113C
P34078	sce:YKL143W
Q00539	sce:YHR086W
P23594	sce:YDL134C
P40302	sce:YMR314W
Q12194	sce:YPL066W
P25043	sce:YOR157C
P53243	sce:YGR067C
P23724	sce:YBL041W
P23639	sce:YML092C
P15938	sce:YKR086W
Q08162	sce:YOL021C
P35194	sce:YBL004W
O13556	sce:YLR462W
Q08226	sce:YOL063C
P46974	sce:YJR127C
Q03776	sce:YDR235W
P25451	sce:YER094C
P43124	sce:YDL105W
P53599	sce:YNR031C
Q05541	sce:YDR288W
P38697	sce:YHR216W
P21269	sce:YER168C
Q05787	sce:YLR207W
P38176	sce:YBL089W
Q06677	sce:YDR320C
P40042	sce:YER066W
P53177	sce:YGL050W
P38716	sce:YHR112C
P32803	sce:YGL200C
P14737	sce:YDR217C
P38232	sce:YBR050C
Q06091	sce:YPR101W
Q12300	sce:YDL138W
P35844	sce:YPL145C
Q06815	sce:YPR079W
P40032	sce:YER049W
Q12250	sce:YDL147W
P34239	sce:YKL176C
P31379	sce:YAL018C
P48235	sce:YGR146C
P13856	sce:YGR152C
P40476	sce:YIL117C
P33314	sce:YKL092C
Q06005	sce:YLR239C
P23638	sce:YGR135W
P53851	sce:YNL253W
P53102	sce:YGL183C
P46151	sce:YPL023C
P05375	sce:YJR073C
P46982	sce:YJL186W
Q02866	sce:YPL070W
P19454	sce:YOR061W
P06105	sce:YJL080C
P40063	sce:YER104W
P34237	sce:YKL179C
Q07843	sce:YLL033W
P33299	sce:YKL145W
P28495	sce:YKL007W
P40030	sce:YER044C
P53159	sce:YGL075C
P47037	sce:YJL074C
Q06179	sce:YLR454W
P33895	sce:YOL069W
P30902	sce:YKL016C
P07251	sce:YBL099W
P00856	sce:Q0080
Q02732	sce:YPL018W
P00830	sce:YJR121W
Q03012	sce:YPL138C
P38163	sce:YBL106C
P45976	sce:YJR093C
Q06339	sce:YDR362C
P28274	sce:YBL039C
Q04934	sce:YDR229W
P32489	sce:YPL121C
P12612	sce:YDR212W
P38200	sce:YBL031W
Q04377	sce:YDR499W
P38817	sce:YHR108W
P20457	sce:YKL045W
P39523	sce:YMR124W
Q05672	sce:YDL189W
Q12390	sce:YLL060C
P25370	sce:YCL036W
Q08214	sce:YOL043C
P32610	sce:YEL051W
P32563	sce:YOR270C
P36116	sce:YKR020W
P53030	sce:YGL135W
P53030	sce:YPL220W
P32908	sce:YFL008W
P01097	sce:YDL181W
P53253	sce:YGR089W
Q06629	sce:YDR295C
P38989	sce:YFR031C
Q07508	sce:YDL087C
P40014	sce:YER018C
P17536	sce:YNL079C
P31376	sce:YAL011W
Q07457	sce:YDL074C
P53900	sce:YNL153C
P17065	sce:YNL272C
P35736	sce:YKL050C
P27895	sce:YEL061C
Q12349	sce:YLR295C
P36022	sce:YKR054C
Q12267	sce:YLR086W
P41901	sce:YGR059W
P11709	sce:YCL029C
P47149	sce:YJR112W
P52553	sce:YLR200W
Q00402	sce:YDR150W
P32457	sce:YLR314C
P21306	sce:YPL271W
P81450	sce:YML081C-A
Q12233	sce:YPR020W
P05626	sce:YPL078C
Q06405	sce:YDR377W
P00854	sce:Q0085
P61829	sce:Q0130
P09457	sce:YDR298C
P32453	sce:YNL315C
P39926	sce:YMR183C
Q02948	sce:YPL120W
P12753	sce:YNL250W
P38810	sce:YHR098C
Q12263	sce:YDR507C
P40352	sce:YJR035W
Q06608	sce:YPR172W
Q12483	sce:YPL002C
Q06682	sce:YDR330W
Q04660	sce:YMR049C
P36224	sce:YMR294W
P50264	sce:YMR020W
Q04048	sce:YDR416W
P47152	sce:YJR115W
Q06538	sce:YLR241W
P26755	sce:YJL173C
Q06598	sce:YPR201W
Q06616	sce:YPR174C
P25087	sce:YML008C
Q06103	sce:YPR108W
P34167	sce:YPR163C
Q06098	sce:YPR106W
Q06466	sce:YPR157W
Q12374	sce:YPR155C
P48527	sce:YPL097W
P21825	sce:YPL094C
Q12232	sce:YOR154W
Q12067	sce:YOR079C
Q08465	sce:YOR064C
Q08417	sce:YOR049C
P48164	sce:YNL096C
P36525	sce:YMR193W
Q03233	sce:YMR184W
Q06188	sce:YLR455W
Q05779	sce:YLR201C
P35999	sce:YKL134C
P22696	sce:YJR017C
P50086	sce:YGR232W
P53038	sce:YGR099W
P41896	sce:YGR005C
P43560	sce:YFL042C
P43579	sce:YFL013C
P40049	sce:YER076C
P40047	sce:YER073W
P32775	sce:YEL011W
P25558	sce:YCL014W
P38123	sce:YBR175W
P38068	sce:YBR014C
Q06822	sce:YPR085C
Q06821	sce:YPR084W
Q12284	sce:YPR037C
Q12154	sce:YDL100C
P32603	sce:YOR190W
P07263	sce:YPR033C
P53345	sce:YGR296W
P53345	sce:YPL283C
Q08992	sce:YPL280W
Q06813	sce:YPR078C
P37838	sce:YPL043W
P38363	sce:YBR302C
P38363	sce:YML132W
P53853	sce:YNL246W
P02294	sce:YBL002W
P07257	sce:YPR191W
P43582	sce:YFL010C
P08425	sce:YPR047W
Q12049	sce:YPR045C
P26263	sce:YGR087C
Q12028	sce:YPR029C
Q12402	sce:YPR028W
Q03430	sce:YDR494W
P41819	sce:YPL266W
Q08979	sce:YPL263C
P38207	sce:YBL019W
P32875	sce:YOR196C
P50089	sce:YGR237C
P43595	sce:YFR012W
P38066	sce:YBL033C
P38627	sce:YJR103W
P34221	sce:YBL056W
P37020	sce:YJR040W
P38166	sce:YBL102W
P38162	sce:YBL107C
Q12020	sce:YLR082C
Q12179	sce:YPL245W
P39996	sce:YEL017W
P20095	sce:YNR011C
P40586	sce:YIR042C
Q08970	sce:YPL224C
Q08968	sce:YPL222W
Q03677	sce:YMR009W
P39904	sce:YDR484W
Q08964	sce:YPL216W
P39565	sce:YHR214C-D
P32806	sce:YJL044C
Q08955	sce:YPL200W
Q08952	sce:YPL196W
P38072	sce:YBR024W
Q03759	sce:YML108W
P42940	sce:YGR207C
P43598	sce:YFR017C
P39729	sce:YAL036C
Q12462	sce:YOL147C
P07245	sce:YGR204W
P38210	sce:YBL006C
P40442	sce:YIL169C
P46670	sce:YPL241C
P38064	sce:YBL038W
P11163	sce:YLR155C
P11163	sce:YLR157C
P11163	sce:YLR158C
P11163	sce:YLR160C
Q07716	sce:YDL237W
P49089	sce:YPR145W
Q03083	sce:YPL034W
Q06835	sce:YPR094W
P43635	sce:YPR001W
P38063	sce:YBL068W
Q02950	sce:YPL118W
P41800	sce:YLL006W
P53632	sce:YOL115W
Q08110	sce:YOL014W
P53751	sce:YNR065C
P80210	sce:YNL220W
P36088	sce:YKL069W
P32263	sce:YER023W
P40319	sce:YLR372W
P32179	sce:YOL064C
Q12395	sce:YLR128W
P38778	sce:YHR050W
P36528	sce:YNL252C
Q08951	sce:YPL195W
Q12152	sce:YPL150W
Q07451	sce:YDL072C
P40040	sce:YER063W
Q99257	sce:YPL169C
P09201	sce:YLR377C
Q12254	sce:YPL163C
Q12417	sce:YPL151C
Q06170	sce:YLR326W
Q03029	sce:YPL130W
P19358	sce:YDR502C
Q05468	sce:YDR333C
P32841	sce:YMR133W
P53281	sce:YGR136W
P43580	sce:YFL012W
P38139	sce:YBR204C
Q02891	sce:YPL095C
P53093	sce:YGL198W
P25635	sce:YCR057C
Q02831	sce:YPL077C
P04817	sce:YEL063C
P40328	sce:YPL074W
Q99312	sce:YOR155C
Q06549	sce:YLR245C
P40892	sce:YJL218W
P38744	sce:YHL018W
P53204	sce:YGR010W
P33317	sce:YBR252W
Q02749	sce:YPL068C
P19657	sce:YPL036W
Q12176	sce:YDR060W
Q02724	sce:YPL020C
P25354	sce:YCR007C
Q12089	sce:YPL005W
Q12493	sce:YDR383C
Q08907	sce:YOR383C
Q08905	sce:YOR381W
P23968	sce:YHR026W
P06776	sce:YOR360C
P47128	sce:YJR082C
P24720	sce:YOR350C
Q12507	sce:YOR315W
P22215	sce:YOR307C
Q04033	sce:YDR415C
P38969	sce:YOR266W
P53720	sce:YNR015W
Q12259	sce:YLR108C
P47153	sce:YJR116W
P07244	sce:YGL234W
Q08746	sce:YOR294W
Q04162	sce:YDR387C
Q12305	sce:YOR285W
P40159	sce:YNL208W
P38839	sce:YHR136C
P42223	sce:YDR351W
P04802	sce:YLL018C
P07884	sce:YOR274W
P33401	sce:YKL127W
P48606	sce:YOR265W
P47044	sce:YJL055W
Q06525	sce:YPR152C
Q12274	sce:YOR097C
Q08650	sce:YOR245C
P53174	sce:YGL053W
Q08649	sce:YOR244W
Q08646	sce:YOR242C
Q08641	sce:YOR239W
Q12340	sce:YOR172W
P27825	sce:YAL058W
P40218	sce:YMR147W
P00549	sce:YAL038W
P36032	sce:YKL221W
Q12044	sce:YOR220W
Q08558	sce:YOR180C
P40045	sce:YER071C
Q12125	sce:YOR164C
Q04066	sce:YDR428C
Q02521	sce:YOR148C
Q08949	sce:YPL194W
P38276	sce:YBR137W
P38439	sce:YOR123C
P47079	sce:YJL008C
Q12289	sce:YOR100C
P42840	sce:YNL320W
Q08491	sce:YOR076C
P41834	sce:YOR075W
Q08490	sce:YOR073W
Q12078	sce:YLR034C
Q08232	sce:YOL073C
Q08457	sce:YOR060C
Q04329	sce:YMR195W
Q08448	sce:YOR059C
P40455	sce:YIL152W
P20449	sce:YOR046C
Q07800	sce:YLL010C
P35271	sce:YDR450W
P35271	sce:YML026C
P25584	sce:YCL056C
P40093	sce:YER156C
Q06411	sce:YLR424W
Q03219	sce:YMR178W
P38903	sce:YOR014W
P53011	sce:YGL100W
P33890	sce:YOR010C
Q12118	sce:YOR007C
P25036	sce:YOR003W
P43554	sce:YFL049W
P21304	sce:YLR196W
P53265	sce:YGR111W
P89105	sce:YOL145C
Q08270	sce:YOL131W
P09624	sce:YFL018C
P40512	sce:YIL071C
Q12469	sce:YOL113W
Q12239	sce:YOL107W
Q08108	sce:YOL011W
Q12215	sce:YOL105C
Q12272	sce:YOL102C
P32353	sce:YLR056W
Q12039	sce:YOL095C
P23301	sce:YEL034W
P32656	sce:YER163C
Q06709	sce:YLR387C
Q12449	sce:YDR214W
P32469	sce:YLR172C
Q08199	sce:YOL031C
Q08193	sce:YOL030W
Q08144	sce:YOL018C
Q08118	sce:YOL015W
Q12006	sce:YOL003C
Q07804	sce:YLL012W
P53741	sce:YNR051C
P38999	sce:YNR050C
P53733	sce:YNR037C
P53873	sce:YNL187W
P47052	sce:YJL045W
P27514	sce:YNR013C
P53939	sce:YNL078W
P47115	sce:YJR056C
P24004	sce:YKL197C
P32478	sce:YJL159W
P43552	sce:YFL051C
P08465	sce:YNL277W
P53846	sce:YNL260C
P52919	sce:YLR457C
P53847	sce:YNL258C
P38781	sce:YHR056C
P34218	sce:YBL052C
Q02555	sce:YMR239C
Q08962	sce:YPL211W
Q06686	sce:YLR411W
P53868	sce:YNL219C
Q06208	sce:YLR453C
P40157	sce:YNL212W
Q04429	sce:YDR528W
Q03177	sce:YMR102C
P47041	sce:YJL058C
P38193	sce:YBL046W
Q06592	sce:YPR193C
P53877	sce:YNL182C
Q05788	sce:YLR209C
P08536	sce:YJR010W
P36102	sce:YKL025C
P00360	sce:YJL052W
P42951	sce:YJL100W
P06773	sce:YHR144C
P39975	sce:YEL072W
P38310	sce:YBR207W
Q08300	sce:YOL159C
Q12443	sce:YDL204W
P38326	sce:YBR231C
P35198	sce:YDR277C
P54862	sce:YOL156W
Q03433	sce:YML041C
Q03050	sce:YDR542W
Q12123	sce:YOR173W
Q12189	sce:YOR095C
Q12320	sce:YOR040W
P50947	sce:YNL097C
P00044	sce:YJR048W
P43574	sce:YFL021W
P28241	sce:YOR136W
P17423	sce:YHR025W
P15992	sce:YBR072W
Q04347	sce:YMR014W
P33442	sce:YLR441C
Q04418	sce:YDR527W
P38615	sce:YMR139W
P38633	sce:YGL127C
P40519	sce:YIL060W
Q04779	sce:YMR075W
P39002	sce:YIL009W
Q03897	sce:YDR128W
P37261	sce:YCL026C-A
P32454	sce:YKL157W
P38703	sce:YHL003C
P53060	sce:YGL250W
P39076	sce:YIL142W
P32572	sce:YNL204C
Q12365	sce:YPL255W
Q04432	sce:YDR533C
P43549	sce:YFL054C
P05373	sce:YGL040C
P51601	sce:YGR267C
P32318	sce:YGR144W
P40037	sce:YER057C
P41940	sce:YDL055C
P25367	sce:YCL028W
P39708	sce:YAL062W
Q01574	sce:YAL054C
P05750	sce:YNL178W
P53885	sce:YNL173C
P53934	sce:YNL092W
P47912	sce:YMR246W
P38164	sce:YBL104C
P53959	sce:YNL041C
P01095	sce:YNL015W
P41948	sce:YNL142W
Q05948	sce:YLR225C
P36077	sce:YKL086W
Q05791	sce:YLR215C
P28496	sce:YKL008C
P38875	sce:YHR188C
P38801	sce:YHR081W
P53050	sce:YGR249W
P53301	sce:YGR189C
P47083	sce:YJR002W
P53507	sce:YNL070W
Q12745	sce:YLR440C
P53154	sce:YGL084C
P53953	sce:YNL049C
Q10740	sce:YNL045W
P28834	sce:YNL037C
P47821	sce:YNL025C
P39113	sce:YMR280C
P53834	sce:YNL281W
P38428	sce:YMR264W
P39927	sce:YGR156W
P40546	sce:YIL019W
P42846	sce:YNL308C
Q12460	sce:YLR197W
P11745	sce:YMR235C
P38852	sce:YHR156C
P38728	sce:YHL043W
P12868	sce:YMR231W
Q03655	sce:YMR215W
P29340	sce:YGR133W
P53089	sce:YGL204C
P16862	sce:YMR205C
Q03694	sce:YMR204C
P38756	sce:YHR003C
P53303	sce:YGR211W
Q03236	sce:YMR187C
Q00453	sce:YMR182C
O13587	sce:YPR096C
P43536	sce:YFL068W
Q03795	sce:YMR155W
P40073	sce:YER118C
Q05166	sce:YDL088C
P39711	sce:YAL064W
P38140	sce:YBR239C
Q04272	sce:YMR077C
Q03175	sce:YMR101C
Q03151	sce:YMR097C
P36013	sce:YKL029C
P47142	sce:YJR102C
Q07807	sce:YLL013C
Q02608	sce:YPL013C
P33122	sce:YOR344C
Q12012	sce:YOR289W
Q08686	sce:YOR251C
P36025	sce:YOR062C
P52923	sce:YNR074C
P53736	sce:YNR040W
P40169	sce:YNL194C
Q06053	sce:YLR401C
P32794	sce:YLR397C
Q12418	sce:YLR094C
Q08023	sce:YLR077W
P47172	sce:YJR141W
P40523	sce:YIL055C
P28007	sce:YHR089C
P41903	sce:YJR019C
P47026	sce:YJL091C
Q04734	sce:YMR063W
Q05775	sce:YLR192C
P32861	sce:YKL035W
P38820	sce:YHR111W
Q04712	sce:YML043C
P39979	sce:YEL066W
P38749	sce:YHL009C
P53250	sce:YGR080W
P53397	sce:YML060W
Q03707	sce:YML034W
Q12222	sce:YOL128C
P49957	sce:YML014W
Q06665	sce:YDR314C
Q03446	sce:YDR003W
P07279	sce:YNL301C
P07279	sce:YOL120C
P07267	sce:YPL154C
Q02889	sce:YPL098C
Q12363	sce:YOR230W
P40074	sce:YER119C
Q03407	sce:YDR490C
P24813	sce:YDR423C
Q06385	sce:YDR372C
Q03195	sce:YDR091C
P11710	sce:YCL027W
P38349	sce:YBR273C
P38315	sce:YBR216C
P38263	sce:YBR105C
P38220	sce:YBR027C
P38124	sce:YBR008C
P05754	sce:YBL072C
P05754	sce:YER102W
P40056	sce:YER083C
P40083	sce:YER137C
Q12099	sce:YDR021W
P53101	sce:YGL184C
Q03124	sce:YML127W
Q12746	sce:YML125C
P53290	sce:YGR163W
P53330	sce:YGR275W
P04650	sce:YJL189W
Q03760	sce:YML107C
P38199	sce:YBL032W
Q12191	sce:YDL099W
Q04201	sce:YML101C
P54787	sce:YML097C
P54005	sce:YMR316W
P42221	sce:YMR325W
P42221	sce:YOR394W
P42221	sce:YPL282C
Q03695	sce:YMR206W
P48560	sce:YNL300W
P45819	sce:YGL170C
P37263	sce:YCR087C-A
P00359	sce:YGR192C
P10823	sce:YER020W
Q03935	sce:YDR259C
Q03579	sce:YMR298W
Q03532	sce:YMR290C
P40555	sce:YIL007C
P07246	sce:YMR083W
P53747	sce:YNR061C
P25569	sce:YCL039W
P36076	sce:YKL088W
P25659	sce:YCR076C
P53890	sce:YNL166C
P53891	sce:YNL165W
P53932	sce:YNL095C
P53963	sce:YNL034W
P53970	sce:YNL024C
P53974	sce:YNL020C
P35180	sce:YGR082W
Q07978	sce:YLR031W
Q03148	sce:YMR096W
Q04305	sce:YMR093W
Q03630	sce:YML077W
P53718	sce:YNR009W
Q04969	sce:YML055W
Q04697	sce:YML048W
P53956	sce:YNL046W
P34760	sce:YML028W
P53975	sce:YNL019C
P34160	sce:YMR125W
P53752	sce:YNR066C
Q04603	sce:YDR121W
P40210	sce:YMR140W
P36027	sce:YLR332W
Q08280	sce:YOL137W
Q12035	sce:YLR051C
P40963	sce:YMR127C
P32366	sce:YLR447C
P39744	sce:YOR206W
Q12149	sce:YOR001W
P53913	sce:YNL133C
P53942	sce:YNL072W
P34161	sce:YML027W
Q06417	sce:YLR426W
Q12031	sce:YPR006C
Q05905	sce:YLR301W
Q06563	sce:YLR251W
Q12127	sce:YLR110C
Q07930	sce:YLR016C
P40533	sce:YIL039W
P53195	sce:YGL005C
P43553	sce:YFL050C
P53379	sce:YDR144C
P25619	sce:YCR021C
P32900	sce:YHR149C
P40167	sce:YNL196C
P40579	sce:YIR035C
Q07738	sce:YDL241W
Q06204	sce:YLR446W
Q06216	sce:YLR273C
P16467	sce:YLR134W
P36169	sce:YKR100C
P40459	sce:YIL145C
P40471	sce:YIL124W
P38827	sce:YHR119W
P40041	sce:YER064C
P49775	sce:YDR305C
Q06623	sce:YPR179C
P36112	sce:YKR016W
Q06707	sce:YLR385C
P34165	sce:YDR461W
Q12748	sce:YLR381W
P25042	sce:YPR065W
P37366	sce:YPR025C
Q05934	sce:YLR373C
P40526	sce:YIL049W
P39953	sce:YEL006W
Q06674	sce:YDR317W
P38126	sce:YBR186W
P51862	sce:YLR371W
Q06485	sce:YLR356W
P41698	sce:YLR353W
P33328	sce:YOR327C
P00812	sce:YPL111W
P50861	sce:YOL143C
P42884	sce:YNL331C
P46946	sce:YGL175C
P29509	sce:YDR353W
P38986	sce:YDR321W
P15202	sce:YDR256C
P38122	sce:YBR176W
P36029	sce:YKL174C
Q06135	sce:YLR343W
P05317	sce:YLR340W
P10622	sce:YDL130W
P49167	sce:YLR325C
Q06703	sce:YLR308W
P08004	sce:YNL192W
Q06489	sce:YPR118W
P53982	sce:YNL009W
Q03218	sce:YMR177W
P28625	sce:YMR152W
P40214	sce:YMR144W
Q03629	sce:YML079W
P32802	sce:YLR083C
P31412	sce:YKL080W
P47157	sce:YJR120W
P40509	sce:YIL076W
P40889	sce:YJL225C
P22135	sce:YJL180C
P08525	sce:YJL166W
P40452	sce:YIL157C
P40481	sce:YIL110W
P41277	sce:YIL053W
P40185	sce:YIL051C
P40186	sce:YIL050W
P48362	sce:YGR187C
P53297	sce:YGR178C
P53251	sce:YGR081C
P53077	sce:YGL226W
P40094	sce:YER157W
P22108	sce:YDR530C
Q07684	sce:YDL233W
Q99207	sce:YDL148C
P38913	sce:YDL045C
P80235	sce:YAR035W
P12754	sce:YGR083C
Q12400	sce:YOL093W
Q12692	sce:YOL012C
P53872	sce:YNL190W
P53896	sce:YNL158W
P53927	sce:YNL110C
Q08045	sce:YLR104W
Q07951	sce:YLR021W
Q03180	sce:YKL163W
P36057	sce:YKL154W
P34251	sce:YKL107W
P36092	sce:YKL044W
P47174	sce:YJR146W
P47129	sce:YJR083C
P23641	sce:YJR077C
P47096	sce:YJR025C
P47040	sce:YJL059W
Q06218	sce:YLR276C
P25617	sce:YCR016W
P38307	sce:YBR201W
P38306	sce:YBR197C
P32830	sce:YBR091C
Q05881	sce:YLR287C
Q06224	sce:YLR277C
Q06151	sce:YLR270W
P25301	sce:YDR004W
Q06150	sce:YLR267W
Q03178	sce:YKL164C
Q12303	sce:YLR121C
P23500	sce:YKR052C
P38172	sce:YBL095W
P30624	sce:YOR317W
Q02983	sce:YLR141W
P25338	sce:YGL010W
Q08904	sce:YOR380W
P32565	sce:YIL075C
P04786	sce:YOL006C
P09880	sce:YJL087C
Q03263	sce:YMR279C
Q05899	sce:YLR297W
P47165	sce:YJR133W
P53222	sce:YGR035C
Q12164	sce:YLL023C
P40917	sce:YOR028C
P29704	sce:YHR190W
P53258	sce:YGR100W
Q12122	sce:YDL131W
P33891	sce:YGL145W
P36108	sce:YKL002W
P38842	sce:YHR140W
P24000	sce:YGR148C
Q12138	sce:YLR125W
Q05776	sce:YLR193C
O13549	sce:YLR261C
P35729	sce:YKL057C
P42936	sce:YGR201C
P38260	sce:YBR101C
P40152	sce:YNL217W
P40051	sce:YER078C
P53976	sce:YNL018C
P15019	sce:YLR354C
P53323	sce:YGR262C
P53053	sce:YGL263W
Q05506	sce:YDR341C
P38854	sce:YHR159W
Q12248	sce:YDR016C
P38340	sce:YBR261C
P38353	sce:YBR283C
Q06451	sce:YPR156C
